,links,citizen_vision,cop_vision,max_jail_term,Run,mean_peak_size,std_peak_size,mean_peak_interval,std_peak_interval,perc_time_rebel,perc_time_calm,Legitimacy,Peaks
0,4,3,6,43,0,324.0,158.0,8.0,0.0,0.029925187032418952,0.004987531172069825,0.6058181978701953,2
1,4,3,6,43,1,332.25,209.9718731163772,7.333333333333333,1.8856180831641267,0.057356608478802994,0.0024937655860349127,0.5771265175247339,4
2,4,3,6,43,2,279.3333333333333,168.87141722492754,7.0,1.0,0.0399002493765586,0.0024937655860349127,0.599677063110513,3
3,4,3,6,43,3,334.0,265.0,18.0,0.0,0.04987531172069826,0.0024937655860349127,0.5898960692936843,2
4,4,3,6,43,4,474.0,0.0,,,0.029925187032418952,0.00997506234413965,0.6137657136445992,1
5,2,3,6,43,5,474.0,0.0,,,0.029925187032418952,0.00997506234413965,0.6137657136445992,1
6,2,3,6,43,6,474.0,0.0,,,0.029925187032418952,0.00997506234413965,0.6137657136445992,1
7,2,3,6,43,7,474.0,0.0,,,0.029925187032418952,0.00997506234413965,0.6137657136445992,1
8,2,3,6,43,8,474.0,0.0,,,0.029925187032418952,0.00997506234413965,0.6137657136445992,1
9,2,3,6,43,9,474.0,0.0,,,0.029925187032418952,0.00997506234413965,0.6137657136445992,1
10,4,2,6,43,10,331.0,124.0,6.0,0.0,0.029925187032418952,0.0024937655860349127,0.598587993272948,2
11,4,2,6,43,11,302.6666666666667,170.3923576794322,6.0,0.0,0.0399002493765586,0.004987531172069825,0.5798025061312946,3
12,4,2,6,43,12,485.0,0.0,,,0.029925187032418952,0.0024937655860349127,0.5819291835335875,1
13,4,2,6,43,13,303.6666666666667,172.34912886992558,6.0,0.0,0.0399002493765586,0.007481296758104738,0.5855442585286605,3
14,4,2,6,43,14,334.0,153.0,8.0,0.0,0.034912718204488775,0.007481296758104738,0.5947505935936438,2
15,4,3,2,43,15,83.25,67.62164963974186,7.127272727272727,2.2807857135369773,0.8952618453865336,0.0024937655860349127,0.5744438821406584,56
16,4,3,2,43,16,97.61538461538461,71.67425077984471,7.784313725490196,3.3449624136356357,0.9975062344139651,0.0024937655860349127,0.562521915375376,52
17,4,3,2,43,17,88.86538461538461,67.0430484109776,7.686274509803922,2.9933926982961974,0.970074812967581,0.0024937655860349127,0.5769219690674966,52
18,4,3,2,43,18,106.41666666666667,77.46392529572861,8.340425531914894,2.8678451822117865,0.9900249376558603,0.0024937655860349127,0.5761618953046108,48
19,4,3,2,43,19,98.63636363636364,68.17207203069802,7.333333333333333,2.7148426050823593,0.9925187032418953,0.0024937655860349127,0.5634262431991083,55
20,4,3,6,35,20,394.5,125.5,6.0,0.0,0.034912718204488775,0.007481296758104738,0.6066044310645665,2
21,4,3,6,35,21,445.0,148.0,8.0,0.0,0.04239401496259352,0.0024937655860349127,0.5932949408732469,2
22,4,3,6,35,22,318.0,177.81076082922166,8.0,2.0,0.05486284289276808,0.0024937655860349127,0.607267575539213,3
23,4,3,6,35,23,287.0,212.0,12.0,0.0,0.034912718204488775,0.004987531172069825,0.6223002090590514,2
24,4,3,6,35,24,345.5,147.5,8.0,0.0,0.034912718204488775,0.0024937655860349127,0.6087786235058092,2
25,2,2,2,35,25,485.0,0.0,,,0.029925187032418952,0.0024937655860349127,0.5819291835335875,1
26,2,2,2,35,26,303.6666666666667,172.34912886992558,6.0,0.0,0.0399002493765586,0.007481296758104738,0.5855442585286605,3
27,2,2,2,35,27,303.6666666666667,172.34912886992558,6.0,0.0,0.0399002493765586,0.007481296758104738,0.5855442585286605,3
28,2,2,2,35,28,334.0,153.0,8.0,0.0,0.034912718204488775,0.007481296758104738,0.5947505935936438,2
29,2,2,2,35,29,334.0,153.0,8.0,0.0,0.034912718204488775,0.007481296758104738,0.5947505935936438,2
30,1,7,1,18,30,83.25,67.62164963974186,7.127272727272727,2.2807857135369773,0.8952618453865336,0.0024937655860349127,0.5744438821406584,56
31,1,7,1,18,31,83.25,67.62164963974186,7.127272727272727,2.2807857135369773,0.8952618453865336,0.0024937655860349127,0.5744438821406584,56
32,1,7,1,18,32,97.61538461538461,71.67425077984471,7.784313725490196,3.3449624136356357,0.9975062344139651,0.0024937655860349127,0.562521915375376,52
33,1,7,1,18,33,97.61538461538461,71.67425077984471,7.784313725490196,3.3449624136356357,0.9975062344139651,0.0024937655860349127,0.562521915375376,52
34,1,7,1,18,34,88.86538461538461,67.0430484109776,7.686274509803922,2.9933926982961974,0.970074812967581,0.0024937655860349127,0.5769219690674966,52
35,5,7,1,18,35,160.6734693877551,72.4237495591622,8.1875,2.8986796563263075,0.9625935162094763,0.0024937655860349127,0.641028264458381,49
36,5,7,1,18,36,170.33333333333334,82.13214284851509,8.704545454545455,4.208106600007276,0.8952618453865336,0.0024937655860349127,0.6789713179114572,45
37,5,7,1,18,37,150.3913043478261,66.7469192452615,8.733333333333333,5.9531504264548865,0.8528678304239401,0.0024937655860349127,0.6253296911924594,46
38,5,7,1,18,38,179.51785714285714,77.69882125218884,7.127272727272727,1.8786314695402893,0.9975062344139651,0.0024937655860349127,0.6029768622485613,56
39,5,7,1,18,39,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
40,1,7,1,18,40,179.51785714285714,77.69882125218884,7.127272727272727,1.8786314695402893,0.9975062344139651,0.0024937655860349127,0.6029768622485613,56
41,1,7,1,18,41,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
42,1,7,1,18,42,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
43,1,7,1,18,43,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
44,1,7,1,18,44,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
45,1,7,6,18,45,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
46,1,7,6,18,46,160.6734693877551,72.4237495591622,8.1875,2.8986796563263075,0.9625935162094763,0.0024937655860349127,0.641028264458381,49
47,1,7,6,18,47,170.33333333333334,82.13214284851509,8.704545454545455,4.208106600007276,0.8952618453865336,0.0024937655860349127,0.6789713179114572,45
48,1,7,6,18,48,170.33333333333334,82.13214284851509,8.704545454545455,4.208106600007276,0.8952618453865336,0.0024937655860349127,0.6789713179114572,45
49,1,7,6,18,49,150.3913043478261,66.7469192452615,8.733333333333333,5.9531504264548865,0.8528678304239401,0.0024937655860349127,0.6253296911924594,46
50,1,7,1,11,50,160.6734693877551,72.4237495591622,8.1875,2.8986796563263075,0.9625935162094763,0.0024937655860349127,0.641028264458381,49
51,1,7,1,11,51,170.33333333333334,82.13214284851509,8.704545454545455,4.208106600007276,0.8952618453865336,0.0024937655860349127,0.6789713179114572,45
52,1,7,1,11,52,150.3913043478261,66.7469192452615,8.733333333333333,5.9531504264548865,0.8528678304239401,0.0024937655860349127,0.6253296911924594,46
53,1,7,1,11,53,179.51785714285714,77.69882125218884,7.127272727272727,1.8786314695402893,0.9975062344139651,0.0024937655860349127,0.6029768622485613,56
54,1,7,1,11,54,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
55,5,7,6,11,55,243.0,108.73515224311471,8.0,3.3466401061363023,0.12468827930174564,0.6683291770573566,0.7467857142857143,6
56,5,7,6,11,56,224.0,96.46195670267679,15.4,16.94815624190431,0.19950124688279303,0.5112219451371571,0.710048754934824,11
57,5,7,6,11,57,238.5,182.5,69.0,0.0,0.0399002493765586,0.7655860349127181,0.7814837576821774,2
58,5,7,6,11,58,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
59,5,7,6,11,59,237.52631578947367,115.46581559334831,10.277777777777779,8.722929907596386,0.3491271820448878,0.2967581047381546,0.6764279437609705,19
60,2,2,5,3,60,237.52631578947367,115.46581559334831,10.277777777777779,8.722929907596386,0.3491271820448878,0.2967581047381546,0.6764279437609705,19
61,2,2,5,3,61,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
62,2,2,5,3,62,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
63,2,2,5,3,63,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
64,2,2,5,3,64,160.6734693877551,72.4237495591622,8.1875,2.8986796563263075,0.9625935162094763,0.0024937655860349127,0.641028264458381,49
65,1,2,5,3,65,160.6734693877551,72.4237495591622,8.1875,2.8986796563263075,0.9625935162094763,0.0024937655860349127,0.641028264458381,49
66,1,2,5,3,66,243.0,108.73515224311471,8.0,3.3466401061363023,0.12468827930174564,0.6683291770573566,0.7467857142857143,6
67,1,2,5,3,67,224.0,96.46195670267679,15.4,16.94815624190431,0.19950124688279303,0.5112219451371571,0.710048754934824,11
68,1,2,5,3,68,238.5,182.5,69.0,0.0,0.0399002493765586,0.7655860349127181,0.7814837576821774,2
69,1,2,5,3,69,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
70,2,5,5,3,70,160.6734693877551,72.4237495591622,8.1875,2.8986796563263075,0.9625935162094763,0.0024937655860349127,0.641028264458381,49
71,2,5,5,3,71,160.6734693877551,72.4237495591622,8.1875,2.8986796563263075,0.9625935162094763,0.0024937655860349127,0.641028264458381,49
72,2,5,5,3,72,170.33333333333334,82.13214284851509,8.704545454545455,4.208106600007276,0.8952618453865336,0.0024937655860349127,0.6789713179114572,45
73,2,5,5,3,73,170.33333333333334,82.13214284851509,8.704545454545455,4.208106600007276,0.8952618453865336,0.0024937655860349127,0.6789713179114572,45
74,2,5,5,3,74,150.3913043478261,66.7469192452615,8.733333333333333,5.9531504264548865,0.8528678304239401,0.0024937655860349127,0.6253296911924594,46
75,2,2,3,3,75,150.3913043478261,66.7469192452615,8.733333333333333,5.9531504264548865,0.8528678304239401,0.0024937655860349127,0.6253296911924594,46
76,2,2,3,3,76,179.51785714285714,77.69882125218884,7.127272727272727,1.8786314695402893,0.9975062344139651,0.0024937655860349127,0.6029768622485613,56
77,2,2,3,3,77,179.51785714285714,77.69882125218884,7.127272727272727,1.8786314695402893,0.9975062344139651,0.0024937655860349127,0.6029768622485613,56
78,2,2,3,3,78,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
79,2,2,3,3,79,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
80,2,2,5,20,80,179.51785714285714,77.69882125218884,7.127272727272727,1.8786314695402893,0.9975062344139651,0.0024937655860349127,0.6029768622485613,56
81,2,2,5,20,81,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
82,2,2,5,20,82,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
83,2,2,5,20,83,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
84,2,2,5,20,84,161.9591836734694,82.06616523808475,8.1875,3.1335300248548226,0.9975062344139651,0.0024937655860349127,0.628473271700323,49
85,1,5,3,20,85,243.0,108.73515224311471,8.0,3.3466401061363023,0.12468827930174564,0.6683291770573566,0.7467857142857143,6
86,1,5,3,20,86,224.0,96.46195670267679,15.4,16.94815624190431,0.19950124688279303,0.5112219451371571,0.710048754934824,11
87,1,5,3,20,87,238.5,182.5,69.0,0.0,0.0399002493765586,0.7655860349127181,0.7814837576821774,2
88,1,5,3,20,88,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
89,1,5,3,20,89,237.52631578947367,115.46581559334831,10.277777777777779,8.722929907596386,0.3491271820448878,0.2967581047381546,0.6764279437609705,19
90,5,7,1,27,90,154.69767441860466,75.12889230986939,9.285714285714286,4.681705602335411,0.8952618453865336,0.0024937655860349127,0.628132377052451,43
91,5,7,1,27,91,164.66,64.14658525595888,8.081632653061224,3.2377665185002966,0.9900249376558603,0.0024937655860349127,0.5753410540133641,50
92,5,7,1,27,92,161.79591836734693,77.72793461861038,8.25,3.2113081446662823,0.9576059850374065,0.0024937655860349127,0.5971293144682116,49
93,5,7,1,27,93,210.05555555555554,61.95261530565015,7.452830188679245,1.9769047441367857,0.9975062344139651,0.0024937655860349127,0.5739105824871794,54
94,5,7,1,27,94,148.0,59.625629441327575,7.82,2.8049242414011823,0.9975062344139651,0.0024937655860349127,0.6013164286073646,51
95,4,7,1,27,95,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
96,4,7,1,27,96,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
97,4,7,1,27,97,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
98,4,7,1,27,98,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
99,4,7,1,27,99,235.86666666666667,116.50857860642232,12.285714285714286,12.560872191216726,0.28428927680798005,0.48129675810473815,0.7026007005253939,15
