,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1137,0,0,0,0.82,4,5
1,745,355,0,37,0.82,4,5
2,514,571,45,7,0.5327550730630642,4,5
3,500,551,65,21,0.38211657530818244,4,5
4,503,534,96,2,0.37662878573984043,4,5
5,536,465,118,16,0.38473931615512136,4,5
6,543,447,136,9,0.4102580314398828,4,5
7,575,384,153,18,0.4181106000226844,4,5
8,573,380,166,9,0.44394858800630527,4,5
9,583,340,191,13,0.44557127929918133,4,5
10,573,341,204,8,0.45710130469969573,4,5
11,593,293,216,23,0.4530411113019167,4,5
12,586,293,236,9,0.46898465121750904,4,5
13,599,255,247,21,0.46817582812294567,4,5
14,595,255,263,8,0.4795951797636905,4,5
15,600,223,276,22,0.48008207951093945,4,5
16,603,218,291,8,0.48582309465026036,4,5
17,609,192,298,21,0.4908906612576717,4,5
18,611,194,305,10,0.4962483925490479,4,5
19,601,177,324,18,0.49887843099192974,4,5
20,606,167,342,5,0.4954780207533398,4,5
21,614,137,349,20,0.5021322019244586,4,5
22,610,132,371,7,0.5088660975767755,4,5
23,635,94,374,16,0.5100940224976741,4,5
24,624,101,384,9,0.5281771171691209,4,5
25,645,73,387,10,0.5227050579705428,4,5
26,657,68,381,8,0.5388217965415424,4,5
27,665,53,378,17,0.5464949584956185,4,5
28,680,36,385,11,0.5519442005391545,4,5
29,712,8,383,9,0.5642197701948045,4,5
30,731,2,377,1,0.5869477862042016,4,5
31,760,0,349,2,0.600181185327951,4,5
32,779,1,325,6,0.6167712530021155,4,5
33,796,0,312,3,0.626862068891545,4,5
34,827,1,281,2,0.6375856192762444,4,5
35,845,4,259,3,0.6562363939379869,4,5
36,852,4,246,9,0.6665838704751875,4,5
37,867,7,230,7,0.66985169783517,4,5
38,837,29,219,26,0.6790711182210607,4,5
39,706,152,234,18,0.652989054497975,4,5
40,630,213,247,18,0.5564500908505966,4,5
41,635,213,248,12,0.5054790695970367,4,5
42,634,205,253,15,0.5091419017841661,4,5
43,629,205,262,11,0.5096827988817915,4,5
44,632,191,267,16,0.5078229570200797,4,5
45,630,192,273,11,0.5111491133199766,4,5
46,629,181,275,20,0.5108375129543803,4,5
47,625,179,291,9,0.5108375129543803,4,5
48,633,159,297,15,0.5112744732256285,4,5
49,635,155,301,12,0.5179298692943307,4,5
50,638,145,304,15,0.5203869441627855,4,5
51,636,142,309,13,0.5233680391532504,4,5
52,644,121,321,13,0.523548338185792,4,5
53,642,116,331,10,0.5316764515731741,4,5
54,645,99,331,24,0.5320710358922763,4,5
