,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1131,0,0,0,0.82,6,6
1,881,220,0,30,0.82,6,6
2,605,475,40,11,0.6410515802423122,6,6
3,580,470,63,17,0.44379015967156743,6,6
4,602,427,89,12,0.43133769349029427,6,6
5,607,395,112,16,0.4509472485282652,6,6
6,622,365,129,13,0.45852338897873607,6,6
7,629,335,149,16,0.4722017135891292,6,6
8,634,316,174,5,0.48064936005001535,6,6
9,634,293,183,17,0.488636069096283,6,6
10,638,274,205,10,0.49092699730546285,6,6
11,644,246,223,13,0.49768829385197116,6,6
12,649,233,231,12,0.5054565380388908,6,6
13,643,215,253,13,0.5107314428097718,6,6
14,654,200,261,9,0.5108661289921622,6,6
15,646,186,273,19,0.5200077769655013,6,6
16,648,172,295,9,0.5165843517989278,6,6
17,661,146,305,12,0.5219692854269248,6,6
18,659,135,318,11,0.5329021933319656,6,6
19,657,116,334,15,0.5341920771035331,6,6
20,668,100,340,13,0.5360261254795906,6,6
21,667,87,350,17,0.545220035671893,6,6
22,685,68,353,14,0.5463246159349104,6,6
23,711,37,363,8,0.5600290021956172,6,6
24,722,31,362,4,0.5809680390377371,6,6
25,741,16,349,13,0.5888233629589845,6,6
26,755,6,345,13,0.600487077318225,6,6
27,784,1,333,1,0.6102091807159004,6,6
28,803,0,313,3,0.6300036917543019,6,6
29,817,1,300,1,0.6410216411664433,6,6
30,833,0,285,1,0.6495838776848442,6,6
31,851,0,267,1,0.6594774791188305,6,6
32,875,1,243,0,0.6705715810113865,6,6
33,891,2,224,2,0.6856228598551282,6,6
34,877,17,209,16,0.695257077488224,6,6
35,753,132,208,26,0.681089190786456,6,6
36,662,221,222,13,0.5838785247237736,6,6
37,664,212,224,17,0.5206216553219633,6,6
38,656,216,233,12,0.522744350437587,6,6
39,656,198,247,15,0.5187232710967363,6,6
40,657,191,252,13,0.5216034658577421,6,6
41,654,176,268,15,0.5242467658436255,6,6
42,651,169,277,14,0.5250278301340499,6,6
43,664,142,289,15,0.5252285763794042,6,6
44,671,142,285,10,0.5369558027805275,6,6
45,659,140,292,16,0.5419227730113996,6,6
46,669,133,293,11,0.5349906900268984,6,6
47,669,123,300,12,0.5426477951157321,6,6
48,668,114,312,10,0.5446222824785527,6,6
49,684,92,314,12,0.5460817718393182,6,6
50,690,85,319,8,0.5586671567999645,6,6
51,683,87,315,15,0.5639218806014866,6,6
52,678,84,322,15,0.5588469830162015,6,6
53,682,69,335,13,0.5568616219913812,6,6
54,689,50,347,12,0.5621095824856975,6,6
55,723,9,355,10,0.5697274611260107,6,6
56,750,0,344,1,0.5965739842250538,6,6
57,764,1,327,3,0.6156703266361756,6,6
58,777,1,312,4,0.6232820091549209,6,6
59,792,1,301,0,0.6310019115143348,6,6
60,805,0,288,1,0.6407023569067717,6,6
61,819,1,271,3,0.6485828141208569,6,6
62,839,4,246,5,0.6566299811843774,6,6
63,837,15,229,13,0.6681767374354971,6,6
64,824,27,232,11,0.6634784509290961,6,6
65,820,30,226,17,0.6535611219597316,6,6
66,749,100,228,16,0.649709419910544,6,6
67,682,155,235,21,0.5946799024935328,6,6
68,663,169,248,13,0.5461601745312565,6,6
69,670,153,248,19,0.5347937999172533,6,6
70,667,156,260,7,0.5409083414159687,6,6
71,667,144,256,23,0.5409180801900579,6,6
72,655,145,279,11,0.5401930580857256,6,6
73,674,115,284,16,0.5357407617004802,6,6
74,672,116,292,8,0.5506889997309585,6,6
75,686,92,291,18,0.5510520236571488,6,6
76,689,86,300,10,0.5614247982058548,6,6
77,708,58,304,15,0.5659936166886278,6,6
78,727,45,302,10,0.5807480939759303,6,6
79,731,31,306,16,0.594989104817223,6,6
80,747,19,309,9,0.5987325129168962,6,6
81,764,8,306,6,0.6114359159435493,6,6
82,777,1,296,9,0.6239655271706404,6,6
83,793,4,286,0,0.6326776666290523,6,6
84,804,6,269,4,0.643441900984557,6,6
85,818,1,262,2,0.6490893906243594,6,6
86,825,6,249,3,0.6590244229447167,6,6
87,819,17,235,12,0.6623082054012087,6,6
88,756,66,246,15,0.6549347292010576,6,6
89,697,116,251,17,0.6073251340380654,6,6
90,677,133,258,12,0.5645018689861262,6,6
91,671,124,269,16,0.5514441281342747,6,6
92,677,118,273,12,0.5490643311525358,6,6
93,673,105,289,13,0.5541629610255215,6,6
94,692,91,285,12,0.5541454256500691,6,6
95,699,79,281,19,0.567347553914031,6,6
96,693,78,294,12,0.5725563640621438,6,6
97,684,71,305,17,0.5708458123990352,6,6
98,697,54,314,12,0.5662031344023675,6,6
99,705,42,315,15,0.5774334065893589,6,6
100,728,22,319,7,0.5835639148704043,6,6
101,761,4,308,3,0.6019737589553708,6,6
102,782,1,290,3,0.6253036453863389,6,6
103,801,0,272,3,0.6384717677430747,6,6
