,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1148,0,0,0,0.82,3,8
1,772,325,0,51,0.82,3,8
2,541,550,50,4,0.5472168707629491,3,8
3,549,491,80,24,0.39807983890949095,3,8
4,544,491,105,4,0.4089507425833309,3,8
5,580,410,126,27,0.4101508193699278,3,8
6,567,420,154,2,0.43785914262970144,3,8
7,588,353,178,24,0.4342727925140948,3,8
8,579,364,197,2,0.4524530579331821,3,8
9,595,301,214,32,0.45018057120113003,3,8
10,587,308,244,3,0.46385175965684583,3,8
11,602,251,260,28,0.46388162936175353,3,8
12,598,262,279,2,0.4770557279746916,3,8
13,610,215,288,26,0.4777726978526995,3,8
14,607,228,299,2,0.4880532211754852,3,8
15,612,189,305,28,0.4889460783183424,3,8
16,610,201,318,4,0.49402063117413475,3,8
17,616,160,333,24,0.49531001876974645,3,8
18,609,175,344,4,0.5020429523667901,3,8
19,624,131,351,25,0.49959573305546084,3,8
20,622,146,358,5,0.5113271639664189,3,8
21,631,105,365,28,0.5112175883022769,3,8
22,649,94,383,2,0.519248216431328,3,8
23,666,50,391,20,0.5351533414145304,3,8
24,695,27,403,2,0.5487114663866172,3,8
25,725,6,388,8,0.571246143056081,3,8
26,739,2,383,3,0.5900464819261515,3,8
27,770,0,356,1,0.5993199284129143,3,8
28,790,1,336,0,0.6173535850648831,3,8
29,806,1,319,1,0.6287904507962047,3,8
30,821,0,305,1,0.6379152429178556,3,8
31,838,0,288,1,0.6469417648089631,3,8
32,863,0,262,2,0.6571168724162919,3,8
33,886,1,237,3,0.6721786747467803,3,8
34,908,1,215,3,0.6861101476759232,3,8
35,930,0,195,1,0.6999714317732295,3,8
36,945,1,179,1,0.714759764821728,3,8
37,962,0,164,0,0.7241098009547212,3,8
38,978,0,146,2,0.7351834342487871,3,8
39,993,0,130,2,0.7447353407820684,3,8
40,1004,0,119,1,0.7539920079453261,3,8
41,1020,0,103,1,0.760741697387922,3,8
42,1023,3,96,2,0.7694713585809666,3,8
43,1036,0,83,4,0.7703173976109616,3,8
44,1046,1,75,1,0.7770561638641084,3,8
45,1049,6,64,3,0.7819655174831246,3,8
46,952,85,62,23,0.7820878691007822,3,8
47,638,378,81,21,0.7107028197371849,3,8
48,588,411,107,12,0.4769632803917903,3,8
49,587,387,127,17,0.44755917729870015,3,8
50,583,372,153,7,0.4504583126432338,3,8
51,585,345,172,12,0.4533577690659491,3,8
52,593,322,186,12,0.458410364032628,3,8
53,596,299,204,14,0.4666214190105906,3,8
54,601,278,219,14,0.47186438093821864,3,8
55,609,248,237,17,0.4782522449277353,3,8
56,604,237,258,11,0.48723217559399473,3,8
57,605,214,280,10,0.48790032729018223,3,8
58,606,195,296,10,0.492833410284615,3,8
59,615,170,304,18,0.4970213703938683,3,8
60,619,154,317,16,0.5046043988700025,3,8
61,626,133,331,15,0.5100004570171424,3,8
62,642,105,347,10,0.5176533414145305,3,8
63,666,72,349,17,0.5319430120622329,3,8
64,682,46,361,15,0.5491410871013319,3,8
65,707,15,370,11,0.5626465133631463,3,8
66,732,1,368,2,0.5826062773187359,3,8
67,750,2,349,2,0.6005433043719663,3,8
68,776,1,325,1,0.6105169589088018,3,8
69,799,0,303,1,0.6258388496418248,3,8
70,816,0,284,3,0.6395593021228538,3,8
71,838,0,264,1,0.6493955694509747,3,8
72,859,0,243,1,0.6631701229300777,3,8
73,872,0,227,3,0.6761976327437196,3,8
74,892,0,210,0,0.684271036406101,3,8
75,904,3,195,0,0.6974658604200348,3,8
76,917,0,180,5,0.7045590747005328,3,8
77,940,0,161,0,0.7124653888324386,3,8
78,951,1,148,1,0.7281293248029823,3,8
79,970,0,130,1,0.734581522372832,3,8
80,975,0,123,3,0.7461869533503165,3,8
81,978,1,116,6,0.7487415439501067,3,8
82,986,0,111,3,0.7497510235601396,3,8
83,994,2,102,2,0.7551621634377029,3,8
84,1014,0,86,0,0.7593096879595979,3,8
85,1010,9,77,4,0.7700262126904891,3,8
86,964,44,79,13,0.7658049465215604,3,8
87,717,264,85,33,0.7328739271591527,3,8
88,595,379,112,11,0.5404916543749371,3,8
89,616,331,135,15,0.4599107470225662,3,8
90,594,343,148,12,0.478416452401033,3,8
91,619,295,161,21,0.46565761782382364,3,8
92,598,303,186,9,0.48546316715112714,3,8
93,618,259,199,19,0.47549821643132806,3,8
94,600,261,225,9,0.49189173857969853,3,8
95,620,216,239,20,0.48415683505506185,3,8
96,611,209,263,10,0.5004173673980986,3,8
97,621,169,286,17,0.4991557134395501,3,8
98,638,149,297,9,0.510172961662769,3,8
99,640,124,308,21,0.5239734517731314,3,8
100,646,105,331,11,0.5273378193835279,3,8
101,661,70,342,19,0.5356550317446093,3,8
102,687,41,353,11,0.5485627810234088,3,8
103,712,18,351,11,0.5691300914761789,3,8
104,734,1,356,0,0.5869575964459982,3,8
105,745,1,343,2,0.6044964422077402,3,8
106,758,0,332,1,0.6104034071897437,3,8
107,775,0,314,2,0.6182462083076181,3,8
108,789,0,302,0,0.6279938260537578,3,8
109,804,1,284,2,0.6366432949620384,3,8
110,816,2,271,2,0.6451098551652603,3,8
111,829,0,259,3,0.6522190890203751,3,8
112,844,1,244,2,0.6603758077924078,3,8
113,854,0,233,3,0.6696816742097891,3,8
114,872,0,218,0,0.6762102733484123,3,8
115,893,0,196,1,0.6881048981447129,3,8
116,899,8,175,8,0.7012665692698398,3,8
117,892,24,165,9,0.7024035964010533,3,8
118,847,60,159,22,0.6949162175576755,3,8
119,673,224,170,18,0.6582530048187802,3,8
120,610,268,184,22,0.5289128825647811,3,8
121,638,236,195,13,0.4873593251396847,3,8
122,620,241,200,19,0.5095513666766665,3,8
123,630,217,219,14,0.4985160331153499,3,8
124,617,210,236,17,0.5089052888118069,3,8
125,638,181,249,11,0.5028535260946604,3,8
126,638,170,252,19,0.5202371836505377,3,8
127,631,165,267,15,0.520772897936252,3,8
128,641,146,273,17,0.518869317458895,3,8
129,641,136,278,16,0.5273410553741829,3,8
130,636,124,292,19,0.5303441393022321,3,8
131,644,102,318,7,0.5292988244148269,3,8
132,666,69,325,11,0.5396194054834811,3,8
133,694,38,329,10,0.5566300914761789,3,8
134,717,13,331,10,0.5777316613358899,3,8
135,737,2,332,0,0.5951271181396206,3,8
136,757,0,313,1,0.6103457491207332,3,8
137,768,0,301,2,0.6222076353156704,3,8
138,782,0,286,3,0.6285474560526897,3,8
139,802,0,269,0,0.636759729559149,3,8
140,819,0,250,2,0.6494622670018659,3,8
141,826,5,237,3,0.6596041171475175,3,8
142,836,1,229,5,0.6628942766147434,3,8
143,846,0,225,0,0.6695171380404991,3,8
144,857,5,208,1,0.6768902734990168,3,8
145,873,0,196,2,0.6827838395473956,3,8
146,884,0,185,2,0.6936662175576755,3,8
147,899,0,171,1,0.7006597198479909,3,8
148,914,0,155,2,0.7103358116844468,3,8
149,937,1,131,2,0.7195465392136836,3,8
150,951,0,119,1,0.7333469782156699,3,8
151,962,0,108,1,0.7418131259593506,3,8
152,967,0,102,2,0.7478857362412035,3,8
153,977,0,91,3,0.7503642157238237,3,8
154,989,0,81,1,0.7552818648163824,3,8
155,996,0,74,1,0.7613377366596366,3,8
156,1012,0,59,0,0.7644438083934291,3,8
157,1016,0,52,3,0.7711582376991138,3,8
158,1021,0,49,1,0.7721530850507967,3,8
159,1024,1,42,4,0.7743803994657906,3,8
160,1030,0,38,3,0.7747699132006981,3,8
161,1033,1,37,0,0.7773056641784092,3,8
162,1034,0,36,1,0.7787423930629503,3,8
163,1034,0,36,1,0.7791013269621301,3,8
164,1040,0,30,1,0.7791013269621301,3,8
165,1042,1,28,0,0.7812491833643898,3,8
166,1026,9,27,9,0.781963929224894,3,8
167,914,97,39,21,0.7731783585412559,3,8
168,659,324,58,28,0.6988322534993979,3,8
169,594,371,88,12,0.5046358990479449,3,8
170,594,343,113,14,0.4655089284873665,3,8
171,600,315,136,12,0.4703095673391279,3,8
172,593,294,163,13,0.47892495466608903,3,8
173,617,257,174,13,0.4788809959105565,3,8
174,603,245,198,15,0.49830136667666647,3,8
175,616,216,217,12,0.4927692228434202,3,8
176,604,202,232,21,0.5052759808772214,3,8
177,615,176,259,9,0.5002234517731314,3,8
178,617,152,276,14,0.5127656523909522,3,8
179,622,132,291,13,0.5172105382700104,3,8
180,632,101,305,17,0.5237696268027543,3,8
181,652,75,316,12,0.5344330624588836,3,8
182,673,36,323,22,0.5507524545911834,3,8
183,693,10,340,9,0.567652949374024,3,8
184,711,0,339,2,0.5862214496893708,3,8
185,721,2,328,1,0.5995218343080325,3,8
186,737,0,314,1,0.6051201696388103,3,8
187,756,0,296,0,0.6148326016684521,3,8
188,771,0,278,3,0.6263011172534373,3,8
189,784,2,265,1,0.6348157819857897,3,8
190,796,2,250,4,0.64275455887104,3,8
191,813,0,238,1,0.6496215129847898,3,8
192,825,3,224,0,0.6611133352076425,3,8
193,842,0,208,1,0.6683059378990823,3,8
194,855,1,193,2,0.6797081977361099,3,8
195,864,0,186,1,0.687616907678871,3,8
196,883,0,168,0,0.6936954341337053,3,8
197,896,2,151,2,0.7058891749632065,3,8
198,920,0,131,0,0.7132857928050317,3,8
199,930,1,118,2,0.728508381921745,3,8
200,942,0,106,2,0.7337469644055645,3,8
201,952,0,98,0,0.7407440527730332,3,8
202,964,1,84,1,0.7463154196843926,3,8
203,972,0,75,3,0.7518119269762034,3,8
204,982,1,66,1,0.7552750844752614,3,8
205,980,4,61,5,0.7597151453859264,3,8
206,962,17,61,10,0.7576376349542007,3,8
207,850,104,70,26,0.7464042619800263,3,8
208,652,282,93,21,0.6620369593920532,3,8
209,608,303,121,16,0.513499134461593,3,8
210,617,275,142,14,0.48701425133725396,3,8
211,607,264,156,18,0.4971342095948375,3,8
212,627,230,172,16,0.4936053728156177,3,8
213,615,221,195,13,0.5106833577986596,3,8
214,625,189,220,10,0.5065902191256278,3,8
215,630,167,231,16,0.5181824023845926,3,8
216,634,143,255,11,0.523727412467431,3,8
217,651,114,259,17,0.5312480973949135,3,8
218,645,102,284,10,0.5450046891643285,3,8
219,665,68,292,16,0.5451062773187358,3,8
220,698,26,310,7,0.5611454421915204,3,8
221,713,4,318,6,0.5889085838138208,3,8
222,724,1,316,0,0.6016851552285233,3,8
223,737,0,304,0,0.6097270226700657,3,8
224,747,0,294,0,0.6175950164085682,3,8
225,762,0,278,1,0.6235723250858815,3,8
226,775,0,265,1,0.6324600488568873,3,8
227,793,0,248,0,0.6404120607845099,3,8
228,803,1,236,1,0.6517367230162917,3,8
229,818,1,220,2,0.6576333660284687,3,8
230,834,2,201,4,0.666904344466885,3,8
231,852,1,187,1,0.6765147083112715,3,8
232,861,3,176,1,0.688674790980343,3,8
233,855,3,168,15,0.6940291732527623,3,8
234,872,0,168,1,0.6877233634525075,3,8
235,882,1,155,3,0.7015105551470397,3,8
236,897,0,140,3,0.70723240174316,3,8
237,902,6,129,3,0.7168849864269382,3,8
238,868,29,122,21,0.7188231610782034,3,8
239,744,138,137,18,0.6905143831130183,3,8
240,646,226,146,18,0.5948873064780327,3,8
241,630,226,162,17,0.5230404034500429,3,8
242,641,199,179,14,0.5146658057618931,3,8
243,634,191,198,10,0.5264056738536976,3,8
244,637,170,210,16,0.5247171044367113,3,8
245,643,149,227,14,0.5290348487473073,3,8
246,655,123,238,15,0.5364332605929001,3,8
247,649,111,255,12,0.5479311564772348,3,8
248,671,70,268,17,0.5480683798806639,3,8
249,704,29,281,9,0.5670592285564341,3,8
250,728,3,286,6,0.595516474949934,3,8
251,744,1,277,1,0.6149364522407123,3,8
252,759,1,263,0,0.6258529059997445,3,8
253,767,0,254,2,0.6352143890324946,3,8
254,779,1,243,0,0.6399786558419326,3,8
255,784,1,237,1,0.6476262041722911,3,8
256,794,0,229,0,0.6505776209219282,3,8
257,803,3,217,0,0.6572228277594963,3,8
258,812,3,203,5,0.6623739201144634,3,8
259,836,0,185,1,0.6671879594824276,3,8
260,841,0,178,3,0.6839733634525075,3,8
261,854,0,167,1,0.6867883723832927,3,8
262,862,0,158,2,0.6953534606774922,3,8
263,872,0,150,0,0.7001812523095701,3,8
264,880,1,139,2,0.7067243795156891,3,8
265,896,1,125,0,0.7110611089431982,3,8
266,908,0,114,0,0.7208844010929638,3,8
267,907,10,99,6,0.7278407348662743,3,8
268,899,12,97,13,0.7244313319373171,3,8
269,910,4,99,8,0.7185357736312538,3,8
270,927,0,92,1,0.7269825857053629,3,8
271,935,0,83,2,0.7379174293219157,3,8
272,947,0,73,0,0.7415643995266501,3,8
273,947,1,64,8,0.7472664405293536,3,8
274,949,0,63,8,0.7456592976722107,3,8
275,954,0,66,0,0.7466836510470354,3,8
276,961,0,57,2,0.7501738046720443,3,8
277,969,0,51,0,0.7525868091276854,3,8
278,969,0,49,2,0.755973964212179,3,8
279,971,0,48,1,0.7556168213550362,3,8
280,972,1,47,0,0.7565353750773959,3,8
281,976,0,44,0,0.7569032755094244,3,8
282,980,0,40,0,0.7585417837371095,3,8
283,982,0,38,0,0.7599874877929687,3,8
284,983,1,36,0,0.7607066787772362,3,8
285,981,0,35,4,0.7608870412478443,3,8
286,982,1,36,1,0.7596330402641909,3,8
287,985,0,33,2,0.7603495359200932,3,8
288,989,0,31,0,0.7614253205719226,3,8
289,989,0,28,3,0.7632134690786755,3,8
290,986,1,31,2,0.7626777547929612,3,8
291,987,0,31,1,0.7616047722372077,3,8
292,990,0,29,0,0.7623202382716283,3,8
293,992,0,27,0,0.7635710720820369,3,8
294,995,0,23,1,0.7642855760440511,3,8
295,994,0,24,1,0.765178546303624,3,8
