,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1122,0,0,0,0.82,4,1
1,746,329,0,47,0.82,4,1
2,466,601,49,5,0.5408231501318798,4,1
3,477,543,79,21,0.35624025762013445,4,1
4,446,569,101,3,0.36917846847037067,4,1
5,478,494,127,19,0.3533357556414959,4,1
6,468,500,148,2,0.3791783503887546,4,1
7,530,398,166,24,0.37648763629755133,4,1
8,499,426,189,4,0.4206348912865021,4,1
9,543,341,212,20,0.4042900218536307,4,1
10,529,355,228,4,0.43834256122876963,4,1
11,540,304,245,26,0.4318990413949445,4,1
12,544,304,262,2,0.4426650883920742,4,1
13,557,259,271,24,0.44937499301423584,4,1
14,555,264,287,3,0.46009676218308565,4,1
15,564,219,296,26,0.4622892755520696,4,1
16,566,224,310,5,0.47129302478209817,4,1
17,575,186,319,23,0.4752126862353303,4,1
18,565,198,336,3,0.4836385090270001,4,1
19,589,150,340,23,0.4802298657960788,4,1
20,578,167,353,3,0.4974179653309707,4,1
21,588,126,363,23,0.4925474445090973,4,1
22,589,129,375,5,0.5015793435280907,4,1
23,614,78,379,24,0.5051127814690815,4,1
24,623,78,390,4,0.5242384579775261,4,1
25,637,46,390,22,0.532575146571571,4,1
26,655,38,395,5,0.5424800853404478,4,1
27,674,5,404,10,0.5569520750256808,4,1
28,701,1,389,1,0.5723315418720339,4,1
29,723,0,366,3,0.5897705637319712,4,1
30,738,0,354,0,0.601981400093559,4,1
31,760,0,330,2,0.611123744137957,4,1
32,791,0,301,0,0.6235834080037151,4,1
33,809,0,282,1,0.6424803083856934,4,1
34,826,0,265,1,0.6533080677177472,4,1
35,851,0,241,0,0.6638725837960117,4,1
36,872,1,218,1,0.6798648755838933,4,1
37,872,10,207,3,0.6929939902106513,4,1
38,852,24,194,21,0.6909841862890826,4,1
39,835,45,199,10,0.6725551320420907,4,1
40,668,187,207,27,0.6604600412068312,4,1
41,617,243,219,9,0.5334226796461576,4,1
42,609,228,230,19,0.4994788196499736,4,1
43,609,227,242,8,0.49653408588560455,4,1
44,610,206,249,21,0.4987265992545885,4,1
45,613,210,255,8,0.5007085485493679,4,1
46,608,189,270,19,0.5039160702358073,4,1
47,627,182,270,7,0.5031398645242477,4,1
48,616,173,274,22,0.5165560789606323,4,1
49,617,172,285,10,0.5098425990701484,4,1
50,609,157,296,21,0.5128995751662797,4,1
51,618,152,306,7,0.5096067587644425,4,1
52,618,129,313,21,0.5177852301616296,4,1
53,629,120,324,8,0.5197491283204106,4,1
54,636,95,327,22,0.5295746110844056,4,1
55,644,84,341,10,0.5354728890933279,4,1
56,668,49,343,19,0.5441279765338644,4,1
57,699,30,346,3,0.5619025248447985,4,1
58,706,15,348,9,0.5857202774776133,4,1
59,727,2,345,2,0.5913240170418979,4,1
60,739,0,337,0,0.6074377113007517,4,1
61,764,0,311,1,0.615163894486492,4,1
62,778,0,298,0,0.6298128121523895,4,1
63,798,1,276,1,0.638455943432671,4,1
64,820,1,255,0,0.6503694155068821,4,1
65,833,0,243,0,0.6643124542320752,4,1
66,851,1,223,1,0.6727423463066018,4,1
67,865,1,205,5,0.6839195136673689,4,1
68,881,3,191,1,0.6922449307137983,4,1
69,895,2,176,3,0.7030107927692315,4,1
70,891,14,161,10,0.7119342269382073,4,1
71,837,62,157,20,0.7058630953030557,4,1
72,628,248,175,24,0.6603135990652637,4,1
73,591,276,197,11,0.5037274669664195,4,1
74,606,240,213,14,0.48157486626819496,4,1
75,603,241,215,14,0.49572488710923884,4,1
76,607,218,234,14,0.4939720104787136,4,1
77,604,216,241,11,0.5002686745815276,4,1
78,609,193,251,19,0.49976883977104114,4,1
79,612,186,267,7,0.5051323725271842,4,1
80,611,168,276,16,0.5101823895215454,4,1
81,624,154,281,11,0.5114613556534526,4,1
82,625,134,295,14,0.5219826481087674,4,1
83,622,132,304,10,0.5259575058788528,4,1
84,614,118,321,14,0.5254541276096587,4,1
85,637,94,322,11,0.5231980526893153,4,1
86,639,72,334,18,0.5409494011678047,4,1
87,646,60,347,8,0.5449491610764754,4,1
88,679,23,348,10,0.5531360551220673,4,1
89,705,5,345,5,0.5780161013998347,4,1
90,718,1,335,5,0.5970265648341437,4,1
91,738,1,320,0,0.6055149278563302,4,1
92,756,0,301,2,0.6182206958810933,4,1
93,776,0,283,0,0.6288440185373468,4,1
94,791,0,265,3,0.6414319536357507,4,1
95,799,2,255,3,0.6501973149727268,4,1
96,816,0,242,1,0.6548486599533289,4,1
97,829,0,230,0,0.6663475156470652,4,1
98,856,0,203,0,0.6748536601554824,4,1
99,874,2,182,1,0.6923251416530999,4,1
100,886,0,173,0,0.7034878724866563,4,1
101,905,0,154,0,0.71182341351822,4,1
102,920,1,138,0,0.7240231994058706,4,1
103,931,3,121,4,0.733253452364462,4,1
104,891,36,114,18,0.7388654357830898,4,1
105,709,202,119,27,0.7051877730211319,4,1
106,580,317,148,11,0.5599650565139346,4,1
107,606,273,158,19,0.47129232751549976,4,1
108,597,269,179,11,0.49153574752231755,4,1
109,605,240,193,16,0.4889669524009174,4,1
110,603,230,206,14,0.49791355449686786,4,1
111,609,207,220,16,0.49920954431376136,4,1
112,607,198,234,12,0.5064075950054125,4,1
113,616,174,238,20,0.5078837625336131,4,1
114,606,173,259,10,0.5161429256246906,4,1
115,610,147,273,17,0.5127883601789458,4,1
