,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1119,0,0,0,0.82,6,9
1,981,96,0,42,0.82,6,9
2,684,369,51,15,0.7315646768141568,6,9
3,544,466,84,24,0.5060403759164782,6,9
4,569,420,121,7,0.4151199721556511,6,9
5,560,388,143,24,0.4391045580014621,6,9
6,593,341,170,10,0.43765136151594997,6,9
7,584,311,196,22,0.4654504027384034,6,9
8,592,283,226,11,0.46435062550073136,6,9
9,596,242,251,22,0.4756653285543918,6,9
10,595,223,283,10,0.4833267782950827,6,9
11,607,179,305,19,0.4884989050943949,6,9
12,614,160,321,15,0.501163034094479,6,9
13,623,121,352,14,0.5089650780455053,6,9
14,642,96,358,14,0.5209329026327196,6,9
15,656,59,379,14,0.5354082694273926,6,9
16,693,24,383,6,0.549897198418903,6,9
17,714,1,386,4,0.5780791066402091,6,9
18,728,0,377,0,0.5944680137429814,6,9
19,750,1,353,1,0.6032560378045876,6,9
20,756,4,342,3,0.6154647364978902,6,9
21,779,1,324,1,0.6180231476963925,6,9
22,797,1,305,2,0.6324415893063017,6,9
23,816,0,289,0,0.6430334563870105,6,9
24,836,0,268,1,0.6551575298755277,6,9
25,852,0,253,0,0.6673784529956898,6,9
26,864,2,237,2,0.6776410111388782,6,9
27,880,0,225,0,0.6845519745721936,6,9
28,900,1,204,0,0.6955750282444685,6,9
29,918,0,185,1,0.7083758045483864,6,9
30,937,2,163,2,0.7204028161925783,6,9
31,961,0,140,3,0.7322020865843424,6,9
32,977,0,125,2,0.7476878171468838,6,9
33,992,0,112,0,0.7576984295450281,6,9
34,1004,2,96,2,0.766841315167293,6,9
35,1017,0,86,1,0.7727241252235604,6,9
36,1022,0,80,2,0.7799448440122365,6,9
37,1039,0,65,0,0.7821763840040761,6,9
38,1046,0,55,3,0.7901128857640507,6,9
39,1055,0,48,1,0.7924168418286365,6,9
40,1061,2,40,1,0.796279546047042,6,9
41,1068,0,36,0,0.7981688142797538,6,9
42,1081,1,21,1,0.8013079226001808,6,9
43,1078,1,21,4,0.8057104360855707,6,9
44,1080,0,22,0,0.8040615436915575,6,9
45,1081,0,20,1,0.8057104460170516,6,9
46,1081,0,20,1,0.8058936505200318,6,9
47,1082,0,20,0,0.8058936505200318,6,9
48,1081,0,20,1,0.8064432509479922,6,9
49,1083,0,19,0,0.8058936505200318,6,9
50,1080,3,17,2,0.8068096506974973,6,9
51,1061,4,17,20,0.8047944495916718,6,9
52,1041,13,36,9,0.7943320736252872,6,9
53,1046,2,47,4,0.7871040625614335,6,9
54,1046,0,50,3,0.7919978436597235,6,9
55,1045,0,52,2,0.7925474415149514,6,9
56,1047,1,51,0,0.7923425011646057,6,9
57,1046,0,51,2,0.7932999907057622,6,9
58,1049,0,50,0,0.7927306408000274,6,9
59,1048,0,49,2,0.7942499408308382,6,9
60,1052,0,47,0,0.793501056831974,6,9
61,1052,0,45,2,0.7953877812865829,6,9
62,1052,0,47,0,0.795021382716431,6,9
63,1052,0,46,1,0.7953877812865829,6,9
64,1056,0,43,0,0.7952045820015069,6,9
65,1060,0,38,1,0.796886419284222,6,9
66,1061,0,38,0,0.7981866639879066,6,9
67,1065,0,34,0,0.7987390398462909,6,9
68,1067,0,31,1,0.8002113180318863,6,9
69,1068,0,30,1,0.8007624609793673,6,9
70,1070,1,28,0,0.8011293556610469,6,9
71,1072,0,26,1,0.8018627724160285,6,9
72,1072,0,26,1,0.8025958699796443,6,9
73,1071,0,27,1,0.8025958699796443,6,9
74,1076,0,23,0,0.8022293502298432,6,9
75,1075,0,21,3,0.804244841804963,6,9
76,1075,0,23,1,0.8033288275000788,6,9
77,1078,0,21,0,0.8036952260702307,6,9
78,1075,0,21,3,0.8049776540946519,6,9
79,1076,0,23,0,0.8033288275000788,6,9
80,1077,0,22,0,0.804244841804963,6,9
81,1075,1,19,4,0.8046112503065959,6,9
82,1078,1,20,0,0.802962428929927,6,9
83,1078,0,19,2,0.8047944548095761,6,9
84,1079,0,18,2,0.8046112555245001,6,9
85,1081,0,18,0,0.8049776566673845,6,9
86,1080,1,17,1,0.8060768540541917,6,9
87,1083,0,16,0,0.8053440564168896,6,9
88,1084,0,14,1,0.8068096514491605,6,9
89,1083,1,14,1,0.8069928507535098,6,9
90,1084,0,14,1,0.8064432528790085,6,9
91,1084,1,14,0,0.8069928507535098,6,9
92,1082,1,15,1,0.8069928507535098,6,9
93,1084,0,15,0,0.8060768542441242,6,9
94,1083,0,14,2,0.8071760500385858,6,9
95,1083,0,16,0,0.8064432528790085,6,9
96,1085,0,14,0,0.8068096514491605,6,9
97,1085,0,13,1,0.8075424486136231,6,9
98,1084,0,14,1,0.8073592493285472,6,9
99,1081,2,14,2,0.8069928507535098,6,9
100,1081,0,17,1,0.8053440569138878,6,9
101,1081,0,18,0,0.8058936547691157,6,9
102,1081,0,17,1,0.8060768540541917,6,9
103,1081,0,18,0,0.8058936547691157,6,9
104,1081,0,18,0,0.8060768540541917,6,9
105,1081,0,18,0,0.8060768540541917,6,9
106,1082,0,17,0,0.8060768540541917,6,9
107,1086,0,13,0,0.8064432528142761,6,9
108,1080,2,12,5,0.8079088471847955,6,9
109,1079,2,15,3,0.8044280599915098,6,9
110,1079,0,19,1,0.8044280588121566,6,9
111,1079,0,19,1,0.8051608559524605,6,9
112,1079,0,19,1,0.8051608559524605,6,9
113,1078,0,20,1,0.8051608559524605,6,9
114,1079,0,20,0,0.8047944548095761,6,9
115,1079,0,20,0,0.8053440552375364,6,9
116,1078,0,19,2,0.8053440552375364,6,9
117,1078,0,21,0,0.8046112555245001,6,9
118,1078,0,21,0,0.8049776540946519,6,9
119,1081,0,18,0,0.8049776540946519,6,9
120,1080,0,17,2,0.8060768540541917,6,9
121,1080,0,18,1,0.8053440564168896,6,9
122,1084,0,15,0,0.8055272557019656,6,9
123,1082,1,15,1,0.8071760500385858,6,9
124,1082,0,17,0,0.8060768542441242,6,9
125,1084,0,15,0,0.8064432528142761,6,9
126,1083,0,15,1,0.8071760500385858,6,9
127,1084,0,15,0,0.8066264521640846,6,9
128,1082,2,14,1,0.8071760500385858,6,9
129,1081,1,16,1,0.8058936549590482,6,9
130,1080,2,15,2,0.8057104554840399,6,9
131,1079,0,19,1,0.8049776578467377,6,9
132,1080,0,19,0,0.8051608559524605,6,9
133,1080,0,18,1,0.8057104549870415,6,9
134,1076,2,19,2,0.8055272557019656,6,9
135,1075,0,20,3,0.8035120446646592,6,9
136,1076,0,21,1,0.8033288453795832,6,9
137,1072,4,20,2,0.804061652451368,6,9
138,1070,1,24,3,0.80167995298557,6,9
139,1071,0,26,0,0.8013133538044634,6,9
140,1071,0,25,1,0.8024127501258739,6,9
141,1059,9,25,3,0.8022295508407978,6,9
142,1057,6,26,7,0.7958101176145761,6,9
143,1035,14,33,14,0.7948890768565393,6,9
144,1035,1,53,7,0.7836992079406798,6,9
145,1015,16,59,6,0.7873631936421991,6,9
146,958,51,66,20,0.7760537633306483,6,9
147,704,263,96,32,0.7356638631298829,6,9
148,584,361,135,15,0.5376762353694337,6,9
149,598,307,164,26,0.4589777033900213,6,9
150,603,278,200,13,0.47400989850040287,6,9
151,618,229,227,20,0.48442560625773934,6,9
152,614,212,255,12,0.4998977986305269,6,9
153,623,172,280,18,0.5025490062531016,6,9
154,639,141,300,11,0.5134753546759395,6,9
155,639,108,323,19,0.5291956792053195,6,9
156,651,79,346,13,0.5341056572615784,6,9
157,689,22,362,15,0.5469298776966737,6,9
158,709,4,372,3,0.577922433085161,6,9
159,726,0,361,1,0.5946142057219765,6,9
160,751,0,336,1,0.6053902290289848,6,9
161,773,0,315,0,0.61990157160041,6,9
162,791,0,296,1,0.6331420312943781,6,9
163,806,0,280,2,0.6438469608235587,6,9
164,817,0,271,0,0.6528784020181045,6,9
165,830,0,258,0,0.6600825070605445,6,9
166,839,0,246,3,0.6682481433138808,6,9
167,853,0,235,0,0.6734029043147853,6,9
168,872,0,214,2,0.6829025870259049,6,9
169,886,0,201,0,0.6948093139703881,6,9
170,906,0,181,0,0.7045711121938623,6,9
171,920,0,167,0,0.7176163113891613,6,9
172,936,0,151,0,0.7267061080320635,6,9
