,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1137,0,0,0,0.82,7,5
1,853,232,0,52,0.82,7,5
2,569,498,56,11,0.6149479154859201,7,5
3,544,473,88,27,0.4212214259967076,7,5
4,578,425,122,7,0.4110129682283909,7,5
5,582,370,153,27,0.4397501967329744,7,5
6,602,336,179,11,0.44802120344472174,7,5
7,601,287,214,26,0.467461147233015,7,5
8,613,264,239,10,0.47309317361709574,7,5
9,614,219,266,27,0.48640776477677994,7,5
10,628,200,289,5,0.49195895431742404,7,5
11,619,163,309,30,0.5070190421394083,7,5
12,639,140,332,8,0.5047589627051196,7,5
13,666,78,353,22,0.5233807219481172,7,5
14,691,59,361,8,0.5460680190887434,7,5
15,715,24,367,13,0.5652775581798519,7,5
16,741,1,370,6,0.5836752447644049,7,5
17,755,0,362,1,0.6036617120581357,7,5
18,769,0,349,0,0.6126325940483621,7,5
19,780,0,338,0,0.6208039705403913,7,5
20,800,0,317,1,0.6271559821537737,7,5
21,821,0,296,1,0.6386936907015615,7,5
22,834,1,283,0,0.6512353933657975,7,5
23,854,0,264,0,0.6591211784586554,7,5
24,868,0,250,0,0.6716103961327005,7,5
25,883,0,235,0,0.6803471685974495,7,5
26,901,0,216,1,0.6898066773611147,7,5
27,916,0,200,2,0.7010884396418432,7,5
28,932,0,185,1,0.7105218832580308,7,5
29,945,1,169,3,0.7209746622509543,7,5
30,959,0,157,2,0.7287519878604772,7,5
31,973,0,141,4,0.7379884261951556,7,5
32,996,0,122,0,0.7463498233243396,7,5
33,1009,0,108,1,0.7608302192084057,7,5
34,1020,0,96,2,0.7679618195359277,7,5
35,1028,0,87,3,0.7736201942330904,7,5
36,1043,0,74,1,0.777455283499796,7,5
37,1054,1,62,1,0.7847754078098539,7,5
38,1062,0,55,1,0.7892323440739484,7,5
39,1070,0,48,0,0.7925709655597062,7,5
40,1077,0,40,1,0.7957739831677394,7,5
41,1085,0,32,1,0.7981665547947039,7,5
42,1085,1,31,1,0.8010667033250337,7,5
43,1087,1,26,4,0.8008864042924919,7,5
44,1090,0,28,0,0.8010676816254441,7,5
45,1092,0,25,1,0.8030516335888573,7,5
46,1095,0,22,1,0.803592693979762,7,5
47,1094,0,22,2,0.8046745670597477,7,5
48,1096,0,21,1,0.8041336558724536,7,5
49,1098,0,19,1,0.8050351728675124,7,5
50,1098,0,19,1,0.8057563749756098,7,5
51,1097,0,19,2,0.8057563749756098,7,5
52,1097,0,20,1,0.8052154759207047,7,5
53,1099,0,18,1,0.8053957749532464,7,5
54,1098,0,18,2,0.8061169739254613,7,5
55,1099,0,18,1,0.805576075943068,7,5
56,1102,0,16,0,0.8061169739254613,7,5
57,1099,1,16,2,0.8073790677044982,7,5
58,1102,0,16,0,0.8057563758603778,7,5
59,1102,1,14,1,0.8073790677044982,7,5
60,1100,0,16,2,0.8070184696394146,7,5
61,1101,0,17,0,0.806297273325165,7,5
62,1101,0,16,1,0.8070184695932798,7,5
63,1102,0,15,1,0.806838170560738,7,5
64,1101,0,16,1,0.8071987686719564,7,5
65,1102,0,16,0,0.806838170560738,7,5
66,1101,0,16,1,0.8073790677044982,7,5
67,1046,42,16,14,0.806838170560738,7,5
68,756,285,29,45,0.7761610796984221,7,5
69,586,435,79,13,0.5545050509558803,7,5
70,585,388,114,23,0.4433438332477026,7,5
71,603,353,141,12,0.44992971192173087,7,5
72,604,306,173,25,0.4673973200921669,7,5
73,613,282,200,9,0.4741777040607705,7,5
74,627,233,225,19,0.48655214884033066,7,5
75,622,221,250,10,0.5007658402906437,7,5
76,627,176,280,19,0.502132027436061,7,5
77,632,162,300,8,0.5113537193725831,7,5
78,648,109,317,27,0.5184480058643217,7,5
79,676,71,343,8,0.5330864887457355,7,5
80,709,22,355,11,0.5587640571434371,7,5
81,732,3,358,4,0.5852723871187702,7,5
82,749,0,348,0,0.6028450512926699,7,5
83,766,0,331,0,0.6138061785660726,7,5
84,777,0,319,1,0.6236597615446041,7,5
85,793,0,303,1,0.6299394228151098,7,5
86,804,1,289,3,0.6394551281667923,7,5
87,814,0,280,2,0.6455384772848695,7,5
88,832,0,263,1,0.6522290825212179,7,5
89,840,0,252,3,0.6634969396683205,7,5
90,854,2,236,3,0.6683814386916984,7,5
91,867,1,225,2,0.6768162765851861,7,5
92,886,0,208,1,0.6854169740822539,7,5
93,897,0,198,0,0.6979173211496672,7,5
94,915,0,178,2,0.7051571306913331,7,5
95,929,0,166,0,0.7163456978376346,7,5
96,950,0,145,0,0.725631825422045,7,5
97,960,0,133,2,0.738777263957585,7,5
98,973,0,122,0,0.7445050650457571,7,5
99,984,0,109,2,0.752536463711484,7,5
100,1002,0,90,3,0.7583899377156301,7,5
101,1014,0,81,0,0.7676797829511693,7,5
102,1029,0,64,2,0.7739686583245482,7,5
103,1041,0,54,0,0.7801226846445307,7,5
104,1047,0,47,1,0.7852240240275103,7,5
105,1057,0,37,1,0.7872999286382759,7,5
106,1063,0,29,3,0.7909634676767838,7,5
107,1066,3,26,0,0.7927735100198398,7,5
108,1070,0,21,4,0.7938562354861592,7,5
109,1067,4,21,2,0.7951186798533668,7,5
110,1066,0,25,3,0.7936761828435519,7,5
111,1069,0,24,1,0.7938563829292268,7,5
112,1065,1,25,3,0.7952989788859086,7,5
113,1066,0,27,1,0.7933153383885339,7,5
114,1056,9,26,3,0.7942169809943103,7,5
115,1005,33,29,27,0.7886195802537407,7,5
116,860,146,58,30,0.7590112511004957,7,5
117,613,357,102,22,0.6500535906817059,7,5
118,593,346,136,16,0.4722023880341262,7,5
119,614,296,169,12,0.4654991612562276,7,5
120,613,273,186,15,0.4859813196222181,7,5
121,617,237,212,20,0.48969352844750524,7,5
122,611,216,240,18,0.49751094716180033,7,5
123,625,174,263,23,0.49870848007459406,7,5
124,626,147,295,13,0.5126527567227557,7,5
125,645,100,316,19,0.520497911555584,7,5
126,677,50,340,13,0.5380990031798033,7,5
127,704,12,357,5,0.5654711210049944,7,5
128,726,1,349,1,0.589116880025265,7,5
129,746,0,331,0,0.6045109187892747,7,5
130,761,0,315,1,0.616447800242933,7,5
131,778,1,294,3,0.62509309173843,7,5
132,787,0,289,0,0.6349466193345608,7,5
133,796,0,278,2,0.6411124360661411,7,5
134,813,0,262,0,0.6462406339328342,7,5
135,820,0,255,0,0.6573469387189385,7,5
136,834,0,240,1,0.6617103744876527,7,5
