,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1137,0,0,0,0.82,5,2
1,986,132,0,19,0.82,5,2
2,618,461,31,27,0.7229832416005739,5,2
3,546,515,64,8,0.4487805713250197,5,2
4,584,438,87,23,0.40770669020552575,5,2
5,576,430,118,8,0.4374641526665478,5,2
6,604,368,140,19,0.4376899341401546,5,2
7,596,359,166,9,0.46083283940425485,5,2
8,598,321,193,18,0.4604200142819478,5,2
9,604,301,211,14,0.46664076379446595,5,2
10,606,267,235,21,0.473951912404519,5,2
11,618,246,252,12,0.479955777828774,5,2
12,621,215,274,18,0.4915232221458711,5,2
13,630,203,285,8,0.49754327131685916,5,2
14,626,179,300,21,0.5063617248900187,5,2
15,636,162,314,14,0.5063134882900537,5,2
16,635,135,339,17,0.5157302866154618,5,2
17,650,122,350,4,0.5195468717954757,5,2
18,643,100,366,17,0.5319324997617679,5,2
19,661,75,379,11,0.5299523897972137,5,2
20,679,40,387,19,0.5448440289649197,5,2
21,703,21,391,10,0.5593098926726314,5,2
22,730,1,390,4,0.5771545584626984,5,2
23,755,2,365,3,0.5965483263893588,5,2
24,769,1,353,1,0.6104784748551335,5,2
25,788,1,333,2,0.6191695431818739,5,2
26,800,0,322,2,0.6299406156119617,5,2
27,826,0,298,0,0.6371384844257605,5,2
28,838,0,285,1,0.6529765225887384,5,2
29,852,0,272,0,0.6600655684326692,5,2
30,876,0,247,1,0.6688252780548748,5,2
31,893,0,230,1,0.6835861155934434,5,2
32,920,1,201,2,0.6943277844794282,5,2
33,921,9,181,12,0.7112214066374704,5,2
34,898,36,176,12,0.7088991919651547,5,2
35,756,155,177,33,0.6895871767144808,5,2
36,645,264,203,9,0.5788652799646136,5,2
37,646,243,212,20,0.5036255516527091,5,2
38,641,245,227,7,0.5059447483963297,5,2
39,643,221,232,20,0.5055049041842916,5,2
40,644,218,246,7,0.5091419017841661,5,2
41,647,197,251,18,0.5127011973506191,5,2
42,644,199,259,11,0.5163775823670091,5,2
43,643,177,275,18,0.5157211494485198,5,2
44,639,171,290,13,0.5179071087666962,5,2
45,656,133,302,22,0.5178201775240224,5,2
46,661,132,306,12,0.5318907368597346,5,2
47,661,116,315,19,0.5368273157979919,5,2
48,648,126,326,11,0.5384500070908679,5,2
49,645,105,338,22,0.5312811884586659,5,2
50,665,95,339,9,0.5316821995893699,5,2
51,671,69,343,24,0.546652253247779,5,2
52,690,50,359,8,0.5519904267563619,5,2
53,711,17,364,12,0.5684936002578757,5,2
54,731,5,363,5,0.5857516352336583,5,2
55,746,2,353,3,0.6003162318511127,5,2
56,770,1,331,2,0.6097051250751317,5,2
57,790,0,314,0,0.6238927746793683,5,2
58,802,0,299,3,0.6361956752567809,5,2
59,819,1,281,3,0.6428181535125379,5,2
60,834,0,270,0,0.6529220383949162,5,2
61,852,0,251,1,0.6628474056479663,5,2
62,862,6,234,2,0.6738646672397416,5,2
63,849,27,213,15,0.6788896608467777,5,2
