,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1153,0,0,0,0.82,3,9
1,797,305,0,51,0.82,3,9
2,488,608,53,4,0.5631802881006115,3,9
3,482,563,85,22,0.3622116313545479,3,9
4,480,561,109,2,0.3643744521381902,3,9
5,527,467,133,24,0.3673746189884349,3,9
6,526,469,152,3,0.4019354774105213,3,9
7,549,403,170,28,0.40495802728042596,3,9
8,536,415,197,1,0.42303652611751147,3,9
9,570,336,225,16,0.4197024819202548,3,9
10,559,347,236,5,0.4474195308414367,3,9
11,574,293,256,24,0.4421735954872952,3,9
12,567,305,274,1,0.45555832360778525,3,9
13,584,255,278,30,0.45416419608870473,3,9
14,565,278,299,3,0.4660573990766971,3,9
15,574,223,319,27,0.45789793416329266,3,9
16,576,223,340,3,0.46796875013815137,3,9
17,581,178,360,23,0.47332357536581254,3,9
18,592,181,361,5,0.48017975063523305,3,9
19,603,139,369,28,0.4885706433836728,3,9
20,600,155,381,3,0.4973261782377267,3,9
21,609,117,390,21,0.4974560568321221,3,9
22,609,126,396,4,0.5057058523363568,3,9
23,622,83,402,27,0.5074039434235829,3,9
24,636,84,405,6,0.5175495331677197,3,9
25,656,38,409,27,0.528562081345094,3,9
26,682,24,418,4,0.5433238642072403,3,9
27,694,12,410,11,0.5636849976682163,3,9
28,719,8,396,4,0.5710566638607878,3,9
29,752,0,371,4,0.5863698548373895,3,9
30,769,8,345,4,0.6058681895040898,3,9
31,782,4,336,4,0.614176239726718,3,9
32,815,0,310,1,0.6222755612943053,3,9
33,836,0,289,1,0.6426774585208269,3,9
34,853,0,273,0,0.6551730433529778,3,9
35,865,1,256,4,0.6656367068647864,3,9
36,885,1,240,0,0.6720959988731626,3,9
37,906,0,220,0,0.6852014224048285,3,9
38,929,1,196,0,0.6985567615797476,3,9
39,942,0,183,1,0.7129251749034333,3,9
40,938,5,178,5,0.7211501144244856,3,9
41,862,74,173,17,0.7170217174921419,3,9
42,693,228,176,28,0.6549618391507451,3,9
43,607,308,199,10,0.5294477647264345,3,9
44,618,280,212,13,0.47452385971116073,3,9
45,612,281,217,11,0.4845985712465267,3,9
46,604,266,235,16,0.4820645855702757,3,9
47,617,249,242,12,0.47985777124628654,3,9
48,610,239,253,17,0.49022367202776496,3,9
49,622,227,261,8,0.4877540912077431,3,9
50,611,219,269,18,0.49765459589719174,3,9
51,613,206,283,13,0.4919209744210528,3,9
52,614,188,289,23,0.49641489018381973,3,9
53,623,173,304,11,0.4984861504977634,3,9
54,628,151,313,19,0.5082766969935761,3,9
55,628,151,322,10,0.5133049710290738,3,9
56,622,135,330,24,0.5149051444896116,3,9
