,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1148,0,0,0,0.82,5,9
1,939,174,0,35,0.82,5,9
2,610,479,36,20,0.67720819773611,5,9
3,559,496,75,14,0.44116519770333174,5,9
4,602,432,96,14,0.41460615464859263,5,9
5,601,402,121,19,0.4468340604293362,5,9
6,607,374,144,18,0.45094120328647913,5,9
7,618,332,176,17,0.4590659284970486,5,9
8,624,309,195,14,0.4721754947225131,5,9
9,630,276,215,20,0.4799378215599316,5,9
10,628,263,237,10,0.4878951020705926,5,9
11,631,232,252,23,0.49143117382536816,5,9
12,630,216,278,13,0.4961485925378474,5,9
13,632,184,297,23,0.5004343068235617,5,9
14,642,164,319,10,0.5055119817131866,5,9
15,649,142,325,19,0.516597707239279,5,9
16,648,135,334,17,0.5224736250666875,5,9
17,645,115,351,23,0.5237236250666876,5,9
18,650,100,370,14,0.5246980807107164,5,9
19,667,63,390,12,0.5315282123209115,5,9
20,700,30,394,8,0.5475328830503148,5,9
21,713,6,394,17,0.5714247144846524,5,9
22,734,0,395,1,0.5813990495672656,5,9
23,763,0,367,0,0.5967134201758787,5,9
24,779,0,350,1,0.6129635509656189,5,9
25,799,3,327,1,0.6218339260981218,5,9
26,811,1,313,5,0.6327987410673819,5,9
27,829,1,298,2,0.6394450463785054,5,9
28,837,6,280,7,0.650632532755489,5,9
29,856,1,264,8,0.6536373064780326,5,9
30,874,1,251,3,0.6661195484385017,5,9
31,892,2,231,3,0.6780986234472954,5,9
32,911,1,214,2,0.689424559062698,5,9
33,916,1,206,5,0.7017743101089812,5,9
34,938,0,190,0,0.7044102200703174,5,9
35,956,0,170,2,0.719467825686451,5,9
36,969,1,157,1,0.7305143831130183,5,9
37,978,0,149,1,0.7386609731717314,5,9
38,994,1,133,0,0.7444029509442606,5,9
39,985,17,118,8,0.7540612639299555,5,9
40,885,107,111,25,0.7443849864269382,5,9
41,674,305,124,22,0.6623585428444164,5,9
42,641,315,154,13,0.5073109607043048,5,9
43,643,293,176,11,0.4904057134395502,5,9
44,648,272,187,14,0.4957132803917903,5,9
45,651,255,201,14,0.5018016656973192,5,9
46,653,236,218,14,0.5063809959105565,5,9
47,654,220,228,19,0.5108048658080291,5,9
48,648,202,255,16,0.5132852420586566,5,9
49,652,179,276,14,0.5139445228401764,5,9
50,653,156,295,16,0.5204677365312962,5,9
51,666,128,309,16,0.5248923849157995,5,9
52,681,98,321,19,0.5368021050978136,5,9
53,694,76,333,15,0.5494982299584747,5,9
54,703,57,343,14,0.5612200560248501,5,9
55,709,37,357,14,0.5697988410388596,5,9
56,727,16,361,13,0.576610757445754,5,9
57,745,7,362,2,0.5903618320214715,5,9
58,761,3,348,3,0.6041147329433949,5,9
59,771,2,339,3,0.6138771181396206,5,9
60,782,0,332,1,0.6197634705563866,5,9
61,798,3,312,2,0.6268176368790467,5,9
62,815,0,296,4,0.6354413083843515,5,9
63,831,0,282,1,0.6456937404388665,5,9
64,847,0,267,0,0.656102177088486,5,9
65,861,1,252,0,0.666047348101074,5,9
66,885,0,228,1,0.6745185007149692,5,9
67,904,0,209,1,0.689544256330925,5,9
68,921,0,192,1,0.7015730032771776,5,9
69,945,1,167,1,0.7123819822643346,5,9
70,960,2,148,4,0.7274034122898968,5,9
71,979,0,133,2,0.7360469071840742,5,9
72,977,10,118,9,0.7482898289378045,5,9
73,977,12,114,10,0.7440635967131236,5,9
74,981,9,117,6,0.7437667843020097,5,9
75,924,65,110,14,0.7473848650881832,5,9
76,728,234,118,33,0.7006390766946287,5,9
77,641,315,149,7,0.5491892990359668,5,9
78,647,280,167,18,0.493187499915938,5,9
79,651,273,174,14,0.5005685973360291,5,9
80,649,245,202,16,0.5046043235294743,5,9
81,659,237,204,10,0.5082106689518033,5,9
82,653,211,223,22,0.5162395321328762,5,9
83,663,199,242,5,0.5157740193815945,5,9
84,658,178,251,21,0.5261795839251029,5,9
85,657,172,268,10,0.5246195745260925,5,9
86,665,136,284,22,0.527298145954664,5,9
87,657,131,307,10,0.535781966841439,5,9
88,687,78,318,22,0.534952323118606,5,9
89,701,59,334,8,0.5581833577986597,5,9
90,708,27,350,17,0.5721981223487561,5,9
91,730,11,355,5,0.5801300159212577,5,9
92,750,1,348,2,0.597507590086252,5,9
93,759,1,340,1,0.611119640383836,5,9
94,774,0,326,1,0.6164470857764004,5,9
95,792,2,305,2,0.6253031353561105,5,9
96,811,5,285,0,0.6353409605562446,5,9
97,823,0,272,6,0.6465140366564398,5,9
98,835,0,265,0,0.6536043909633875,5,9
99,848,0,252,0,0.6622772657872206,5,9
100,863,0,235,2,0.6703184028618032,5,9
101,883,0,216,1,0.6793323473520814,5,9
102,895,5,199,1,0.692131452966124,5,9
103,912,2,182,4,0.6988573995603409,5,9
104,934,0,164,1,0.7096673327840948,5,9
105,949,0,148,2,0.7247358098591651,5,9
106,963,0,134,2,0.7338672366585464,5,9
107,945,14,125,15,0.7423382128734384,5,9
108,910,45,130,14,0.7265826214697884,5,9
109,770,155,145,27,0.6992105052660573,5,9
110,660,260,166,9,0.5915531353561105,5,9
111,650,245,181,19,0.5153702529862555,5,9
112,663,234,188,8,0.510990266591507,5,9
113,654,214,203,21,0.5221298535879464,5,9
114,652,205,226,8,0.5187839442441892,5,9
115,658,174,243,15,0.5218274568407612,5,9
116,670,164,242,12,0.5294604287703668,5,9
117,662,147,255,23,0.5385405006558024,5,9
118,661,137,278,10,0.5355074928264082,5,9
119,661,111,284,29,0.5392574928264082,5,9
120,694,77,304,9,0.5406843417391358,5,9
121,700,51,317,16,0.5683975463071858,5,9
122,726,19,331,6,0.5750991160606589,5,9
123,741,2,334,4,0.5975632892629611,5,9
124,754,1,324,2,0.6097399729698191,5,9
125,773,0,306,1,0.6178031353561105,5,9
126,788,0,292,0,0.6295623819866989,5,9
127,806,1,273,0,0.6387028242000333,5,9
128,816,1,261,2,0.6494369205913104,5,9
129,830,0,248,2,0.6552143890324946,5,9
130,843,0,237,0,0.6640624002896793,5,9
131,855,0,223,2,0.6725466330663671,5,9
132,872,0,207,1,0.6797474163561597,5,9
133,880,2,197,1,0.6907006746206822,5,9
134,890,1,183,6,0.6954298165349102,5,9
135,900,7,169,4,0.7010749685435939,5,9
136,890,15,158,16,0.7067077446813337,5,9
137,892,7,171,8,0.6970676481232001,5,9
138,909,3,161,4,0.7014733634525073,5,9
139,926,1,147,3,0.7139248892489208,5,9
140,923,5,140,9,0.7250386929742599,5,9
141,933,3,137,2,0.721404050041217,5,9
142,942,5,127,1,0.7296325375146269,5,9
143,933,9,118,15,0.7348310508159585,5,9
144,942,1,128,3,0.7262396803717697,5,9
145,950,2,120,2,0.7354205793738975,5,9
146,934,18,112,10,0.740071326889478,5,9
147,933,13,117,11,0.7263735520326587,5,9
148,907,29,127,11,0.7264858808564094,5,9
149,813,102,133,26,0.7075886548632317,5,9
150,664,234,153,22,0.632600097568481,5,9
151,653,227,175,17,0.5237480973949136,5,9
152,648,210,196,18,0.5201466880988782,5,9
153,650,187,221,11,0.520327198881993,5,9
154,657,160,239,12,0.5272895452417354,5,9
155,661,134,259,12,0.5358813040371183,5,9
156,664,112,274,16,0.5430586629047502,5,9
157,678,79,290,19,0.5479036247832944,5,9
158,704,43,305,12,0.5609270712700571,5,9
159,739,8,312,5,0.5835133023502559,5,9
160,760,0,300,4,0.6111121469734283,5,9
161,780,0,284,0,0.6250950164085682,5,9
162,792,0,272,0,0.6378175907816109,5,9
163,798,0,265,1,0.645124113410373,5,9
164,814,0,250,0,0.6486263464987955,5,9
165,828,0,235,1,0.6587052574325365,5,9
166,842,0,222,0,0.6672817019198409,5,9
167,857,0,206,1,0.6762867964100612,5,9
168,874,0,188,2,0.6856218511684143,5,9
169,884,0,178,2,0.6962535399721652,5,9
170,900,0,163,1,0.7026006018241909,5,9
171,909,0,151,4,0.7128620056773585,5,9
172,915,1,148,0,0.7179286499478889,5,9
173,921,1,141,1,0.7221589872293684,5,9
174,939,0,125,0,0.7256349864269382,5,9
175,951,3,109,1,0.7366395819185257,5,9
176,964,2,95,3,0.7426762481288199,5,9
177,968,3,88,5,0.7494030699925988,5,9
178,974,0,85,5,0.7508941418012831,5,9
179,980,0,83,1,0.754376375092989,5,9
180,992,0,71,1,0.7579207179221453,5,9
181,1001,0,62,1,0.763226599223523,5,9
182,1009,0,54,1,0.7669122705333933,5,9
183,1015,0,46,3,0.7700102279079395,5,9
184,1021,1,39,3,0.7718925179345388,5,9
185,1023,0,39,2,0.7739043231598763,5,9
186,984,33,34,13,0.7749842356069807,5,9
187,728,250,46,39,0.7517058425423244,5,9
188,629,336,88,8,0.5556601130484935,5,9
189,638,293,110,19,0.4914247144846525,5,9
190,629,287,136,8,0.502110799077432,5,9
191,635,242,158,24,0.5003484953091233,5,9
192,647,220,182,10,0.5088986274534215,5,9
193,656,176,200,27,0.521770025421924,5,9
194,655,166,226,10,0.5314667403054691,5,9
195,661,129,244,23,0.5361179104975801,5,9
196,656,121,266,11,0.5436777058901644,5,9
197,670,80,283,18,0.5450844485143179,5,9
198,696,58,287,10,0.5594386636597383,5,9
199,715,14,301,20,0.5793806571278628,5,9
200,723,6,317,2,0.5965529701913507,5,9
201,744,0,304,0,0.6062907184019998,5,9
202,762,0,285,1,0.6200950164085681,5,9
203,772,1,270,4,0.6307142857142857,5,9
204,786,1,259,1,0.6363262318775179,5,9
205,811,0,235,1,0.6454572404256239,5,9
206,826,0,221,0,0.6612102733484123,5,9
207,835,0,210,2,0.6708480863724277,5,9
208,837,5,202,3,0.6761959343560319,5,9
209,848,3,192,4,0.6763944318486063,5,9
210,857,2,186,2,0.6835658667623363,5,9
211,870,2,175,0,0.6898249685435939,5,9
212,891,0,154,2,0.6984282510909224,5,9
213,896,3,147,1,0.7115951840060646,5,9
214,899,2,144,2,0.7143244072599743,5,9
215,914,0,129,4,0.7161639122106398,5,9
216,924,2,121,0,0.7251881936731014,5,9
217,931,3,112,1,0.7313581664172826,5,9
218,945,0,101,1,0.734948080322509,5,9
219,954,1,90,2,0.7430144845710784,5,9
220,968,0,77,2,0.7472031436076301,5,9
221,950,15,68,14,0.7539385308148304,5,9
222,863,82,79,22,0.7405706061336563,5,9
223,688,231,99,27,0.6760559413169495,5,9
224,640,254,132,19,0.5421750136363117,5,9
225,651,223,156,15,0.5128800914761787,5,9
226,648,205,177,13,0.5251300159212576,5,9
227,647,184,200,11,0.5274393358696926,5,9
228,651,157,216,17,0.5311893358696925,5,9
229,652,136,238,15,0.5373261177357572,5,9
230,664,111,252,12,0.5419834944960161,5,9
231,667,92,267,12,0.5540240092636889,5,9
232,690,64,270,13,0.5592933043719663,5,9
233,722,16,284,14,0.5773313126994812,5,9
234,740,0,291,3,0.6045290638870989,5,9
235,749,0,285,0,0.6205366108001671,5,9
236,758,0,276,0,0.6264978170404016,5,9
237,765,0,268,1,0.6319660556612552,5,9
238,784,0,250,0,0.6360694098590088,5,9
239,797,0,236,1,0.6479909717182508,5,9
240,816,0,218,0,0.6559394902092243,5,9
241,827,0,206,1,0.6681048981447129,5,9
242,834,0,199,1,0.6749075654541287,5,9
243,843,1,190,0,0.6793583879634817,5,9
244,850,0,182,2,0.6850821678296247,5,9
245,859,0,175,0,0.6893500637438835,5,9
246,868,0,166,0,0.6954068032650563,5,9
247,877,0,157,0,0.7010732558292913,5,9
248,892,0,141,1,0.7066893963565407,5,9
249,902,5,126,1,0.7157039660860552,5,9
250,908,4,113,9,0.7207777222310403,5,9
251,889,26,109,8,0.723027258235821,5,9
252,871,32,113,15,0.7084921292840811,5,9
253,798,98,117,17,0.6953598237381415,5,9
254,675,198,128,29,0.6372970165474976,5,9
255,656,208,153,13,0.5434877999850056,5,9
