,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1163,0,0,0,0.82,1,7
1,692,412,0,59,0.82,1,7
2,467,633,61,1,0.483658414367721,1,7
3,545,496,91,27,0.34799986441196523,1,7
4,481,559,114,4,0.4035000492851035,1,7
5,545,441,147,23,0.36720317824884474,1,7
6,496,491,166,1,0.41424130119292324,1,7
7,549,386,183,35,0.3869287749853314,1,7
8,510,434,207,2,0.4240364337176649,1,7
9,544,348,236,23,0.40330831826806685,1,7
10,507,390,250,2,0.4307404530696209,1,7
11,553,290,269,36,0.41011317361127825,1,7
12,521,326,297,3,0.4432460886377708,1,7
13,531,267,322,26,0.4278916422894132,1,7
14,529,279,337,1,0.4389929292314315,1,7
15,532,231,354,29,0.4403534628378555,1,7
16,546,233,365,1,0.44527562968063233,1,7
17,541,193,381,30,0.456523966408669,1,7
18,545,202,395,2,0.45611725916908374,1,7
19,545,160,406,31,0.46145947801657955,1,7
20,547,174,418,0,0.46398596702105094,1,7
21,566,119,429,25,0.4682796879477525,1,7
22,561,134,441,1,0.48257718341533123,1,7
23,584,69,453,30,0.48202938648803845,1,7
24,627,42,465,2,0.49952773779344833,1,7
25,663,2,463,7,0.530276537049209,1,7
26,688,0,447,0,0.5547130889127017,1,7
27,711,0,421,3,0.5691732580944254,1,7
28,741,0,394,0,0.5807148969063387,1,7
29,760,0,374,1,0.5973385042797712,1,7
30,784,0,349,2,0.6075739610828209,1,7
31,817,3,314,1,0.6208048592634747,1,7
32,841,1,291,2,0.6393729329951469,1,7
33,863,2,270,0,0.6536705715392515,1,7
34,887,0,247,1,0.6670538277026317,1,7
35,914,0,218,3,0.6819030713781341,1,7
36,934,0,200,1,0.6983281310555463,1,7
37,958,0,177,0,0.7112204265800711,1,7
38,974,0,159,2,0.7264323021920579,1,7
39,993,1,141,0,0.7359884416037227,1,7
40,1002,0,129,4,0.7476566344703153,1,7
41,1019,0,116,0,0.7524109969923254,1,7
42,1035,1,98,1,0.7626942663078023,1,7
43,1039,0,92,4,0.7707331628358629,1,7
44,1049,1,84,1,0.7723658055382918,1,7
45,1064,0,70,1,0.7774644265332008,1,7
46,1073,0,61,1,0.7841631300697248,1,7
47,1082,0,53,0,0.7877540933615617,1,7
48,1087,0,47,1,0.7913270213370562,1,7
49,1098,0,36,1,0.792976085501685,1,7
50,1100,0,32,3,0.7969037841314094,1,7
51,1100,2,31,2,0.7972585792139849,1,7
52,1105,0,27,3,0.7970823109422739,1,7
53,1104,1,26,4,0.799023613270686,1,7
54,1077,24,29,5,0.7983183083958408,1,7
55,843,217,37,38,0.7843488582802229,1,7
56,520,523,83,8,0.6104413951680911,1,7
57,512,489,117,16,0.3932764895258602,1,7
58,514,473,140,7,0.39413956650649845,1,7
59,525,424,161,22,0.3994747805469788,1,7
60,531,404,186,11,0.41082213836626746,1,7
61,547,351,209,24,0.41909739775547633,1,7
62,554,338,229,10,0.43381093372113905,1,7
63,557,297,258,18,0.4418932038387495,1,7
64,556,289,272,12,0.4492624800619349,1,7
65,559,257,288,24,0.451377699322468,1,7
66,541,270,303,13,0.4564599833506811,1,7
67,549,225,328,22,0.4476704898328157,1,7
68,547,224,340,12,0.4581804648943437,1,7
69,570,181,355,16,0.4592907794373075,1,7
70,557,198,357,9,0.4773179355578508,1,7
71,576,153,366,26,0.4694293046001304,1,7
72,562,160,388,10,0.48352587722585744,1,7
73,580,121,398,21,0.47848010470252805,1,7
74,583,113,412,12,0.4921241822284831,1,7
75,607,66,425,22,0.49658181520541356,1,7
76,624,55,432,7,0.5148962046099208,1,7
77,636,26,437,18,0.5282471063211597,1,7
78,667,11,430,8,0.5376229133323087,1,7
79,697,0,416,3,0.5580868501548988,1,7
80,723,0,393,0,0.5766709063470085,1,7
81,751,0,365,0,0.5911839688923809,1,7
82,767,0,349,0,0.6066030293681566,1,7
83,790,0,324,2,0.6155897065358972,1,7
84,808,0,307,1,0.6283878368197436,1,7
85,833,0,282,1,0.6390505123457175,1,7
86,853,0,261,2,0.6538977871770758,1,7
87,854,7,244,11,0.6658273421107052,1,7
88,876,0,237,1,0.6636173639336701,1,7
89,895,1,214,4,0.6806852801757273,1,7
90,912,0,198,4,0.6918235294287577,1,7
91,934,0,178,2,0.702660497093949,1,7
92,948,1,160,4,0.7168043604881766,1,7
93,960,1,150,2,0.7252414810670059,1,7
94,977,1,135,0,0.7329414252045694,1,7
95,993,2,118,0,0.743436988686536,1,7
96,1002,1,107,3,0.7523868517130186,1,7
97,1015,0,96,2,0.756928428887735,1,7
98,1027,1,84,1,0.7639759640581333,1,7
99,1042,1,67,3,0.7697086225779128,1,7
100,1052,2,56,3,0.7758785212993035,1,7
101,1054,0,53,5,0.7796792206604429,1,7
102,1046,10,53,3,0.7804709563025789,1,7
103,1049,2,54,7,0.7759616066897835,1,7
104,1055,1,55,1,0.7778471827326923,1,7
105,1055,0,56,1,0.7813768782247639,1,7
106,1055,0,57,0,0.781553146496475,1,7
107,1059,0,53,0,0.781729414768186,1,7
108,1066,0,46,0,0.783218680838346,1,7
109,1069,0,40,3,0.7857652911550169,1,7
110,1070,0,42,0,0.7863112139965553,1,7
111,1032,35,38,7,0.7871966894792359,1,7
112,693,330,52,37,0.7649997732436182,1,7
113,531,476,93,12,0.5110991092704822,1,7
114,519,444,126,22,0.4086169323400247,1,7
115,532,415,155,9,0.4069383293922925,1,7
116,536,372,178,25,0.4204952730588281,1,7
117,538,358,205,8,0.4271572490731916,1,7
118,556,306,219,27,0.4338236929992549,1,7
119,559,300,240,8,0.44840993899723164,1,7
120,573,251,256,24,0.4543980906475022,1,7
121,575,249,272,7,0.46743163228651413,1,7
122,577,213,284,28,0.4718978155708789,1,7
123,574,210,305,11,0.4756618287517267,1,7
124,578,170,325,26,0.4779909550111652,1,7
