,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1134,0,0,0,0.82,6,8
1,813,271,0,50,0.82,6,8
2,577,495,54,7,0.5854232946865874,6,8
3,540,483,87,22,0.4266335975643407,6,8
4,561,454,110,7,0.4082833187352706,6,8
5,575,392,137,27,0.4263700147381274,6,8
6,593,364,166,4,0.44091490267897915,6,8
7,604,307,190,26,0.45953746753206515,6,8
8,613,293,213,8,0.47134653960994144,6,8
9,614,250,239,23,0.4816462687405619,6,8
10,622,238,259,7,0.4873534695860651,6,8
11,620,199,278,26,0.4964570733560276,6,8
12,632,191,293,5,0.4994947398925088,6,8
13,628,157,307,27,0.5111468493582652,6,8
14,625,160,324,9,0.511569757571471,6,8
15,635,110,349,23,0.5128980081041058,6,8
16,654,95,361,7,0.524682727598513,6,8
17,670,49,385,12,0.5401337790046343,6,8
18,714,14,384,4,0.5561162678115592,6,8
19,731,0,382,3,0.5875869087274274,6,8
20,754,0,362,0,0.59969500031071,6,8
21,770,0,344,2,0.6131797787221699,6,8
22,780,0,334,2,0.6219840737614317,6,8
23,799,0,317,0,0.627782528537333,6,8
24,813,0,303,0,0.6393122515842782,6,8
25,830,0,286,0,0.647669674688241,6,8
26,856,0,259,1,0.6579643840187809,6,8
27,871,1,241,3,0.6738307246784231,6,8
28,891,0,223,2,0.6827012921345896,6,8
29,908,1,206,1,0.69576369524527,6,8
30,919,0,196,1,0.7066608512316996,6,8
31,931,1,183,1,0.7139203003407921,6,8
32,943,2,166,5,0.7214635799837439,6,8
33,957,0,158,1,0.7282585338340568,6,8
34,969,3,139,5,0.7382461363941331,6,8
35,986,0,127,3,0.7444936930646437,6,8
36,1006,0,109,1,0.7557427486259475,6,8
37,1015,0,97,4,0.7675968203253934,6,8
38,989,28,87,11,0.7719032863943255,6,8
39,760,227,91,36,0.7512396188884707,6,8
40,618,362,123,10,0.569478501091448,6,8
41,608,340,144,19,0.4733723325898961,6,8
42,629,314,162,6,0.4709321296632319,6,8
43,629,282,172,27,0.4887083007907529,6,8
44,630,272,198,8,0.4908500933549641,6,8
45,636,234,214,22,0.49691618645091296,6,8
46,638,223,232,11,0.5046730562019143,6,8
47,634,194,251,25,0.5100070250823071,6,8
48,636,183,273,10,0.5106386646675228,6,8
49,640,152,287,23,0.516695737604353,6,8
50,636,145,310,10,0.5220360264371288,6,8
51,659,96,325,21,0.5237246587320517,6,8
52,680,74,336,10,0.5426886300650366,6,8
53,699,39,345,16,0.5600713774565118,6,8
54,713,19,356,9,0.5758500214921223,6,8
55,733,0,359,4,0.5888632566072892,6,8
56,746,0,350,0,0.6046572601656135,6,8
57,761,0,335,0,0.6128103385435186,6,8
58,774,0,320,2,0.6214958806056607,6,8
59,791,0,304,1,0.6287613063069922,6,8
60,807,0,288,1,0.6390572545261878,6,8
61,829,0,266,1,0.6487242662863981,6,8
62,842,1,252,1,0.662244538049108,6,8
63,858,0,238,0,0.6701712908470678,6,8
64,881,1,213,1,0.6806207895095794,6,8
65,890,4,202,0,0.6949342712445193,6,8
66,859,31,183,23,0.7003543084662066,6,8
67,804,72,201,18,0.6714930387680984,6,8
68,718,135,218,24,0.6310575264884551,6,8
69,666,180,230,18,0.5683725249460155,6,8
70,657,173,246,18,0.5329858021441596,6,8
71,658,166,255,14,0.529438780608038,6,8
72,663,154,263,13,0.532132149015708,6,8
73,652,157,269,14,0.5371558076928863,6,8
74,655,141,272,22,0.5307348499951077,6,8
75,656,129,290,15,0.5341206851709108,6,8
76,665,100,300,24,0.5380892713030868,6,8
77,684,75,317,13,0.5467057849307044,6,8
78,710,41,321,15,0.5635269329889935,6,8
79,734,22,323,8,0.5841000381735287,6,8
80,758,3,323,3,0.6024105285440315,6,8
81,776,0,311,0,0.6206658207551397,6,8
82,793,0,294,0,0.6323956234874111,6,8
83,806,1,277,3,0.6426149014275045,6,8
84,811,6,269,1,0.6498143534514919,6,8
85,828,0,259,0,0.6523436190540406,6,8
86,834,0,251,2,0.6641506651131825,6,8
87,847,0,240,0,0.6675444100563453,6,8
88,861,0,226,0,0.6760997344955726,6,8
89,878,0,209,0,0.6850017030554916,6,8
90,887,0,199,1,0.6958946051840507,6,8
91,899,0,187,1,0.7015037377140401,6,8
92,909,0,178,0,0.7092294973544974,6,8
93,928,0,159,0,0.7158362429980692,6,8
94,947,0,139,1,0.7279419035899002,6,8
95,946,10,127,4,0.7395840645328177,6,8
96,870,64,121,32,0.7366221597161631,6,8
97,694,236,138,19,0.67340487194787,6,8
98,626,279,162,19,0.53921505918845,6,8
99,641,261,174,8,0.49506129881871774,6,8
100,634,244,185,19,0.508533882660972,6,8
101,633,233,206,9,0.5062497173530759,6,8
102,639,202,222,17,0.5096844616211536,6,8
103,630,200,238,12,0.517187717521157,6,8
104,641,165,250,23,0.5136908320510517,6,8
105,645,154,271,9,0.5240252832710227,6,8
106,652,118,286,23,0.5306774547246037,6,8
107,657,110,301,10,0.5384036670585038,6,8
108,656,85,312,24,0.5450692505189251,6,8
109,662,65,338,11,0.5466962346459092,6,8
110,684,24,355,11,0.5560901639477547,6,8
111,707,5,353,7,0.5759466854752336,6,8
112,721,1,348,2,0.593398621147808,6,8
113,739,0,333,0,0.6030160406729932,6,8
114,751,0,321,0,0.613985956365568,6,8
115,764,0,308,0,0.6210361694661288,6,8
116,784,0,288,0,0.6287640546260561,6,8
117,792,3,276,1,0.6408366792496132,6,8
118,806,1,264,1,0.645004316226877,6,8
119,834,0,237,1,0.6540071511711717,6,8
120,849,0,222,1,0.6717627648182214,6,8
121,861,0,211,0,0.6813142052182394,6,8
122,877,0,194,1,0.6891862732009657,6,8
123,893,0,178,1,0.6992998439483561,6,8
124,910,1,158,3,0.7095906420807826,6,8
125,931,0,138,2,0.7198979296887315,6,8
126,948,0,123,0,0.7336184560672092,6,8
127,953,1,113,4,0.7441360321876115,6,8
128,968,0,103,0,0.7461141068140156,6,8
129,978,0,92,1,0.7552989608435459,6,8
130,985,0,86,0,0.7602840632036371,6,8
131,998,0,73,0,0.7638907032987179,6,8
132,1008,0,63,0,0.7698168479471074,6,8
133,1020,0,50,1,0.7740030607929246,6,8
134,1030,0,41,0,0.7784952963849782,6,8
135,1036,0,34,1,0.7823808941323769,6,8
136,1042,0,28,1,0.784383405319052,6,8
137,1032,5,27,7,0.7865560183194127,6,8
138,1041,0,30,0,0.7809412980458003,6,8
139,1041,0,28,2,0.7863750219086666,6,8
140,1041,0,27,3,0.7860134698804478,6,8
141,1037,4,28,2,0.7858326938663384,6,8
142,1039,1,30,1,0.7838420740509107,6,8
143,1037,1,30,3,0.7852896264594679,6,8
144,1037,0,32,2,0.7842036260791294,6,8
145,1030,0,34,7,0.784565178107348,6,8
146,1027,1,39,4,0.7811154620336115,6,8
147,1026,0,40,5,0.7803770329977349,6,8
148,1022,1,42,6,0.7800085770738663,6,8
149,1021,1,48,0,0.7781616594570825,6,8
150,1021,4,44,0,0.7788847635135199,6,8
151,1019,0,48,2,0.7783541560274356,6,8
152,1018,1,49,1,0.7779677057537833,6,8
153,1021,0,47,1,0.7775914163144314,6,8
154,1020,1,47,1,0.7788964840697636,6,8
155,1022,0,47,0,0.7783424354711919,6,8
156,994,21,47,7,0.7794491778028545,6,8
157,879,104,55,30,0.7631570984053437,6,8
158,648,310,89,19,0.6776732556140308,6,8
159,601,327,120,17,0.5045699361348362,6,8
160,623,283,141,17,0.47706349987556573,6,8
161,624,258,156,23,0.4967600279268008,6,8
162,626,234,189,10,0.5012377224069798,6,8
163,627,205,209,18,0.5093378337256277,6,8
164,635,179,227,13,0.5136688428469857,6,8
165,640,153,244,15,0.5244566731754595,6,8
166,647,129,262,14,0.5318684673265758,6,8
167,653,101,275,23,0.5402068271688877,6,8
168,671,76,292,12,0.5469333528050458,6,8
169,687,43,303,17,0.5636188761868237,6,8
170,712,12,318,8,0.57790241007743,6,8
171,737,0,313,0,0.5995020849582112,6,8
172,752,0,297,1,0.6178265104302467,6,8
173,764,0,285,1,0.6266377109277163,6,8
174,777,0,272,1,0.6339211741422376,6,8
175,781,1,267,1,0.6419002159288751,6,8
176,788,0,261,1,0.6441926411943206,6,8
177,805,1,244,0,0.6487214376165693,6,8
178,815,0,230,5,0.6593811863144838,6,8
179,827,0,223,0,0.6649891714020832,6,8
180,838,2,209,1,0.6735408366115374,6,8
181,849,2,194,4,0.6800475597757781,6,8
182,858,1,189,0,0.6868608805711829,6,8
183,878,0,168,2,0.6938417798907807,6,8
184,890,0,155,3,0.706493716067019,6,8
185,900,0,144,4,0.713930074360387,6,8
186,910,0,136,2,0.7200106951901453,6,8
187,920,0,126,2,0.7265221744521062,6,8
188,933,0,115,0,0.7325248995102643,6,8
189,951,0,93,4,0.7404043142524078,6,8
190,963,2,83,0,0.7493968353394971,6,8
191,975,0,71,2,0.755689532401671,6,8
192,981,4,61,2,0.7611395992698587,6,8
193,984,0,60,4,0.7629644589967497,6,8
194,987,3,56,2,0.7645589752035766,6,8
195,995,1,49,2,0.7655859072374164,6,8
196,1002,0,41,3,0.769078544090189,6,8
197,1005,0,39,2,0.7716997843204864,6,8
198,1007,1,38,0,0.7729805413986909,6,8
199,1007,2,34,3,0.7738910334955358,6,8
200,1011,0,35,0,0.7731679294390984,6,8
201,1009,0,33,4,0.7755253806276939,6,8
202,993,6,36,11,0.7740762844250848,6,8
203,933,43,48,21,0.7658064123182746,6,8
204,736,207,71,31,0.7294302397630831,6,8
205,624,301,100,18,0.5753796639878698,6,8
206,622,272,126,22,0.4975210470731668,6,8
207,623,252,156,10,0.5011383968568646,6,8
208,632,217,169,22,0.507643128374695,6,8
209,628,201,197,12,0.5168742026101146,6,8
210,632,165,216,25,0.519760615548003,6,8
211,638,142,245,13,0.5261016549486806,6,8
212,646,111,259,22,0.5357177463598473,6,8
213,655,85,284,11,0.5441068880289253,6,8
214,706,11,309,8,0.5563878356224498,6,8
215,722,0,308,3,0.5997401618157243,6,8
216,740,0,292,1,0.6123294859212737,6,8
217,748,0,285,0,0.6235164471367473,6,8
218,760,1,272,0,0.6285660936291025,6,8
219,771,0,262,0,0.6357538314491573,6,8
220,784,0,249,0,0.6427558291509609,6,8
221,792,0,239,2,0.6508952013887984,6,8
222,807,0,226,0,0.6555814510070849,6,8
223,822,0,209,2,0.6654778935316821,6,8
224,838,0,193,2,0.6747241920722179,6,8
225,849,1,181,2,0.6850185388337177,6,8
226,865,0,167,1,0.6919169505307833,6,8
227,882,1,148,2,0.7025267296580952,6,8
228,896,2,135,0,0.7128999658806688,6,8
229,897,8,122,6,0.7217064174062221,6,8
230,903,4,124,2,0.7201431218180632,6,8
231,914,0,115,4,0.7251916022414677,6,8
232,918,3,108,3,0.7319839251013885,6,8
233,931,0,100,0,0.7340973846362838,6,8
234,941,0,89,1,0.7424188036340406,6,8
235,948,2,76,5,0.7473100422073722,6,8
236,952,2,72,5,0.7495813011324357,6,8
237,959,2,66,4,0.7514247846478653,6,8
238,965,2,63,1,0.7547026801527362,6,8
239,976,0,53,2,0.7577743052998269,6,8
240,983,1,47,0,0.7623296476022343,6,8
241,985,1,44,1,0.7651575069974532,6,8
242,973,9,39,10,0.7657193130009133,6,8
243,978,0,50,3,0.7580930753896645,6,8
244,978,0,53,0,0.762913996092525,6,8
