,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1139,0,0,0,0.82,5,7
1,957,145,0,37,0.82,5,7
2,575,502,46,14,0.698019020624642,5,7
3,449,593,76,19,0.42242585924584425,5,7
4,521,498,106,12,0.34588120544321055,5,7
5,532,455,129,21,0.3976324641330038,5,7
6,569,399,157,11,0.40895982264618974,5,7
7,556,380,179,20,0.4387146709050383,5,7
8,577,341,206,8,0.4343531877598701,5,7
9,582,308,223,19,0.45409650564126613,5,7
10,580,294,243,15,0.4605032044473199,5,7
11,584,261,267,17,0.4627631509888831,5,7
12,584,243,292,10,0.4706971177240442,5,7
13,592,214,302,21,0.47519667874248134,5,7
14,597,198,317,17,0.48237990460161595,5,7
15,594,176,340,19,0.48845450320953027,5,7
16,601,157,357,13,0.49056822738072275,5,7
17,607,128,372,20,0.49867672128193574,5,7
18,630,100,381,15,0.505766253410107,5,7
19,656,54,396,19,0.5234372297741787,5,7
20,682,25,411,6,0.544487666482874,5,7
21,702,4,415,3,0.5658228215594066,5,7
22,721,0,402,1,0.5808110815482763,5,7
23,737,0,387,0,0.5921922691456963,5,7
24,759,0,365,0,0.6011789664595492,5,7
25,787,0,337,0,0.6134948669995995,5,7
26,811,1,312,0,0.6295328420006324,5,7
27,823,1,300,0,0.6434369119205222,5,7
28,847,0,277,0,0.6505979355942341,5,7
29,879,0,244,1,0.6653366208612382,5,7
30,892,1,228,3,0.6850329458901776,5,7
31,897,0,220,6,0.6927005732007957,5,7
32,919,0,200,4,0.6957900208800316,5,7
33,941,0,181,1,0.7102011042593624,5,7
34,958,0,162,3,0.7248364042945279,5,7
35,973,0,148,2,0.735295479080573,5,7
36,991,0,131,1,0.7448747738919937,5,7
37,1006,1,114,1,0.7560072440805181,5,7
38,1019,2,98,3,0.7647423323780018,5,7
39,1025,0,94,3,0.7712982887701344,5,7
40,1037,0,85,0,0.7747731474424626,5,7
41,1043,1,76,2,0.7812024232548045,5,7
42,1051,1,69,1,0.7834284085719484,5,7
43,1059,0,60,3,0.7871106337398339,5,7
44,1062,1,58,1,0.7902332690975963,5,7
45,1069,0,52,1,0.7916055502711465,5,7
46,1080,0,42,0,0.7944853869430586,5,7
47,1084,0,37,1,0.7987409440803156,5,7
48,1087,0,33,2,0.8000137087586053,5,7
49,1090,0,30,2,0.8009183161975127,5,7
50,1092,0,27,3,0.8020004476305764,5,7
51,1071,20,24,7,0.8025410985463015,5,7
52,907,147,29,36,0.7905593726083179,5,7
53,617,418,68,15,0.6714230956121622,5,7
54,568,429,100,21,0.46078747131475917,5,7
55,585,392,130,9,0.43332585589595907,5,7
56,571,370,152,23,0.45079417450269066,5,7
57,589,337,177,13,0.44531959358005824,5,7
58,586,307,200,21,0.4619603033714879,5,7
59,588,285,231,9,0.4647027447575955,5,7
60,600,248,246,18,0.4719548895197268,5,7
61,597,235,264,15,0.4831373057830863,5,7
62,601,201,289,19,0.484652917710674,5,7
63,604,188,306,11,0.4922053469616554,5,7
64,612,153,322,21,0.4976415519559729,5,7
65,615,145,330,15,0.5063388979041172,5,7
66,615,118,347,24,0.5108333708946949,5,7
67,621,100,369,12,0.5142234663944055,5,7
68,641,51,394,14,0.5229993324784298,5,7
69,675,12,407,6,0.5421294532095335,5,7
70,688,2,404,6,0.5685806231607031,5,7
71,704,1,393,1,0.5773929395642994,5,7
72,720,0,378,1,0.5874010846958581,5,7
73,737,1,360,1,0.5964501540623226,5,7
74,752,0,344,3,0.6058343553391652,5,7
75,767,0,328,4,0.6142180373709677,5,7
76,785,1,312,1,0.6227219494537719,5,7
77,802,0,297,0,0.633664645330818,5,7
78,828,0,269,2,0.6441834498283103,5,7
79,847,1,248,2,0.6596654113557304,5,7
80,864,2,229,3,0.6715496969476298,5,7
81,880,0,217,1,0.68189451443718,5,7
82,899,0,199,0,0.692787423159839,5,7
83,898,19,178,3,0.7051263978649586,5,7
84,872,47,162,16,0.7005257598803778,5,7
85,813,97,172,14,0.6768079840354663,5,7
86,682,209,178,26,0.6316106803555877,5,7
87,621,260,197,14,0.5341949467047747,5,7
88,628,234,210,19,0.4953968682553125,5,7
89,619,229,226,17,0.502967888979848,5,7
90,624,201,247,17,0.4995592510775087,5,7
91,634,185,256,14,0.5075071444353264,5,7
92,625,170,277,16,0.5161438132848479,5,7
93,625,159,290,13,0.5139468178648349,5,7
94,645,126,294,20,0.5166273030715915,5,7
95,655,107,310,13,0.5321452915469149,5,7
96,657,91,314,22,0.5421459960299583,5,7
97,653,77,344,9,0.5446507496676642,5,7
98,675,34,354,17,0.5475454692520829,5,7
99,704,10,361,4,0.5662624623500825,5,7
100,717,1,358,3,0.589148232143066,5,7
101,731,0,347,1,0.5982750928281906,5,7
102,750,0,328,1,0.6068040849969745,5,7
103,766,0,311,2,0.6178140363626666,5,7
104,783,1,293,2,0.6270585098134106,5,7
105,794,1,283,1,0.637046742305513,5,7
106,808,2,267,2,0.643890685715582,5,7
107,823,0,256,0,0.6521061488447558,5,7
108,837,1,241,0,0.662126023473296,5,7
109,847,2,230,0,0.6707225141906882,5,7
110,866,3,208,2,0.6768621184158967,5,7
111,884,0,192,3,0.6884219658030267,5,7
112,901,0,178,0,0.7003114441729412,5,7
113,917,0,161,1,0.71173360563366,5,7
114,934,1,142,2,0.7217109860412261,5,7
115,944,2,129,4,0.7319416723671869,5,7
116,948,5,118,8,0.7374759630655628,5,7
117,964,0,115,0,0.7386032675390315,5,7
118,976,1,100,2,0.7501850791800517,5,7
119,978,5,93,3,0.7561797637481853,5,7
120,978,9,82,10,0.7563301356487401,5,7
121,971,11,84,13,0.7543503288006278,5,7
122,885,79,90,24,0.7497242942448971,5,7
123,650,286,113,29,0.6832353353652604,5,7
124,601,321,145,11,0.5055991196214888,5,7
125,614,285,158,19,0.4768211935261983,5,7
126,607,276,175,17,0.48891000719801825,5,7
127,617,238,203,17,0.4874116137414121,5,7
128,609,228,223,14,0.499455965904773,5,7
129,626,191,236,19,0.497788092635502,5,7
130,620,178,256,16,0.512774699827003,5,7
131,629,145,276,17,0.5128280932356691,5,7
132,642,121,289,14,0.5238469893594466,5,7
133,658,84,306,16,0.5358205899413786,5,7
134,669,64,319,11,0.5511384753093644,5,7
135,689,26,330,17,0.5618542787776986,5,7
136,709,3,346,3,0.5789309448931595,5,7
137,725,0,335,1,0.5971316552913957,5,7
138,746,0,314,1,0.6072556164893789,5,7
139,761,1,299,0,0.6195733523937087,5,7
140,772,0,286,3,0.628520486214884,5,7
141,786,0,275,0,0.6348004592361598,5,7
142,802,0,259,0,0.6438860321672437,5,7
143,814,0,246,1,0.6537777671907261,5,7
144,823,0,236,2,0.6610986508209709,5,7
145,832,0,227,2,0.6665862969486466,5,7
146,853,0,207,1,0.6722859136958668,5,7
147,867,0,193,1,0.6858613920263451,5,7
148,885,0,176,0,0.6948331088207927,5,7
149,909,0,151,1,0.706530239133708,5,7
150,905,8,135,13,0.721495167088969,5,7
151,923,1,134,3,0.7154003160778102,5,7
152,934,0,126,1,0.7295493016060758,5,7
153,945,1,114,1,0.7366428374022039,5,7
154,957,1,102,1,0.742784474608028,5,7
155,969,0,92,0,0.7493508645158972,5,7
156,975,3,80,3,0.7558659537843027,5,7
157,981,0,76,4,0.7576919567033326,5,7
158,998,0,62,1,0.760837955480598,5,7
159,1003,0,57,1,0.7686353762090975,5,7
160,1011,0,49,0,0.7706100818742855,5,7
161,1018,1,41,0,0.7738481076863793,5,7
162,1024,0,34,2,0.7762431389881294,5,7
163,1027,0,31,2,0.7782393057877138,5,7
164,1024,0,32,4,0.7793221084426242,5,7
165,1029,0,29,1,0.7778793409062389,5,7
166,1031,0,27,1,0.7802232758948529,5,7
167,1030,1,26,2,0.7809435590859569,5,7
168,1032,0,26,1,0.7802234850472689,5,7
169,1030,2,25,2,0.7813036207093169,5,7
170,1031,1,27,0,0.7800435026065313,5,7
171,1030,0,27,2,0.7809435590859569,5,7
172,1031,0,27,1,0.7804034674880064,5,7
173,1035,0,24,0,0.7809435590859569,5,7
174,1034,0,23,2,0.7825636238629542,5,7
175,1035,0,24,0,0.7818436703193242,5,7
176,1024,5,23,7,0.7825636238629542,5,7
177,1011,10,30,7,0.7764407042572142,5,7
178,1014,0,39,5,0.7708098195453031,5,7
179,1008,1,42,7,0.7740727050652159,5,7
180,1010,0,47,1,0.771315564127236,5,7
181,1011,0,47,0,0.7733195276798185,5,7
182,1011,0,47,0,0.7738695210378406,5,7
183,1013,0,45,0,0.7738695210378406,5,7
184,1015,0,43,0,0.7746059771219532,5,7
185,1021,0,37,0,0.7753383250731198,5,7
186,1025,1,29,3,0.7775178305635483,5,7
187,1025,1,31,1,0.7782422137981992,5,7
188,1026,0,31,1,0.7786021786796742,5,7
189,1027,0,30,1,0.7791426776569153,5,7
190,1029,0,29,0,0.7795030505891913,5,7
191,1027,1,28,2,0.7804034674880064,5,7
192,1025,1,29,3,0.7791430857077163,5,7
193,981,37,31,9,0.7782422137981992,5,7
194,847,131,46,34,0.7535466389820661,5,7
195,613,351,78,15,0.6533445233220079,5,7
196,575,349,109,24,0.4803536694921676,5,7
197,596,313,136,11,0.45931215060170466,5,7
198,596,277,160,20,0.47915365026069484,5,7
199,602,257,178,13,0.4845001781503791,5,7
200,606,223,194,25,0.493002496122262,5,7
201,605,209,223,11,0.4994093009272732,5,7
202,607,171,250,18,0.5039199044998363,5,7
203,615,151,268,10,0.5108975949976007,5,7
204,617,113,299,14,0.5205426628008316,5,7
205,634,82,318,8,0.5279082653518308,5,7
206,662,35,327,17,0.5439296586694844,5,7
207,684,14,335,8,0.5663930864591619,5,7
208,703,0,338,0,0.5841981234251061,5,7
209,725,0,316,0,0.5990757547422946,5,7
210,743,0,296,2,0.6119619794171047,5,7
211,759,0,281,1,0.6223435334983001,5,7
212,771,0,270,0,0.6322208250443498,5,7
213,778,1,261,1,0.639763880101986,5,7
214,793,0,247,1,0.6437334699207741,5,7
215,802,0,238,1,0.6532717585990129,5,7
216,823,2,214,2,0.6589355909827549,5,7
217,829,1,208,3,0.6717294775935527,5,7
218,839,1,200,1,0.6755626917491245,5,7
219,856,0,184,0,0.6823255264220189,5,7
220,867,0,173,0,0.6938599466553071,5,7
221,877,0,163,0,0.7008822148641863,5,7
222,887,0,153,0,0.7072216696744532,5,7
223,901,1,136,2,0.7134934982119672,5,7
224,891,14,123,12,0.7215645937903704,5,7
225,907,2,127,2,0.7112974238449684,5,7
226,922,0,116,0,0.7254645493651949,5,7
227,932,0,105,1,0.7348652472155786,5,7
228,950,0,87,1,0.740184069409288,5,7
229,960,0,71,7,0.7493572488205943,5,7
230,963,0,74,1,0.7529207049161708,5,7
231,949,18,63,8,0.7553285466307361,5,7
232,784,157,61,35,0.7443749981708101,5,7
233,612,315,93,15,0.6143240428682183,5,7
