,Quiescent,Active,Jailed,Fighting,Legitimacy,links,run
0,1146,0,0,0,0.82,4,6
1,1037,82,0,27,0.82,4,6
2,659,417,36,34,0.7559633029049483,4,6
3,546,506,78,14,0.47424885435751235,4,6
4,592,418,111,20,0.4066903882087486,4,6
5,572,413,142,14,0.4438752051945083,4,6
6,597,350,164,29,0.43613241571197964,4,6
7,600,325,199,16,0.4570080455031495,4,6
8,605,283,227,23,0.46527801986679673,4,6
9,612,256,251,19,0.47427001547924946,4,6
10,621,213,283,20,0.4832776561456026,4,6
11,621,191,308,16,0.49540689735886856,4,6
12,637,148,327,24,0.5001993172413931,4,6
13,651,127,346,10,0.5144944903596717,4,6
14,652,93,372,17,0.5281649931138983,4,6
15,682,54,387,11,0.5335057771895441,4,6
16,713,20,385,15,0.5570628660224811,4,6
17,735,1,390,4,0.579019818257884,4,6
18,758,0,372,0,0.596871536582705,4,6
19,772,0,358,0,0.6105039470688183,4,6
20,782,0,348,0,0.6183876395189744,4,6
21,793,0,337,0,0.6240811009368903,4,6
22,814,0,315,1,0.6304050310749172,4,6
23,832,1,297,0,0.6424800997587972,4,6
24,849,0,279,1,0.6531745739435435,4,6
25,866,1,262,0,0.6636864866931581,4,6
26,881,0,248,0,0.6741077594896757,4,6
27,900,0,229,0,0.683598786451477,4,6
28,918,0,208,3,0.6955312195790615,4,6
29,936,0,192,1,0.7064064229365064,4,6
30,952,0,176,1,0.7182278297224555,4,6
31,968,1,160,0,0.7284000339450629,4,6
32,983,0,143,3,0.7384783808177268,4,6
33,1007,0,120,2,0.747395932990433,4,6
34,1021,0,107,0,0.7617957574030095,4,6
35,1035,0,91,2,0.7700957393648562,4,6
36,1048,0,80,0,0.7769327425326599,4,6
37,1058,0,69,1,0.7834175111048473,4,6
38,1067,0,58,3,0.7875750650796675,4,6
39,1079,0,48,1,0.7908612511228776,4,6
40,1087,0,41,0,0.7957780157196963,4,6
41,1089,0,37,2,0.7988757708372731,4,6
42,1097,0,31,0,0.7992395752251427,4,6
43,1096,2,27,3,0.8024686244701821,4,6
44,1094,0,29,5,0.8012160619210854,4,6
45,1098,0,30,0,0.8004993271645489,4,6
46,1101,0,26,1,0.8028266659474985,4,6
47,1103,0,23,2,0.8037214987820748,4,6
48,1105,0,21,2,0.8042582421132968,4,6
49,1107,2,19,0,0.804973808664667,4,6
50,1100,0,21,7,0.8056893513157479,4,6
51,1100,0,28,0,0.8022903448074952,4,6
52,1101,0,27,0,0.8035425263083678,4,6
53,1102,0,25,1,0.8039003818536279,4,6
54,1102,0,24,2,0.8040793228347767,4,6
55,1101,0,26,1,0.8039004397632236,4,6
56,1101,0,26,1,0.8037214987820748,4,6
57,1101,0,26,1,0.8037214987820748,4,6
58,1101,1,25,1,0.8037214987820748,4,6
59,1095,2,26,5,0.8035426157105215,4,6
60,1088,3,32,5,0.8005000133396207,4,6
61,1082,1,38,7,0.7978057735904361,4,6
