,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1172,0,0,0,0.82,8,9
1,835,288,0,49,0.82,8,9
2,536,580,48,6,0.5815230857823536,8,9
3,501,568,70,29,0.3868768521335055,8,9
4,519,547,98,3,0.36923724317738793,8,9
5,568,453,114,29,0.3857242820918379,8,9
6,568,449,142,4,0.4205767182279058,8,9
7,591,382,164,25,0.4257676911080777,8,9
8,583,385,192,2,0.4447831331428715,8,9
9,601,323,212,24,0.44449087867299486,8,9
10,606,323,227,4,0.46029817242733134,8,9
11,608,279,251,22,0.46619207227033743,8,9
12,609,281,266,4,0.4717001698472536,8,9
13,622,238,275,23,0.47497941060033977,8,9
14,612,249,290,6,0.48572329163347033,8,9
15,623,204,300,28,0.482067327236901,8,9
16,628,206,314,6,0.4916902810176245,8,9
17,626,170,332,25,0.4977642236991642,8,9
18,643,160,347,3,0.4998995608971616,8,9
19,649,118,357,26,0.5138440210412568,8,9
20,653,120,377,0,0.5205764369075844,8,9
21,661,79,379,29,0.5267649846869088,8,9
22,684,73,386,3,0.5331656663895271,8,9
23,716,27,384,18,0.5507283307959786,8,9
24,737,17,388,3,0.5728966233333819,8,9
25,763,1,376,5,0.5883896668236397,8,9
26,783,1,360,1,0.6048847316235947,8,9
27,800,0,344,1,0.6166099220451018,8,9
28,819,1,325,0,0.6263137183683678,8,9
29,835,0,309,1,0.6371391854719366,8,9
30,854,2,289,0,0.6464010451444132,8,9
31,876,0,265,4,0.6573971738477966,8,9
32,902,0,240,3,0.6702093587994865,8,9
33,915,0,228,2,0.6862252034030693,8,9
34,932,1,211,1,0.6944174134996195,8,9
35,950,1,194,0,0.7049699331499342,8,9
36,968,2,171,4,0.7163560829650432,8,9
37,985,0,160,0,0.726657574792873,8,9
38,991,1,153,0,0.7381351848954993,8,9
39,1005,1,138,1,0.7415894956365157,8,9
40,1003,9,124,9,0.7497295475358746,8,9
41,985,32,109,18,0.7457584939036235,8,9
42,803,193,117,31,0.7296467495760223,8,9
43,641,348,142,12,0.5892214445567016,8,9
44,624,340,161,17,0.4798492877294876,8,9
45,638,315,177,12,0.47212243825464933,8,9
46,640,296,190,15,0.4842791379864791,8,9
47,641,287,203,7,0.48821722189051947,8,9
48,627,275,213,21,0.492131878884861,8,9
49,645,253,226,9,0.48512728948644734,8,9
50,639,232,240,21,0.5004796096194614,8,9
51,644,218,259,11,0.4992006517021687,8,9
52,651,191,272,17,0.5059019645682667,8,9
53,645,185,288,12,0.5132496466082946,8,9
54,652,152,308,17,0.5123059377320321,8,9
55,659,141,314,14,0.5208868753566507,8,9
56,656,123,331,18,0.5270430030436375,8,9
57,666,103,350,9,0.5279675286262473,8,9
58,686,71,355,15,0.5381344741406885,8,9
59,703,55,359,9,0.5531595879016085,8,9
60,719,28,361,17,0.5660838720700553,8,9
61,729,20,361,13,0.5780895510784703,8,9
62,749,10,359,4,0.5859435300826529,8,9
63,767,0,351,4,0.6003764942925238,8,9
64,781,1,337,3,0.6121199223614154,8,9
65,797,1,324,0,0.6200064274918551,8,9
66,817,1,302,2,0.6296680648663813,8,9
67,831,1,286,4,0.6409268207795759,8,9
68,852,1,269,0,0.6488263547351686,8,9
69,865,1,252,4,0.6620846836040252,8,9
70,883,0,239,0,0.6692639952648975,8,9
71,895,0,221,6,0.6811647865423174,8,9
72,910,1,208,3,0.6875291190519841,8,9
73,925,0,196,1,0.6971964005437901,8,9
74,942,0,179,1,0.707064439370157,8,9
75,960,0,162,0,0.7176298941758,8,9
76,978,0,142,2,0.7288723704072068,8,9
77,997,1,124,0,0.7393330438613128,8,9
78,997,3,118,4,0.7504442853399007,8,9
79,1007,0,112,3,0.7493947972852932,8,9
80,1016,1,102,3,0.755572774143687,8,9
81,1019,8,92,3,0.7601231004703798,8,9
82,901,105,86,30,0.7604257020202342,8,9
83,655,338,110,19,0.6686867600511579,8,9
84,633,342,125,18,0.490629366348318,8,9
85,643,320,144,11,0.4795968933634314,8,9
86,634,310,154,19,0.48971459116869376,8,9
87,638,294,173,11,0.4856754893014662,8,9
88,637,272,191,16,0.49204525273832234,8,9
89,646,249,209,11,0.49451373089552864,8,9
90,646,230,221,17,0.5041291805180401,8,9
91,638,221,242,12,0.50656210142909,8,9
92,645,193,257,16,0.5051070826362705,8,9
93,647,179,272,12,0.5131782460258517,8,9
94,651,151,291,15,0.5175081002486183,8,9
95,658,134,305,10,0.5242543243945444,8,9
96,683,97,310,17,0.5318722719285153,8,9
97,673,95,327,11,0.5501640646647266,8,9
98,689,62,342,12,0.5464871708567491,8,9
99,696,52,343,10,0.5606918134683448,8,9
100,702,32,356,11,0.5672554499534376,8,9
101,727,10,357,7,0.573800588299199,8,9
102,742,1,354,4,0.5919548098838135,8,9
103,754,1,343,3,0.6023636236677938,8,9
104,777,1,321,2,0.6092678012110142,8,9
105,800,0,301,0,0.6225472949260162,8,9
106,819,0,281,1,0.6364518237955996,8,9
107,831,1,269,0,0.6475353418640678,8,9
108,841,1,256,3,0.6547382672217726,8,9
109,858,0,242,1,0.660267582609785,8,9
110,876,1,224,0,0.6711825412870284,8,9
111,891,0,207,3,0.6822968738703259,8,9
112,903,0,198,0,0.6912699886768162,8,9
113,917,0,183,1,0.6992700395975215,8,9
114,934,0,166,0,0.7078035724817201,8,9
115,949,0,149,2,0.7187334630189983,8,9
116,964,0,126,10,0.7274736352185048,8,9
117,969,0,123,8,0.7349148507223063,8,9
118,982,0,117,1,0.7381368186772633,8,9
119,998,0,102,0,0.7466064657965158,8,9
120,1006,2,91,1,0.7551568830720597,8,9
121,969,35,80,16,0.7585533917386874,8,9
122,716,257,95,32,0.7306154876192429,8,9
123,620,343,123,11,0.5385497413387463,8,9
124,629,303,143,20,0.4773331210904392,8,9
125,642,284,157,11,0.48764070336373566,8,9
126,642,256,175,21,0.49936448605679984,8,9
127,649,243,190,10,0.5025129502206225,8,9
128,658,218,192,23,0.51066591829477,8,9
129,643,220,219,8,0.5176262493550428,8,9
130,649,189,234,17,0.512266296855436,8,9
131,644,182,253,10,0.5193963803843682,8,9
132,647,149,273,20,0.5192489881851381,8,9
133,664,125,294,6,0.5248285013794235,8,9
134,664,97,310,18,0.5403667064799392,8,9
135,684,69,324,11,0.5431653412922259,8,9
136,709,31,327,19,0.5600950143287047,8,9
137,734,4,341,5,0.579286549927389,8,9
138,752,0,330,2,0.600756945633736,8,9
139,762,0,321,1,0.6121858893857235,8,9
140,777,0,305,2,0.6181025413970614,8,9
141,785,0,295,4,0.6266379899687688,8,9
142,795,2,284,3,0.6309815018511536,8,9
143,812,0,270,1,0.6367194910930121,8,9
144,820,3,259,1,0.6478384631470452,8,9
145,833,2,243,5,0.6521496876951832,8,9
146,838,3,240,2,0.6595437218091006,8,9
147,845,6,225,7,0.6629576571401528,8,9
148,852,13,207,10,0.6658636466408931,8,9
149,863,9,198,10,0.6687049561617355,8,9
150,868,10,190,12,0.6767693903807638,8,9
151,876,2,193,9,0.6793551036154625,8,9
152,892,0,187,0,0.6862614755451888,8,9
153,906,2,169,2,0.6984192376453562,8,9
154,911,4,158,6,0.7063875192861919,8,9
155,920,2,152,5,0.7084123931456606,8,9
156,924,5,142,8,0.7144291727842134,8,9
157,941,1,136,1,0.7157992642471022,8,9
158,958,0,120,1,0.7278073587086268,8,9
159,961,1,111,6,0.737619460090591,8,9
160,970,0,107,1,0.7382105613596557,8,9
161,980,0,96,2,0.7442235873935678,8,9
162,986,0,88,3,0.7490952772824068,8,9
163,988,1,85,3,0.7519277274664186,8,9
164,992,0,85,0,0.752684166034764,8,9
165,994,0,80,3,0.7552087121113895,8,9
166,1000,0,77,0,0.7555774181956036,8,9
167,1002,2,72,1,0.7587068949959614,8,9
168,1003,3,68,3,0.7590255559143868,8,9
169,1002,0,66,9,0.7589179575432952,8,9
170,1007,0,70,0,0.7579760678597793,8,9
171,1010,0,65,2,0.7616064243866802,8,9
172,1003,10,61,3,0.7624559201370492,8,9
173,948,44,65,20,0.7576935548129197,8,9
