,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1126,0,0,0,0.82,9,6
1,1032,50,0,44,0.82,9,6
2,807,244,48,24,0.7652879985850654,9,6
3,627,379,88,28,0.5951960040671426,9,6
4,614,362,126,20,0.4708667107018771,9,6
5,644,292,159,25,0.4687900872466345,9,6
6,640,272,193,14,0.4963219870400285,9,6
7,652,220,224,22,0.5000456554105566,9,6
8,660,191,246,19,0.5144603884413128,9,6
9,663,149,286,17,0.5248098517320514,9,6
10,672,119,307,16,0.5345684787030154,9,6
11,693,58,337,26,0.5451576150583258,9,6
12,731,11,363,9,0.5657328549337448,9,6
13,749,0,363,2,0.5983317528884434,9,6
14,761,0,351,2,0.6117803285439068,9,6
15,777,0,336,1,0.618655310080983,9,6
16,795,0,319,0,0.628124678733874,9,6
17,812,0,300,2,0.6389239208988703,9,6
18,826,0,286,2,0.6487543380794271,9,6
19,844,0,269,1,0.6572722812807897,9,6
20,859,1,253,1,0.6685660225233586,9,6
21,875,1,237,1,0.6777757472810207,9,6
22,890,0,224,0,0.6879153293305753,9,6
23,901,0,212,1,0.6978840503104236,9,6
24,913,0,199,2,0.7047935244919548,9,6
25,926,0,187,1,0.7123789687747808,9,6
26,936,0,172,6,0.7209900993358197,9,6
27,954,1,159,0,0.7265540055716282,9,6
28,972,0,142,0,0.7390305070701032,9,6
29,981,0,132,1,0.7505415878098743,9,6
30,996,0,117,0,0.75587803050398,9,6
31,1005,0,102,6,0.7651570008836133,9,6
32,1022,0,91,0,0.7691356510217608,9,6
33,1039,2,71,1,0.7791830742428982,9,6
34,1043,0,63,7,0.7866480562069738,9,6
35,1055,0,56,1,0.7876627127315137,9,6
36,1062,0,47,3,0.7937200701722477,9,6
37,1066,1,45,0,0.7960526753854571,9,6
38,1071,0,41,0,0.7979199003091192,9,6
39,1079,0,33,0,0.7999544545509684,9,6
40,1084,1,26,1,0.8028841997729954,9,6
41,1084,0,25,3,0.8043425128864078,9,6
42,1088,0,24,0,0.8041604524956442,9,6
43,1089,0,23,0,0.8061633762173415,9,6
44,1090,0,21,1,0.8065275132969246,9,6
45,1092,0,19,1,0.8067095827029626,9,6
46,1092,0,16,4,0.8074378312943579,9,6
47,1088,0,19,5,0.8068916501220665,9,6
48,1087,1,24,0,0.8052530742635226,9,6
49,1089,0,23,0,0.8056171670003358,9,6
50,1088,0,22,2,0.8065275132969246,9,6
51,1085,1,22,4,0.805799255435814,9,6
52,1086,0,26,0,0.8041605644934784,9,6
53,1089,0,22,1,0.8054350604158216,9,6
54,1087,0,22,3,0.8063454529061609,9,6
55,1087,0,23,1,0.8052530462188082,9,6
56,1087,0,22,2,0.8056171950450502,9,6
57,1085,0,24,2,0.8054351346542864,9,6
58,1086,0,25,0,0.8047068188527665,9,6
59,1089,0,22,0,0.805435106609572,9,6
60,1086,2,22,1,0.8065275223121988,9,6
61,1087,0,24,0,0.8048889254372807,9,6
62,1083,2,23,3,0.805799255435814,9,6
63,1082,0,27,2,0.8034322109325891,9,6
64,1082,0,28,1,0.8036141051844243,9,6
65,1083,0,28,0,0.8037961655751881,9,6
66,1084,0,26,1,0.8043425128864078,9,6
67,1086,0,23,1,0.8045246852750058,9,6
68,1087,1,21,1,0.8052530742635226,9,6
69,1084,0,23,3,0.8054351509523421,9,6
70,1085,0,25,0,0.8041606376804752,9,6
71,1085,0,22,3,0.8050709858280445,9,6
72,1082,0,25,3,0.8045248046557532,9,6
73,1081,0,28,1,0.8034322109325891,9,6
74,1082,0,28,0,0.8034320447936604,9,6
75,1082,0,27,1,0.8039783921048804,9,6
76,1083,0,27,0,0.8037963317141166,9,6
77,1085,0,24,1,0.804342624884242,9,6
78,1086,0,22,2,0.8048889254372807,9,6
79,1085,0,23,2,0.8050710138727589,9,6
80,1086,0,22,2,0.8047068650465169,9,6
81,1086,0,23,1,0.8050710138727589,9,6
82,1086,0,23,1,0.8052530742635226,9,6
83,1087,0,23,0,0.8052530742635226,9,6
84,1089,0,21,0,0.8057992717338697,9,6
85,1077,9,19,5,0.806527527027251,9,6
86,1014,36,26,34,0.7996071127392477,9,6
87,790,221,63,35,0.7628053227226825,9,6
88,640,337,110,21,0.5904958569557086,9,6
89,650,297,140,19,0.48865461913519753,9,6
90,646,266,178,16,0.5018702424958169,9,6
91,660,225,203,16,0.5059547489305785,9,6
92,660,193,232,17,0.5211527557516278,9,6
93,674,151,253,24,0.5271336363727129,9,6
94,679,121,282,17,0.5410108735367817,9,6
95,700,72,307,20,0.5509823071331602,9,6
96,721,29,332,17,0.5708572992375157,9,6
97,745,0,351,3,0.5909451305686961,9,6
98,763,0,336,0,0.6124355913591552,9,6
99,775,0,323,1,0.6234300407144547,9,6
100,797,0,302,0,0.6303126648021644,9,6
101,815,0,284,0,0.6436566471380416,9,6
102,828,0,270,1,0.6546284532704246,9,6
103,843,0,255,1,0.6624822723966495,9,6
104,853,0,244,2,0.6718663091797888,9,6
105,867,0,231,1,0.678002910018528,9,6
106,873,0,225,1,0.6871070190087827,9,6
107,880,0,218,1,0.6909547664425543,9,6
108,897,0,202,0,0.6954593292271055,9,6
109,907,0,188,4,0.7066331696139612,9,6
110,923,0,175,1,0.7123886895214596,9,6
111,938,0,161,0,0.7232945543374117,9,6
112,951,0,147,1,0.7331129003220881,9,6
113,965,0,133,1,0.7411583730175347,9,6
