,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1151,0,0,0,0.82,3,0
1,791,336,0,24,0.82,3,0
2,535,565,34,16,0.5597475209240995,3,0
3,495,581,63,9,0.38981461070328965,3,0
4,483,567,87,11,0.3698497133222374,3,0
5,505,524,104,15,0.3664814773195516,3,0
6,524,481,131,8,0.38354528613002054,3,0
7,571,414,148,11,0.4017212190042393,3,0
8,547,415,171,9,0.43538749463465104,3,0
9,577,365,188,12,0.42435790144016666,3,0
10,567,353,207,14,0.4470739427913535,3,0
11,581,321,223,14,0.44416905989635985,3,0
12,577,303,242,14,0.456869461414696,3,0
13,601,272,249,13,0.45852246945325176,3,0
14,591,266,262,14,0.47606289530160634,3,0
15,599,248,277,8,0.47231699353786694,3,0
16,599,230,284,18,0.48065125402994957,3,0
17,600,219,301,11,0.4822121296498531,3,0
18,601,204,315,11,0.4859105970007767,3,0
19,604,187,324,15,0.489075067154567,3,0
20,603,174,338,14,0.4930089818762084,3,0
21,615,159,337,18,0.4951462538136541,3,0
22,617,150,349,12,0.5030612042608746,3,0
23,615,143,351,17,0.5068730664960467,3,0
24,621,137,362,6,0.5065168545064724,3,0
25,640,111,362,13,0.5125468685532397,3,0
26,645,105,363,12,0.5255215800649885,3,0
27,645,95,372,12,0.5294680326708284,3,0
28,663,78,374,9,0.5314035082095999,3,0
29,688,70,352,14,0.5442224259966797,3,0
30,677,87,347,13,0.5578285780655462,3,0
31,671,87,355,11,0.5491954704852036,3,0
32,707,71,331,15,0.5464183235926183,3,0
33,713,76,327,8,0.5675846939387308,3,0
34,702,88,318,16,0.5711676889225643,3,0
35,693,102,316,11,0.5617022098903198,3,0
36,705,92,310,15,0.5556582700474331,3,0
37,678,109,318,14,0.5631320440690524,3,0
38,662,123,320,14,0.5464662442038486,3,0
39,661,135,310,13,0.535610380231646,3,0
40,655,141,305,18,0.5331320354415462,3,0
41,650,145,311,12,0.5280661766336073,3,0
42,651,140,309,17,0.5260029424647358,3,0
43,661,137,310,7,0.52667756440351,3,0
44,645,141,314,14,0.5344987449981875,3,0
45,646,138,318,12,0.5244194739676038,3,0
46,656,118,323,16,0.5258248364699487,3,0
47,671,110,321,11,0.5340074262785618,3,0
48,668,108,323,14,0.5441594256364054,3,0
49,672,112,321,8,0.5424065607026227,3,0
50,672,108,325,7,0.5448632902507643,3,0
51,675,112,317,7,0.5459237883662051,3,0
52,669,109,321,11,0.5469641123835306,3,0
53,672,108,322,8,0.5437946542820414,3,0
54,663,110,323,14,0.5460868880563117,3,0
55,678,106,312,14,0.5399339587562721,3,0
56,646,128,318,18,0.5485455960653752,3,0
57,652,114,334,9,0.5271756466596715,3,0
58,659,109,330,10,0.5345417442629231,3,0
59,669,104,321,14,0.5390659677107968,3,0
60,668,106,328,6,0.5444912252827185,3,0
61,662,110,320,16,0.5450332583922695,3,0
62,668,99,325,15,0.5393889920586346,3,0
63,668,99,330,10,0.5448474372722928,3,0
64,675,84,336,12,0.5457379672462286,3,0
65,681,81,331,12,0.5517515039715437,3,0
66,700,59,336,10,0.5558258393100537,3,0
67,713,55,330,6,0.5703145280781268,3,0
68,719,54,322,9,0.5790164180238325,3,0
69,739,45,310,9,0.5819603352663496,3,0
70,745,54,296,8,0.5948977139179709,3,0
71,716,81,294,11,0.596854052560642,3,0
72,686,110,293,13,0.5755316001610156,3,0
73,662,132,296,12,0.553694771265477,3,0
74,646,145,300,11,0.5371965946216352,3,0
75,655,142,289,16,0.5266903435839487,3,0
76,644,152,290,15,0.5310286590169151,3,0
77,637,148,295,21,0.5238553845756947,3,0
78,640,142,312,7,0.5198733008733987,3,0
79,651,120,311,19,0.5249869785596685,3,0
80,640,129,317,13,0.5324879337045381,3,0
81,645,112,327,14,0.5265576538085848,3,0
82,645,111,332,10,0.5321698440096471,3,0
83,660,91,337,8,0.5330603739835827,3,0
84,662,86,340,8,0.5451830524356591,3,0
85,674,74,341,6,0.5471306231485416,3,0
86,682,64,336,12,0.5561810269230256,3,0
87,687,63,334,10,0.5613672417020282,3,0
88,694,53,336,11,0.5646008310066886,3,0
89,696,61,332,5,0.5700022454105758,3,0
90,697,63,325,9,0.570735532812075,3,0
91,704,60,320,10,0.5702123566773284,3,0
92,692,70,320,11,0.5744001538117693,3,0
93,703,68,310,12,0.5660741895700779,3,0
94,683,90,308,10,0.5722628818743237,3,0
95,682,103,296,10,0.5581825577147395,3,0
96,669,114,292,16,0.5553268661314579,3,0
97,657,123,293,16,0.5453164583699028,3,0
98,661,118,295,15,0.5376811303833595,3,0
99,668,106,306,9,0.540872487906324,3,0
100,671,98,301,18,0.54781004516803,3,0
101,686,89,302,10,0.5494178824704425,3,0
102,690,85,299,13,0.5607310097264636,3,0
103,709,69,302,6,0.5630881168858428,3,0
104,701,80,297,7,0.5778388430553558,3,0
105,681,97,293,14,0.5714694898317536,3,0
106,683,93,293,15,0.5562520046640882,3,0
107,668,101,302,13,0.5580594198046566,3,0
108,674,92,306,11,0.5488859094062242,3,0
109,681,94,298,9,0.554258230162735,3,0
110,683,92,294,12,0.5582375257994437,3,0
111,684,92,303,2,0.5593367491456979,3,0
112,685,91,294,11,0.5616632689275457,3,0
113,689,87,294,11,0.5607843558122985,3,0
114,675,105,290,9,0.5636852928793854,3,0
115,656,118,293,11,0.553580414742281,3,0
116,656,113,298,10,0.5408638085002243,3,0
117,655,105,300,16,0.5421106533348413,3,0
118,672,90,303,11,0.5421106533348413,3,0
119,669,88,307,12,0.5548271567057911,3,0
120,683,70,314,9,0.5533801533350987,3,0
121,694,61,315,6,0.5647404001490596,3,0
122,693,52,319,11,0.572930625731745,3,0
123,702,61,308,4,0.5732868377213193,3,0
124,714,52,298,11,0.5779272825379148,3,0
125,723,50,293,8,0.5850091031826989,3,0
126,716,56,294,8,0.5912045877441436,3,0
127,694,82,285,13,0.5861676928734135,3,0
128,669,102,288,15,0.5683381272091128,3,0
129,663,102,293,16,0.5507228686515412,3,0
130,675,89,296,14,0.5473014856210874,3,0
131,677,95,291,11,0.5564763852017184,3,0
132,656,110,294,14,0.55703251306308,3,0
133,650,107,304,13,0.5424698546094814,3,0
134,665,90,311,7,0.5399744057739981,3,0
135,666,83,311,12,0.5523050598867638,3,0
136,676,67,319,10,0.5533870738381481,3,0
137,679,64,316,13,0.5620310977758085,3,0
138,684,62,317,8,0.5636717641803367,3,0
139,700,55,310,6,0.5678566109177785,3,0
140,707,53,302,9,0.5783307230923748,3,0
141,698,63,299,10,0.5820740822932967,3,0
142,698,71,293,8,0.5752790552770121,3,0
143,695,82,283,9,0.5742104193082893,3,0
144,691,88,280,10,0.570602076275913,3,0
145,688,89,281,10,0.5671316209067551,3,0
146,684,90,285,9,0.5654884312925185,3,0
147,687,83,282,15,0.5632766140715452,3,0
148,698,81,282,5,0.5653103252977314,3,0
149,696,80,277,12,0.5737745948593448,3,0
