,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1137,0,0,0,0.82,10,3
1,753,332,0,52,0.82,10,3
2,568,513,51,3,0.5386331030011836,10,3
3,576,454,80,23,0.41934792298844387,10,3
4,582,447,101,2,0.43053008292456835,10,3
5,609,368,128,27,0.4386456537525493,10,3
6,612,364,153,3,0.46174557554205453,10,3
7,630,302,169,30,0.4682933109446647,10,3
8,618,313,198,1,0.4838100151269288,10,3
9,634,249,222,25,0.48114101236491735,10,3
10,632,253,242,3,0.496445278100221,10,3
11,639,203,260,27,0.49867418324391455,10,3
12,638,207,280,3,0.5070759330534567,10,3
13,653,158,288,27,0.5103213156392085,10,3
14,647,169,307,2,0.5228446282573411,10,3
15,652,124,326,23,0.5224271786559637,10,3
16,655,127,340,3,0.5293353934288452,10,3
17,664,80,352,29,0.5339537226629144,10,3
18,686,75,360,2,0.5424209075067928,10,3
19,705,26,370,21,0.5601127127727303,10,3
20,727,19,371,3,0.5758858605920886,10,3
21,739,1,367,12,0.5927832975027875,10,3
22,757,0,361,0,0.6012629795232016,10,3
23,775,0,343,0,0.6139481642953688,10,3
24,795,0,323,0,0.6242606188085389,10,3
25,816,0,301,1,0.6359238630104469,10,3
26,837,0,280,1,0.6482271244887912,10,3
27,854,0,264,0,0.6609540269771782,10,3
28,872,1,243,2,0.6716103961327005,10,3
29,889,0,227,2,0.6823193817144528,10,3
30,899,2,214,3,0.6932549726264036,10,3
31,916,0,196,5,0.6990888509505225,10,3
32,924,2,185,6,0.7102623997479707,10,3
33,941,0,173,3,0.7148589174032193,10,3
34,958,0,158,1,0.7266567265990849,10,3
35,975,0,141,1,0.7378081271626138,10,3
36,982,0,132,3,0.7483710942651101,10,3
37,996,1,118,2,0.7522579234450534,10,3
38,1006,0,109,2,0.7605051010899385,10,3
39,1018,0,99,0,0.7663230951474683,10,3
40,1029,0,87,1,0.7731041054280855,10,3
41,1038,0,79,0,0.7784267092989493,10,3
42,1044,0,72,1,0.7828129405116526,10,3
43,1056,0,61,0,0.7852861252234806,10,3
44,1065,0,50,2,0.7904355132674977,10,3
45,1046,15,47,9,0.7935553424186785,10,3
46,945,83,51,38,0.7819976608796606,10,3
47,653,366,84,12,0.7079339101912951,10,3
48,610,372,113,20,0.4897928008710839,10,3
49,638,334,135,6,0.465198067318191,10,3
50,632,307,151,22,0.4891769383699446,10,3
51,642,291,171,8,0.4882224106024708,10,3
52,640,256,191,25,0.498795411317268,10,3
53,648,240,218,5,0.5010049091696603,10,3
54,656,201,231,22,0.511808892944154,10,3
55,654,199,251,4,0.5201209314357418,10,3
56,654,164,268,22,0.5230057159564101,10,3
57,664,156,279,8,0.5260707995096203,10,3
58,666,125,289,27,0.5354737132301888,10,3
59,673,120,305,8,0.5386967357280277,10,3
60,672,93,326,14,0.5469181591238726,10,3
61,695,74,329,6,0.5503438407421665,10,3
62,724,21,336,22,0.5677855925062427,10,3
63,744,4,350,4,0.590643115302843,10,3
64,764,0,336,1,0.6084430318473393,10,3
65,783,0,317,1,0.621426215166147,10,3
66,799,1,301,0,0.632563523595141,10,3
67,816,0,285,0,0.6420969573823707,10,3
68,832,0,269,0,0.6525614403298328,10,3
69,841,0,257,3,0.6623834334180738,10,3
70,853,0,244,3,0.667425842336203,10,3
71,875,0,224,1,0.6751996680414198,10,3
72,882,0,217,1,0.6894907177278202,10,3
73,900,0,200,0,0.6939583505602938,10,3
74,918,1,181,0,0.7056758080366224,10,3
75,936,0,161,3,0.7170481794186963,10,3
76,943,3,153,1,0.7281610985046042,10,3
77,955,0,144,1,0.7323943192073215,10,3
78,959,3,131,7,0.740399955250461,10,3
79,973,0,127,0,0.7412292869044247,10,3
80,982,0,113,5,0.7514265816191653,10,3
81,984,0,108,8,0.7557303094246552,10,3
82,986,3,108,3,0.7563220039068078,10,3
83,1002,0,98,0,0.7578056833194659,10,3
84,1011,0,89,0,0.76749002712667,10,3
85,1020,1,74,5,0.7719927814435037,10,3
86,1027,0,70,3,0.7751470960630298,10,3
87,1033,1,65,1,0.7787953600519767,10,3
88,1039,1,58,2,0.7815133899679465,10,3
89,1044,0,53,3,0.783764449063452,10,3
90,1050,0,48,2,0.7857196023231185,10,3
91,1049,2,41,8,0.7881769731115553,10,3
92,1015,19,49,16,0.7863595016704296,10,3
93,834,172,66,26,0.7677086704437794,10,3
94,637,346,94,21,0.6286992263877575,10,3
95,628,329,126,13,0.4861676093537586,10,3
96,641,296,145,14,0.48631042701238963,10,3
97,637,275,168,16,0.49886202765057075,10,3
98,648,242,192,12,0.5001937147322336,10,3
99,644,221,211,18,0.5129730413093948,10,3
100,652,197,227,16,0.5135687406001027,10,3
101,658,174,246,13,0.5228198779804467,10,3
102,656,162,258,15,0.5308715452276546,10,3
103,665,134,273,18,0.5316082380082993,10,3
104,671,116,289,13,0.5411041155455721,10,3
105,677,93,303,15,0.5486611215424065,10,3
106,680,81,315,10,0.5558797902839872,10,3
107,697,48,332,8,0.5609468244398051,10,3
108,723,16,336,9,0.5767983325893067,10,3
109,745,0,336,3,0.5971803542689836,10,3
110,756,0,328,0,0.6137745948430516,10,3
111,767,0,317,0,0.6207271923363106,10,3
112,783,0,301,0,0.6272053395998294,10,3
113,792,0,291,1,0.6367476378661832,10,3
114,807,0,275,2,0.6419971085323245,10,3
115,818,2,263,1,0.6509646987322245,10,3
116,838,1,243,2,0.6575689188480986,10,3
117,860,0,224,0,0.670059047501612,10,3
118,871,0,208,5,0.684538803803311,10,3
119,889,0,193,2,0.6906665712442125,10,3
120,903,1,178,2,0.702756597716486,10,3
121,913,1,169,1,0.7115585431545103,10,3
122,921,0,161,2,0.7181268218293019,10,3
123,936,0,146,2,0.7232044701647163,10,3
124,949,0,132,3,0.7325981270185641,10,3
125,970,0,112,1,0.7403581872972962,10,3
126,982,0,98,3,0.7531348795566285,10,3
127,994,0,88,1,0.7592615894591369,10,3
128,1000,0,82,1,0.7656823153045414,10,3
129,1006,0,77,0,0.7685366055350178,10,3
130,1016,0,65,2,0.771450334589128,10,3
131,1021,0,59,2,0.7753832228615262,10,3
132,1027,0,54,1,0.7774539829244899,10,3
133,1030,0,48,4,0.7799737108768507,10,3
134,1034,1,45,1,0.7805738120756706,10,3
135,1035,4,40,2,0.7824420274807654,10,3
136,971,52,37,21,0.782090368018736,10,3
137,718,278,58,27,0.7410905620198132,10,3
138,633,348,87,12,0.5444795597475707,10,3
139,630,325,105,20,0.4882851491057431,10,3
140,627,305,136,9,0.4894086702395047,10,3
141,630,275,152,18,0.49391614605304907,10,3
142,641,246,175,13,0.49961825658420445,10,3
143,646,219,193,17,0.5115870800681348,10,3
144,640,205,217,12,0.5184051520382624,10,3
145,649,174,231,20,0.518799041369806,10,3
146,651,160,253,10,0.5277619871374808,10,3
147,648,138,274,13,0.5331642681937663,10,3
148,664,116,281,12,0.5351542474716935,10,3
149,669,89,301,14,0.5479526989266473,10,3
150,690,58,313,11,0.5551879976228041,10,3
151,707,25,322,15,0.5731022761862617,10,3
152,724,1,335,7,0.5884990014187166,10,3
153,739,0,326,2,0.6044277252289434,10,3
154,762,0,300,5,0.6142364271648066,10,3
155,779,0,286,1,0.6273171021898335,10,3
156,790,0,276,0,0.6385420950828347,10,3
157,802,1,263,0,0.6454486886755478,10,3
158,822,0,244,0,0.6526789977158137,10,3
159,839,0,224,3,0.6653683917478856,10,3
160,850,0,213,3,0.6755960222617093,10,3
161,860,0,204,2,0.68261631220515,10,3
162,874,0,192,0,0.689203678340047,10,3
163,882,1,181,2,0.6985529368701325,10,3
164,898,0,166,2,0.7031455004676834,10,3
165,917,1,147,1,0.7135443464593169,10,3
166,926,0,139,1,0.7254877602602482,10,3
167,948,0,117,1,0.73120133171428,10,3
168,963,0,102,1,0.7441911713419815,10,3
169,976,0,89,1,0.7524388233546404,10,3
170,985,0,79,2,0.7590647821805349,10,3
171,994,0,71,1,0.7631507163720416,10,3
172,1003,0,62,1,0.7673264271038751,10,3
173,1011,0,54,1,0.7710652892223291,10,3
174,1012,0,49,5,0.7742041418355139,10,3
175,1017,0,46,2,0.7738651849773784,10,3
176,1021,0,42,2,0.7763016876532276,10,3
177,1028,0,36,1,0.777777760648746,10,3
178,1024,0,35,6,0.7805080822328782,10,3
179,1029,0,34,2,0.7781533621825667,10,3
180,1028,0,34,3,0.7806899527812018,10,3
181,1028,0,35,2,0.7801474841677947,10,3
182,1031,1,33,0,0.7803277832003364,10,3
183,1032,0,30,3,0.781593662645715,10,3
184,1032,0,32,1,0.7815944078105217,10,3
185,1032,1,30,2,0.7819550058756053,10,3
186,1034,0,30,1,0.7815944078105217,10,3
187,1036,0,29,0,0.7826771803061828,10,3
188,1037,0,27,1,0.783579190631278,10,3
189,1037,0,26,2,0.7837596371068872,10,3
190,1037,0,26,1,0.7835793380743455,10,3
191,1038,0,26,0,0.783759736053754,10,3
192,1040,0,24,0,0.7843006974977917,10,3
193,1042,0,20,2,0.7850219584230252,10,3
194,1044,0,18,2,0.7853825783204587,10,3
195,1041,1,20,2,0.7861037804285561,10,3
196,1040,0,21,3,0.7848416734801523,10,3
197,1037,0,24,3,0.7844810613254,10,3
198,1033,0,24,7,0.7833991379886706,10,3
199,1028,0,31,5,0.7812347880458487,10,3
200,1031,0,33,0,0.779788457618493,10,3
201,1031,2,27,4,0.7817747068430635,10,3
202,1029,0,32,3,0.7806929126478129,10,3
203,1028,1,34,1,0.7805108978703166,10,3
204,1027,0,36,1,0.7803293547161183,10,3
205,1028,0,35,1,0.7801474841677947,10,3
206,1025,0,35,4,0.78050965374866,10,3
207,1026,0,36,1,0.7788810220403172,10,3
208,1025,0,36,2,0.7797868861027111,10,3
209,1027,0,35,1,0.7792440305615684,10,3
210,1028,1,33,1,0.7801490556835765,10,3
211,1030,0,32,0,0.7803305988377748,10,3
212,1025,1,31,5,0.7814146709697078,10,3
213,1025,0,35,2,0.7785247928749187,10,3
214,1023,1,37,1,0.7792459890050857,10,3
215,1026,0,36,0,0.7785204239752337,10,3
216,1027,1,34,0,0.7799687566510348,10,3
217,1027,0,35,0,0.780150299805233,10,3
218,1029,0,32,1,0.7803305988377748,10,3
219,1024,2,32,4,0.7808732116803547,10,3
220,1024,0,35,3,0.7781622363663178,10,3
221,1020,2,35,5,0.778703133463943,10,3
222,1019,0,40,3,0.7765264619093196,10,3
223,1021,0,39,2,0.7768820882979995,10,3
224,1022,0,40,0,0.777792764117483,10,3
225,1022,0,40,0,0.7785174910782126,10,3
226,1007,5,37,13,0.7785174910782126,10,3
227,1006,0,50,5,0.7696966660219695,10,3
228,1008,0,53,0,0.771679955379929,10,3
229,1009,1,50,1,0.7733439896677408,10,3
230,1008,0,49,3,0.7733618507739995,10,3
231,1013,0,46,1,0.7728209536763743,10,3
232,1021,0,39,0,0.7750497671465527,10,3
233,1024,0,35,1,0.7781598259101501,10,3
234,1027,0,31,2,0.7790672614883258,10,3
235,975,30,32,23,0.7799717165176457,10,3
236,744,229,59,27,0.7499292642877596,10,3
237,633,320,94,11,0.57321886465883,10,3
238,640,286,119,13,0.4972914506379204,10,3
239,634,270,139,14,0.5068317459927144,10,3
240,643,234,160,20,0.5064800113775833,10,3
241,638,218,190,9,0.5167492718479095,10,3
242,659,176,201,16,0.5192719643739706,10,3
243,649,170,224,9,0.5376117935450039,10,3
244,653,144,240,15,0.5344596874078089,10,3
245,656,128,251,17,0.5402583159790328,10,3
246,666,97,266,22,0.5444320061139327,10,3
247,681,67,287,16,0.5548447325751341,10,3
