,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1146,0,0,0,0.82,7,5
1,1123,11,0,12,0.82,7,5
2,1048,63,19,16,0.8076570547379653,7,5
3,661,413,44,27,0.7670966869455769,7,5
4,553,499,78,14,0.47738828166066083,7,5
5,590,425,111,15,0.4112718653648533,7,5
6,581,417,131,11,0.4425410441023725,7,5
7,598,368,150,22,0.4404362948415177,7,5
8,586,363,179,9,0.4557972170744757,7,5
9,598,321,190,25,0.4532740283955662,7,5
10,601,305,215,12,0.46420460915134654,7,5
11,599,274,237,22,0.4710071144998607,7,5
12,605,254,260,13,0.47391224933614307,7,5
13,613,222,278,19,0.4820665436543663,7,5
14,612,212,295,12,0.490691339193643,7,5
15,628,176,308,18,0.49337458526694145,7,5
16,635,156,331,8,0.5068992552948149,7,5
17,628,141,342,19,0.5158015455592659,7,5
18,643,124,351,11,0.5129812797276248,7,5
19,650,99,362,17,0.5252033373290513,7,5
20,659,86,371,10,0.5323333973669209,7,5
21,667,63,375,20,0.5408576480055889,7,5
22,682,45,384,14,0.5474931642865094,7,5
23,693,19,399,12,0.5596388522840119,7,5
24,717,7,395,2,0.5708139048005585,7,5
25,737,1,380,3,0.5880215101523267,7,5
26,757,0,363,1,0.599890084920205,7,5
27,775,0,345,1,0.6115978101280076,7,5
28,801,0,320,0,0.621827336169771,7,5
29,820,3,296,2,0.6370865317421737,7,5
30,842,0,279,0,0.6474444825395711,7,5
31,872,0,249,0,0.6616121548185175,7,5
32,893,0,228,0,0.680112665994442,7,5
33,916,0,204,1,0.693300747006299,7,5
34,939,0,182,0,0.7077207250742938,7,5
35,955,1,165,0,0.722544096232388,7,5
36,968,0,153,0,0.7324823191678291,7,5
37,981,1,139,0,0.7407691547970062,7,5
38,991,1,127,2,0.748531715147566,7,5
39,1005,0,115,1,0.7541232738504707,7,5
40,1017,2,98,4,0.7624978281237967,7,5
41,1026,0,91,3,0.7681083809265684,7,5
42,1032,2,82,4,0.7733976395861534,7,5
43,1044,0,74,2,0.7757772829026424,7,5
44,1046,5,67,1,0.7819707947081325,7,5
45,1050,3,59,7,0.7821933220367097,7,5
46,1059,0,58,1,0.7831615617286126,7,5
47,1067,1,49,1,0.7884219876220965,7,5
48,1071,0,44,3,0.7912799363189037,7,5
49,1074,1,42,1,0.7925786253733038,7,5
50,1078,0,40,0,0.7938529665565982,7,5
51,1083,0,35,0,0.7956591767317973,7,5
52,1072,3,32,11,0.7974574189288984,7,5
53,1078,2,37,1,0.7909771145881728,7,5
54,1074,2,37,5,0.7951225275171376,7,5
55,1022,45,39,10,0.792958551198832,7,5
56,776,252,48,38,0.7626646552929597,7,5
57,598,415,86,13,0.5722271074042916,7,5
58,594,379,118,20,0.4525793348403575,7,5
59,602,358,136,14,0.45591149822795923,7,5
60,610,314,164,22,0.4648857880570509,7,5
61,612,302,186,10,0.4753509899534345,7,5
62,613,268,202,25,0.4806540524397539,7,5
63,616,256,226,10,0.4848547741805574,7,5
64,614,222,249,23,0.4912053263353593,7,5
65,623,207,271,7,0.49394770392535126,7,5
66,626,177,284,18,0.5040683118455085,7,5
67,636,163,294,10,0.5094605696241237,7,5
68,643,130,307,23,0.5188550302045418,7,5
69,648,116,328,10,0.5260604204148995,7,5
70,656,85,341,20,0.5336575537073613,7,5
71,673,67,354,7,0.5416036759949163,7,5
72,698,29,360,14,0.5563163033705368,7,5
73,730,7,358,6,0.5753283388512463,7,5
74,750,0,351,0,0.5983630473256911,7,5
75,763,0,338,0,0.6119923282539452,7,5
76,783,1,317,0,0.619452238294344,7,5
77,800,0,300,1,0.6309275133323886,7,5
78,814,0,287,0,0.6410046919636548,7,5
79,833,0,268,0,0.6496002618621913,7,5
80,845,2,252,2,0.6611889556255688,7,5
81,865,0,235,1,0.667886354423673,7,5
82,879,1,221,0,0.6809227741579035,7,5
83,899,0,201,1,0.6897628905422608,7,5
84,914,0,186,0,0.7024762076480958,7,5
85,928,0,171,1,0.7124880781565307,7,5
86,924,10,159,7,0.7211885225524726,7,5
87,893,30,156,20,0.7157962311222169,7,5
88,885,36,168,10,0.6904478427355063,7,5
89,874,28,177,20,0.6860742243206661,7,5
90,879,24,182,13,0.6787403515408867,7,5
91,834,54,183,26,0.6841517399324283,7,5
92,698,180,197,21,0.648527480257564,7,5
93,635,222,221,17,0.5480039341347972,7,5
94,630,220,234,11,0.5078143471164702,7,5
95,629,203,246,16,0.5066522019967633,7,5
96,627,193,256,16,0.5084410327122957,7,5
97,637,169,267,19,0.5095143311416149,7,5
98,640,164,272,15,0.5184672887112395,7,5
99,642,146,283,19,0.5218093293773034,7,5
100,643,133,299,14,0.5255276277286433,7,5
101,645,109,317,18,0.5294396271292968,7,5
102,657,81,337,13,0.5340688256225788,7,5
103,660,62,352,13,0.5464904986393356,7,5
104,685,40,353,8,0.5516619649257217,7,5
105,709,15,355,6,0.5701571939482651,7,5
106,733,3,349,0,0.5884137809339638,7,5
107,756,0,329,0,0.605161290110971,7,5
108,770,0,315,0,0.6189455382451056,7,5
109,791,0,293,1,0.6271490087063705,7,5
110,810,0,274,0,0.6394755670012173,7,5
111,830,0,253,1,0.6514271769290373,7,5
112,849,0,235,0,0.6635831264830815,7,5
113,857,1,225,1,0.6756488714419029,7,5
114,873,0,211,0,0.6803376079990601,7,5
115,885,0,198,1,0.6908435957113754,7,5
116,901,0,182,0,0.6983055252243682,7,5
117,918,0,164,1,0.7089489827943427,7,5
118,935,0,148,0,0.7195153220475493,7,5
119,949,0,133,1,0.7302519325104713,7,5
120,968,1,114,0,0.7385256327777348,7,5
121,973,2,104,4,0.749458850762871,7,5
122,988,0,94,1,0.7513079911747818,7,5
123,999,0,84,0,0.7600208020133438,7,5
124,1012,0,71,0,0.7654921032712848,7,5
125,1024,1,58,0,0.7712350908920476,7,5
126,1028,0,53,2,0.7759001726133704,7,5
127,1021,9,41,12,0.7772553888072249,7,5
128,851,159,46,27,0.7711478748411004,7,5
129,603,379,82,18,0.6439087344929991,7,5
130,591,369,101,20,0.465097567878923,7,5
131,606,330,130,15,0.4605586400778745,7,5
132,616,305,144,14,0.47609377254457463,7,5
133,613,286,165,13,0.48622232761710066,7,5
134,616,260,186,15,0.4885662121747104,7,5
135,618,237,200,21,0.4944153293216839,7,5
136,624,213,222,17,0.4986580857524779,7,5
137,618,196,244,18,0.5067967229160241,7,5
138,621,168,268,17,0.50652894090082,7,5
139,632,140,283,18,0.5136082605750707,7,5
140,640,115,308,10,0.5243796444055203,7,5
141,648,89,318,18,0.5345160202954152,7,5
142,668,59,329,17,0.5419968435605571,7,5
143,687,30,343,12,0.5583198620709701,7,5
144,703,8,354,7,0.5750086791042165,7,5
145,719,1,349,2,0.5887511817155986,7,5
146,731,0,337,2,0.6001525641074806,7,5
147,757,0,313,0,0.6074266835620877,7,5
148,763,0,305,2,0.6229631580707545,7,5
149,780,0,289,1,0.626160412649683,7,5
150,794,1,275,0,0.6365181735005697,7,5
151,816,0,253,1,0.6450170672813663,7,5
152,824,0,246,0,0.658574400479591,7,5
153,842,1,225,2,0.6637398620069802,7,5
154,859,0,210,1,0.67451802449321,7,5
155,877,0,193,0,0.6856559866363318,7,5
156,896,1,172,1,0.6972985103507278,7,5
157,906,3,158,3,0.7090124208493495,7,5
158,912,5,152,1,0.7145974244457363,7,5
159,907,12,135,15,0.7183473918792721,7,5
160,913,8,138,10,0.7117360485258194,7,5
161,929,0,138,2,0.717086680057964,7,5
162,944,0,125,0,0.729748992634477,7,5
163,952,2,112,3,0.7389655892343966,7,5
164,966,0,102,1,0.7426199414924592,7,5
165,975,1,91,2,0.7509233992088973,7,5
166,983,0,83,2,0.7551515662877241,7,5
167,994,0,73,1,0.7593030817658385,7,5
168,1003,0,64,1,0.7644129197817324,7,5
