,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1136,0,0,0,0.82,2,7
1,745,358,0,33,0.82,2,7
2,529,553,41,13,0.5332355813868931,2,7
3,467,584,72,13,0.39150281376885665,2,7
4,497,534,92,13,0.35690676259221343,2,7
5,502,499,120,15,0.3798518608480443,2,7
6,526,453,141,16,0.3881470056793992,2,7
7,550,399,166,20,0.4075828282200738,2,7
8,560,376,188,10,0.4281859781039203,2,7
9,576,336,208,13,0.4390873992321005,2,7
10,577,323,224,9,0.4536729491184925,2,7
11,589,295,232,16,0.45722980214913883,2,7
12,584,290,249,9,0.4670438775215661,2,7
13,591,259,263,19,0.4667473656744554,2,7
14,583,254,283,12,0.47398595029785484,2,7
15,598,221,297,14,0.47221099055662186,2,7
16,592,217,308,13,0.4854807248022596,2,7
17,609,187,320,13,0.48340888614797156,2,7
18,608,187,326,8,0.4974189963539046,2,7
19,606,173,335,15,0.4978208781488446,2,7
20,601,171,348,9,0.4980842649685962,2,7
21,612,154,351,11,0.4970341477006045,2,7
22,616,145,352,14,0.505379075756167,2,7
23,615,135,362,15,0.5086147318113075,2,7
24,620,128,365,13,0.5097354045833875,2,7
25,629,119,368,9,0.5140244587648256,2,7
26,632,119,363,11,0.5210805779340763,2,7
27,635,111,367,11,0.5222479493035596,2,7
28,634,115,367,8,0.5253734988083419,2,7
29,651,104,356,13,0.5246817918423277,2,7
30,658,96,352,18,0.5345065466984781,2,7
31,669,90,358,6,0.5386796835026382,2,7
32,670,95,342,15,0.5478381037223921,2,7
33,648,125,341,8,0.5460016346801051,2,7
34,639,122,343,18,0.5303801227972866,2,7
35,663,113,337,8,0.5244786823076913,2,7
36,658,117,331,15,0.5405080203989333,2,7
37,653,129,333,6,0.5359110626240086,2,7
38,659,115,329,18,0.5327677226610558,2,7
39,662,125,327,6,0.5362521880644472,2,7
40,660,118,322,19,0.5383425274411868,2,7
41,655,139,319,6,0.5363756771909388,2,7
42,645,139,314,20,0.5323220959757948,2,7
43,640,150,320,8,0.524761828388619,2,7
44,649,138,313,17,0.5223597796845595,2,7
45,650,143,318,6,0.5277149057596472,2,7
46,637,145,318,17,0.5293172563859255,2,7
47,640,140,321,14,0.5202467009891772,2,7
48,644,128,329,14,0.5235472177231753,2,7
49,641,118,344,11,0.5277825613686983,2,7
50,654,105,347,7,0.5287318988111542,2,7
51,663,107,335,8,0.5387216278951641,2,7
52,645,113,339,16,0.5429036082965781,2,7
53,657,111,339,6,0.530963145196267,2,7
54,649,112,339,13,0.5393901182099413,2,7
55,648,112,341,12,0.5337657579476258,2,7
56,650,117,340,5,0.5334254277519789,2,7
57,650,116,332,14,0.5349889838390951,2,7
58,644,124,335,6,0.5335453218672641,2,7
59,651,118,327,13,0.5308990193012746,2,7
60,645,127,325,12,0.5343724570186517,2,7
61,643,125,328,13,0.5297956875250905,2,7
62,662,118,318,10,0.528934965192779,2,7
63,646,122,320,19,0.5408630640666141,2,7
64,647,126,324,9,0.5302776918222485,2,7
65,649,123,324,10,0.5320446912754458,2,7
66,640,136,322,8,0.5334523876536459,2,7
67,640,132,320,14,0.5267694722350326,2,7
68,642,135,318,11,0.5264085567420748,2,7
69,652,124,313,14,0.5274497368208652,2,7
70,648,131,311,13,0.5346174678253752,2,7
71,649,137,296,18,0.5314330090713435,2,7
72,637,148,304,11,0.5304669396563612,2,7
73,638,145,304,13,0.5234594781169664,2,7
74,636,146,304,13,0.5241615190503627,2,7
75,636,139,311,13,0.5230985626240087,2,7
76,646,132,310,10,0.5243617668493608,2,7
77,651,130,311,6,0.5315650149617952,2,7
78,643,137,303,14,0.5352821255233605,2,7
79,639,136,307,14,0.5285291248491527,2,7
