,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1107,0,0,0,0.82,1,3
1,830,263,0,14,0.82,1,3
2,536,524,27,20,0.614540654822357,1,3
3,510,528,51,16,0.40295395943498563,1,3
4,506,505,82,12,0.3904545393091499,1,3
5,549,440,101,15,0.3935099013835132,1,3
6,544,418,129,14,0.4261266613774025,1,3
7,564,379,151,11,0.42790126599868783,1,3
8,571,356,165,11,0.44566310288306044,1,3
9,588,321,178,15,0.45371501464703146,1,3
10,586,305,192,16,0.46823161579403544,1,3
11,586,285,210,16,0.4704096069384061,1,3
12,597,272,220,7,0.47439625253915824,1,3
13,594,261,229,12,0.4842714670830047,1,3
14,594,253,238,11,0.48383491693027275,1,3
15,600,245,243,8,0.4855015835969394,1,3
16,601,233,254,6,0.49063718390687067,1,3
17,601,231,253,9,0.49404320996365997,1,3
18,610,213,257,12,0.49385802477847474,1,3
19,605,204,272,10,0.5016222118376243,1,3
20,623,194,267,7,0.5012010389394668,1,3
21,615,192,269,13,0.5130521582362075,1,3
22,620,185,276,8,0.5084088162029485,1,3
23,623,183,274,9,0.5132649353966398,1,3
24,630,179,271,8,0.5150352055835079,1,3
25,629,186,267,6,0.5198353568160881,1,3
26,623,189,264,12,0.518377433374286,1,3
27,624,184,269,11,0.513527328920255,1,3
28,625,177,274,12,0.5151680018741525,1,3
29,638,175,271,4,0.516809077571065,1,3
30,633,182,257,16,0.5255877037102751,1,3
31,623,187,265,13,0.5193967802056126,1,3
32,636,175,261,15,0.5137125141054403,1,3
33,628,187,262,8,0.5226449787847924,1,3
34,632,181,261,11,0.5177751721889852,1,3
35,626,186,263,9,0.5204644900370179,1,3
36,640,167,266,11,0.5168723938531251,1,3
37,639,180,255,9,0.5275121972465848,1,3
38,632,174,259,17,0.5251047898391775,1,3
39,635,177,265,4,0.5211432592658306,1,3
40,634,174,261,12,0.5247702328354188,1,3
41,630,174,267,10,0.5233072979472921,1,3
42,637,171,259,11,0.5215338676736813,1,3
43,633,175,252,18,0.5261654003819564,1,3
44,631,174,265,7,0.5219743346288627,1,3
45,637,173,261,5,0.5232887513539374,1,3
46,643,168,253,12,0.5272450063252266,1,3
47,633,170,261,12,0.5301239487710326,1,3
48,639,168,261,7,0.5243467849803213,1,3
49,631,180,253,10,0.5290528700223063,1,3
50,625,191,251,6,0.5221245627580992,1,3
51,626,185,254,8,0.517770713825745,1,3
52,632,179,252,9,0.519048038688033,1,3
53,632,180,251,9,0.5233716529412608,1,3
54,629,182,253,8,0.5231864677560756,1,3
55,626,181,251,12,0.5213838220173583,1,3
56,635,180,247,7,0.519549234283622,1,3
57,634,177,245,10,0.5256924066676338,1,3
58,626,188,248,4,0.5256670455675786,1,3
59,637,175,244,10,0.5204086899782978,1,3
60,627,185,245,8,0.527669381368602,1,3
61,633,180,242,9,0.5209336100221424,1,3
62,636,174,237,17,0.5250994761890537,1,3
63,638,181,238,6,0.526362414198819,1,3
64,633,188,233,9,0.5283701462803095,1,3
65,621,189,238,14,0.5237916123615957,1,3
66,631,181,241,9,0.5163505855671416,1,3
67,627,178,246,10,0.5241735502631278,1,3
68,638,176,238,8,0.5225442585194857,1,3
69,628,176,242,12,0.5294560425843482,1,3
70,627,181,245,5,0.5236064271764104,1,3
71,633,173,241,10,0.5234328095223871,1,3
72,631,172,245,9,0.5274353591363621,1,3
73,632,168,246,11,0.5267127952917243,1,3
74,635,168,246,8,0.5276294055395688,1,3
75,637,170,247,3,0.5298264129547186,1,3
76,633,166,243,14,0.5314785602851233,1,3
77,638,166,242,10,0.5281676944855308,1,3
78,636,179,237,4,0.5316510713503296,1,3
79,629,180,230,15,0.5292563380629012,1,3
80,640,167,245,2,0.5235553314654948,1,3
81,641,164,241,7,0.5344090804652553,1,3
82,639,167,239,8,0.5347723782863701,1,3
83,640,171,234,7,0.5329275989837737,1,3
84,651,169,223,8,0.5331057116197035,1,3
85,646,174,222,9,0.5395848164441246,1,3
86,632,181,230,8,0.5356885000075974,1,3
87,640,174,227,10,0.5268423622576217,1,3
88,644,174,227,6,0.5321769571801516,1,3
89,640,177,221,12,0.5351333566190541,1,3
90,635,183,227,4,0.5314338616019209,1,3
91,628,185,224,12,0.52922389528007,1,3
92,637,177,227,6,0.5235226270238629,1,3
93,640,181,218,7,0.5314338616019209,1,3
94,647,172,214,13,0.5323551324775233,1,3
95,638,184,212,11,0.5368099851117849,1,3
96,645,194,198,8,0.5301333566190541,1,3
97,621,201,209,14,0.5327329645922727,1,3
98,629,194,213,9,0.5170649887659917,1,3
99,626,191,219,9,0.523677290462523,1,3
100,636,182,217,9,0.5225831029983625,1,3
101,626,186,224,8,0.5299490969814397,1,3
102,640,173,225,6,0.5238732935725519,1,3
103,628,176,229,11,0.5343927198449099,1,3
104,635,165,235,9,0.5262698830551156,1,3
105,630,174,233,7,0.532543092928546,1,3
106,633,162,236,13,0.5284831545393293,1,3
107,630,170,234,9,0.5312510312542257,1,3
108,639,161,231,12,0.5290349383587183,1,3
109,631,167,237,7,0.5351334605856507,1,3
110,637,168,230,6,0.5306954756986701,1,3
111,629,169,230,12,0.5342075346597247,1,3
112,630,158,239,12,0.5286584386616331,1,3
113,635,156,237,11,0.5314319818174349,1,3
114,632,153,244,9,0.5347630902152803,1,3
115,641,144,245,7,0.5342069843293752,1,3
116,636,145,249,7,0.5414514006571235,1,3
117,642,143,247,5,0.5384712476979899,1,3
118,643,150,234,10,0.5425674271662646,1,3
119,637,154,231,15,0.5409061715570939,1,3
120,640,162,227,8,0.5358811127404208,1,3
121,627,167,231,10,0.537372905477368,1,3
122,634,163,226,10,0.529208356240699,1,3
123,631,167,223,12,0.5342173925191922,1,3
124,633,163,228,8,0.5314322404631182,1,3
125,626,159,232,15,0.5342173925191922,1,3
126,634,151,240,6,0.5297625398849307,1,3
127,636,153,233,9,0.5375580906625532,1,3
128,633,157,231,10,0.5377526123514499,1,3
129,634,156,230,9,0.5351467550732215,1,3
130,631,160,231,7,0.5364563160551535,1,3
131,630,156,236,5,0.5344060143324808,1,3
132,628,157,234,8,0.5353358684403309,1,3
133,638,141,234,12,0.5334766517784515,1,3
134,637,156,229,3,0.5416987826314983,1,3
135,637,149,225,13,0.540023197163984,1,3
136,629,162,224,9,0.5396617455944613,1,3
137,632,157,222,11,0.5334933530921906,1,3
138,626,160,226,9,0.5361179848502217,1,3
139,641,153,220,7,0.5327526123514499,1,3
140,625,165,220,10,0.5428865833528994,1,3
141,637,151,222,10,0.5312711308699684,1,3
142,628,158,226,8,0.540628425454056,1,3
143,628,156,222,12,0.5346221898144926,1,3
144,632,152,227,7,0.5346365033687402,1,3
145,622,154,238,4,0.5385600598111291,1,3
146,634,141,232,11,0.5331180673237902,1,3
147,637,141,231,9,0.5409878428422642,1,3
148,636,137,237,7,0.5430592758577653,1,3
149,644,132,233,8,0.543800016598506,1,3
150,635,135,233,14,0.5490996620422895,1,3
151,639,130,238,9,0.5423065570019148,1,3
152,639,133,238,5,0.5466308657440726,1,3
153,633,143,232,7,0.5470158002903533,1,3
154,637,139,229,10,0.5413806310759889,1,3
155,635,148,228,4,0.5438390436412203,1,3
156,626,145,229,13,0.5421458426121586,1,3
157,630,140,234,9,0.5363284122611279,1,3
158,628,137,237,11,0.5402580550836855,1,3
159,636,137,236,4,0.5393107337541554,1,3
160,638,136,232,7,0.5451493842625912,1,3
161,642,137,230,4,0.5459197745165794,1,3
162,644,143,219,7,0.5485779461154829,1,3
163,642,138,222,11,0.5480583407415278,1,3
