,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1113,0,0,0,0.82,2,4
1,796,282,0,35,0.82,2,4
2,525,518,41,27,0.583891410288725,2,4
3,524,485,88,13,0.39675552411691667,2,4
4,527,450,109,23,0.40504393382042064,2,4
5,553,392,149,14,0.41123172994359564,2,4
6,558,365,168,15,0.4364946894153028,2,4
7,569,319,200,18,0.4440275598880901,2,4
8,568,295,234,7,0.4574478933459218,2,4
9,580,256,248,15,0.46365960208047535,2,4
10,583,229,267,20,0.4761097585882256,2,4
11,592,200,287,18,0.481686342123802,2,4
12,596,180,303,16,0.4922755450325475,2,4
13,602,153,324,16,0.4986721487642352,2,4
14,609,139,336,10,0.5067393700702781,2,4
15,620,116,343,14,0.5142008571884769,2,4
16,635,82,363,13,0.5235965037514451,2,4
17,669,46,367,11,0.5379529360350375,2,4
18,682,53,354,4,0.5632288972973526,2,4
19,688,39,355,11,0.5703529643123733,2,4
20,719,21,348,5,0.5749570050043709,2,4
21,733,15,343,2,0.5967851472566902,2,4
22,747,20,323,3,0.6064660343643913,2,4
23,752,25,312,4,0.6134895039910996,2,4
24,767,22,301,3,0.6153135752344834,2,4
25,769,40,279,4,0.6249220507562658,2,4
26,731,69,270,22,0.6228437894052284,2,4
27,682,109,286,14,0.5918912882514507,2,4
28,663,125,284,19,0.5585628925080237,2,4
29,650,141,287,12,0.5442914450830543,2,4
30,647,123,299,19,0.5357787790782176,2,4
31,659,114,305,9,0.5365303802426371,2,4
32,675,100,300,11,0.5466858745529555,2,4
33,688,82,305,11,0.5578282563159672,2,4
34,683,97,299,7,0.5683473889235958,2,4
35,695,94,291,5,0.5635410312725229,2,4
36,678,102,286,19,0.5713478840643527,2,4
37,683,92,300,10,0.5578259309122023,2,4
38,695,86,291,12,0.5640961213854334,2,4
39,708,75,288,13,0.5717251814460068,2,4
40,708,76,285,14,0.5809124357757117,2,4
41,703,91,276,11,0.5807443089685952,2,4
42,681,109,276,15,0.5760930099395151,2,4
43,676,109,280,12,0.5596821478582855,2,4
44,690,96,278,13,0.5582051544065176,2,4
45,689,98,283,7,0.568244982893386,2,4
46,703,84,281,9,0.5684192423987772,2,4
47,697,96,277,7,0.5785506459089813,2,4
48,680,100,281,16,0.573301702257583,2,4
49,686,96,284,11,0.5613532492940922,2,4
50,703,69,292,12,0.5663664145139732,2,4
51,720,60,290,5,0.5809621756293147,2,4
52,738,46,285,6,0.5938851420752331,2,4
