,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1117,0,0,0,0.82,6,5
1,714,352,0,51,0.82,6,5
2,509,546,56,5,0.519482958555733,6,5
3,519,487,80,30,0.38725662535327143,6,5
4,510,488,117,1,0.3983156922312502,6,5
5,544,407,141,24,0.39911607294629753,6,5
6,522,421,168,4,0.4262636908550253,6,5
7,550,349,193,21,0.416768116378418,6,5
8,543,353,208,7,0.4407797460405536,6,5
9,563,289,240,18,0.4394213314045341,6,5
10,568,284,253,4,0.4591611762769784,6,5
11,573,237,271,27,0.465271382392734,6,5
12,576,236,288,7,0.47231051997492884,6,5
13,581,194,305,24,0.4778049460505755,6,5
14,583,194,320,6,0.4853223945912391,6,5
15,589,148,341,25,0.48977569681664374,6,5
16,603,141,352,7,0.497773752867446,6,5
17,601,106,363,30,0.5095101421188548,6,5
18,616,95,379,5,0.5111245378445731,6,5
19,642,45,387,21,0.5262377759532799,6,5
20,675,25,392,3,0.5461518552513136,6,5
21,699,2,389,5,0.570888398554891,6,5
22,722,0,373,0,0.5879713392936614,6,5
23,745,1,348,1,0.6021983875314587,6,5
24,765,0,328,2,0.6150485938295942,6,5
25,768,8,318,1,0.6267761790910111,6,5
26,784,0,306,5,0.6272699342859078,6,5
27,816,1,277,1,0.6375755426433696,6,5
28,818,12,259,6,0.6577088478073739,6,5
29,836,6,250,3,0.6560156449353607,6,5
30,822,23,236,14,0.6689552125087816,6,5
31,773,67,236,19,0.6550217721019846,6,5
32,712,113,248,20,0.61611374402321,6,5
33,661,159,252,20,0.5725230496223361,6,5
34,626,176,272,16,0.5361006952712449,6,5
35,610,180,282,17,0.5153739920143477,6,5
36,609,165,297,17,0.5062332996775413,6,5
37,616,150,303,17,0.5086191546462073,6,5
38,619,131,317,19,0.5153409686518556,6,5
39,640,107,325,11,0.5200356398535849,6,5
40,652,88,323,19,0.5375365141510438,6,5
41,648,85,335,13,0.5461849543417536,6,5
42,663,54,347,15,0.5458484570710185,6,5
43,694,34,346,5,0.5596768899381354,6,5
44,725,8,339,6,0.582382079837162,6,5
45,741,6,327,3,0.6048662410587807,6,5
46,763,0,313,1,0.6153428273432466,6,5
47,782,1,293,1,0.6298968701282212,6,5
48,795,2,279,1,0.6412373196878705,6,5
49,817,0,260,0,0.6490576900338001,6,5
50,833,0,242,2,0.663368319088605,6,5
51,849,0,227,1,0.6731684530008764,6,5
52,861,0,213,3,0.6836379460465075,6,5
53,861,7,206,3,0.6910497837306472,6,5
54,864,23,181,9,0.689765092593673,6,5
55,829,48,179,21,0.687679128021823,6,5
56,679,174,194,30,0.6583184920289246,6,5
57,610,232,222,12,0.5440965403523148,6,5
58,609,215,236,16,0.49963922184515236,6,5
59,613,202,245,16,0.5014993820201024,6,5
60,620,180,257,18,0.5059904109835798,6,5
61,616,179,265,13,0.513523630264919,6,5
62,612,158,283,20,0.5128308051903585,6,5
63,618,143,300,12,0.5132853337093346,6,5
64,627,118,305,22,0.5206811951709173,6,5
65,633,110,315,11,0.528391385877983,6,5
66,635,89,326,18,0.5356054529903743,6,5
67,644,72,336,13,0.5394250013861482,6,5
68,661,42,338,22,0.5488703564261753,6,5
69,684,12,359,7,0.5624315653749244,6,5
70,707,0,353,2,0.583762147196985,6,5
71,732,0,329,1,0.6000383484668038,6,5
72,750,2,309,1,0.6148469042476808,6,5
73,759,0,296,7,0.6252272888834817,6,5
74,776,0,286,0,0.6299364005928954,6,5
75,790,2,270,0,0.6416294831876812,6,5
76,803,2,255,2,0.6499570946635378,6,5
77,819,1,240,2,0.6577600468865793,6,5
78,831,0,228,3,0.6681186919703328,6,5
79,846,0,216,0,0.6758283355897667,6,5
80,856,0,206,0,0.686094546488033,6,5
81,873,0,188,1,0.6926083867783865,6,5
82,894,0,167,1,0.7035322154656282,6,5
83,904,0,157,1,0.7172175091304027,6,5
84,911,0,149,2,0.7236715245201224,6,5
85,911,10,137,4,0.7279626118453482,6,5
86,906,21,126,8,0.725760284181964,6,5
87,841,73,125,21,0.7200885117961496,6,5
88,650,248,136,26,0.6661597692683648,6,5
89,594,288,160,17,0.5183726641719778,6,5
90,603,259,177,20,0.48273022094036105,6,5
91,608,245,190,15,0.4922548994649325,6,5
92,608,229,208,13,0.49856194405376186,6,5
93,600,222,214,22,0.5018654355488379,6,5
94,602,193,245,15,0.4972522414224759,6,5
95,611,171,261,12,0.5054087934787084,6,5
96,610,152,273,19,0.5147945335926191,6,5
97,616,133,286,15,0.5166298066454391,6,5
98,615,109,312,14,0.5247538862133376,6,5
99,623,85,325,16,0.5288029957083157,6,5
100,658,32,346,12,0.5373411343905045,6,5
101,688,4,347,8,0.5672798809566292,6,5
102,704,1,341,1,0.5903890473296927,6,5
103,717,0,330,0,0.6015093700472166,6,5
104,729,0,316,2,0.6095246123945026,6,5
105,740,5,301,1,0.6163019903383171,6,5
106,753,1,290,3,0.6221891573324314,6,5
107,767,2,276,2,0.6304708899800472,6,5
108,775,0,267,5,0.6391023943787603,6,5
109,794,0,253,0,0.6439006935892316,6,5
110,809,0,237,1,0.6567891035680608,6,5
111,822,0,224,1,0.6661846917897583,6,5
112,836,3,207,1,0.6745664382496281,6,5
113,859,0,188,0,0.6831086276759046,6,5
114,871,0,175,1,0.6988635137795398,6,5
115,878,0,167,2,0.706512253970575,6,5
116,893,0,154,0,0.7108796769275841,6,5
117,912,0,132,3,0.720911331450146,6,5
118,921,3,120,3,0.7323034474060541,6,5
119,908,23,105,11,0.7372301614010792,6,5
120,723,175,108,41,0.7241376507886534,6,5
121,596,297,146,8,0.5734447041117678,6,5
122,601,269,154,23,0.48573339549428995,6,5
123,586,277,178,5,0.4907845450852994,6,5
124,590,236,195,24,0.4848161228847985,6,5
125,598,227,208,12,0.49113329902051434,6,5
126,601,193,231,20,0.4992434817138621,6,5
127,603,186,250,6,0.5056181683285188,6,5
128,601,158,257,26,0.5105430226804222,6,5
129,601,150,279,8,0.5114461106215283,6,5
130,600,117,296,25,0.5168980517265609,6,5
131,635,75,320,8,0.5192967261406867,6,5
132,652,34,337,15,0.5492143820114179,6,5
133,669,11,346,11,0.5649353897032248,6,5
134,693,2,341,1,0.5797210366744954,6,5
135,701,0,335,1,0.5970708731954018,6,5
136,719,0,318,0,0.6021288613629421,6,5
137,731,0,306,0,0.612998498843241,6,5
138,746,0,291,0,0.6202251513077586,6,5
139,762,0,273,2,0.629374674743498,6,5
140,777,1,258,1,0.638908378242382,6,5
141,789,3,238,6,0.6483190800554807,6,5
142,801,0,231,3,0.6549185841076435,6,5
143,819,0,216,0,0.6639846961576729,6,5
144,827,1,203,4,0.6761840720028048,6,5
145,844,1,189,0,0.6804757284880244,6,5
146,865,0,168,1,0.6926010396339828,6,5
147,874,1,158,1,0.706291494295534,6,5
148,886,0,148,0,0.7119247869486364,6,5
149,895,0,139,0,0.7199559382104684,6,5
150,914,1,116,3,0.7256058692309094,6,5
151,928,0,103,3,0.7363922130041839,6,5
152,935,1,98,0,0.7445744864653903,6,5
153,945,0,89,0,0.7487418112470102,6,5
154,960,0,74,0,0.7540888419983357,6,5
155,973,1,60,0,0.7611973017881777,6,5
156,965,7,54,8,0.7665624500468485,6,5
157,947,23,53,11,0.7606420254663001,6,5
158,788,153,63,30,0.7488417213548902,6,5
159,586,334,94,19,0.6228888960745598,6,5
160,587,305,124,16,0.47391671358494536,6,5
161,588,284,141,19,0.48049075919937956,6,5
162,593,253,166,20,0.4843290009158061,6,5
163,594,234,188,15,0.4925149932694241,6,5
164,595,207,212,17,0.49762768467195034,6,5
165,594,186,237,14,0.5027540653448954,6,5
166,599,155,256,20,0.5066205226307686,6,5
167,606,131,279,12,0.5140774186374044,6,5
168,618,97,295,16,0.5240998615446993,6,5
169,634,66,315,10,0.5365420982292849,6,5
170,661,34,323,7,0.5524050769741801,6,5
171,677,9,333,5,0.5741183578263981,6,5
172,694,2,325,3,0.58853040323631,6,5
173,709,0,314,1,0.6001647198251203,6,5
174,722,0,301,1,0.6098421888821945,6,5
175,735,0,288,1,0.6176971631009401,6,5
176,744,0,279,1,0.6256491068164299,6,5
177,759,0,264,0,0.631210720251634,6,5
178,769,0,253,1,0.6410260054053185,6,5
179,781,0,241,1,0.6471615305390589,6,5
180,792,0,231,0,0.6548106643580728,6,5
181,805,0,215,3,0.6620637876936163,6,5
182,814,2,205,2,0.6699291371745769,6,5
183,833,0,189,1,0.6756026234630197,6,5
184,845,0,178,0,0.6885634389177787,6,5
185,864,1,158,0,0.6965831634849048,6,5
186,877,1,143,2,0.7087139157015983,6,5
187,892,0,130,1,0.7166316724222069,6,5
188,907,1,115,0,0.7263128289436434,6,5
189,860,40,100,23,0.735239758493733,6,5
190,733,151,116,23,0.6947583573674544,6,5
191,609,254,135,25,0.5929167086268363,6,5
192,597,254,155,17,0.501676865734772,6,5
193,600,233,173,15,0.4965980726178993,6,5
194,601,219,185,14,0.5028050028003921,6,5
195,597,203,200,19,0.5064612212211423,6,5
196,596,186,220,17,0.5062977129323448,6,5
197,598,165,241,14,0.5092402966380262,6,5
198,610,138,255,13,0.5149125704438795,6,5
199,608,117,278,13,0.5270008061506317,6,5
200,633,77,291,14,0.5297515879338508,6,5
201,647,46,307,14,0.551036732294563,6,5
