,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1127,0,0,0,0.82,5,3
1,878,219,0,30,0.82,5,3
2,552,517,39,19,0.6411449422155477,5,3
3,483,557,68,19,0.40926505884053704,5,3
4,522,494,98,13,0.36905835236794193,5,3
5,542,449,123,13,0.40007387452309373,5,3
6,550,417,144,16,0.41787652134131825,5,3
7,569,372,175,11,0.4270286085693624,5,3
8,575,345,191,16,0.44540397580835783,5,3
9,583,316,214,13,0.4523583563573534,5,3
10,583,296,231,14,0.4622646989190135,5,3
11,589,267,258,9,0.46598532791942365,5,3
12,592,246,269,13,0.475288513826026,5,3
13,595,221,288,15,0.48028680153949094,5,3
14,607,194,300,15,0.486111453090987,5,3
15,611,172,315,18,0.49749685738021016,5,3
16,616,149,329,20,0.5029834203262599,5,3
17,627,120,352,13,0.5096425966363747,5,3
18,644,88,366,12,0.5221345118377734,5,3
19,660,68,371,11,0.5372740246650588,5,3
20,671,53,373,13,0.5495114622454481,5,3
21,689,32,381,8,0.557724735445738,5,3
22,715,16,373,6,0.5721376321818064,5,3
23,729,10,364,7,0.5896606239360386,5,3
24,758,0,350,0,0.598377582145892,5,3
25,778,0,328,2,0.6183871289422025,5,3
26,795,1,312,0,0.6296802715096684,5,3
27,818,1,289,0,0.6399451364673907,5,3
28,832,0,275,1,0.6538457304625392,5,3
29,841,1,263,3,0.6624517396923447,5,3
30,869,0,238,0,0.667494817705788,5,3
31,881,2,224,0,0.6861454234466703,5,3
32,895,2,208,2,0.6934574055436439,5,3
33,899,5,200,3,0.7021095971853842,5,3
34,915,1,189,2,0.7039670453007575,5,3
35,934,0,173,0,0.715237267951078,5,3
36,957,0,150,0,0.72806671171312,5,3
37,968,2,136,1,0.7427241155750859,5,3
38,987,0,119,1,0.7490180813562055,5,3
39,1002,0,105,0,0.7607609313745298,5,3
40,1018,1,87,1,0.7693793208117427,5,3
41,1038,0,69,0,0.7773094220895492,5,3
42,1046,0,59,2,0.7868485016229717,5,3
43,1056,0,51,0,0.7897920764778581,5,3
44,1064,0,43,0,0.7940582573129242,5,3
45,1067,1,38,1,0.7970521353691837,5,3
46,1069,0,36,2,0.7977933981001218,5,3
47,1076,1,30,0,0.798526768498722,5,3
48,1072,7,25,3,0.801263393622372,5,3
49,935,123,25,24,0.7981681591979858,5,3
50,598,430,59,19,0.7019713905390674,5,3
51,551,452,87,14,0.45071025622994915,5,3
52,587,388,117,12,0.42439877943875004,5,3
53,583,369,137,11,0.4543441910837177,5,3
54,589,336,159,16,0.4565269772416591,5,3
55,602,304,182,12,0.4646513993314584,5,3
56,606,273,201,19,0.47781029849972867,5,3
57,615,248,222,12,0.48437059168557955,5,3
58,619,225,235,17,0.49512476249088144,5,3
59,618,213,250,13,0.5006233178849138,5,3
60,623,191,266,13,0.5033248831837944,5,3
61,626,175,276,14,0.5100836461715619,5,3
62,630,153,295,12,0.5146959434448767,5,3
63,627,138,310,15,0.5213190680975197,5,3
64,625,118,326,19,0.5219278428177674,5,3
65,643,91,336,17,0.5241106289757089,5,3
66,672,44,358,12,0.5390528350516691,5,3
67,702,16,365,2,0.5643012016139306,5,3
68,717,8,352,8,0.5879794079600148,5,3
69,729,0,350,5,0.5968028813475943,5,3
70,746,0,338,0,0.6058662781215799,5,3
71,759,1,324,0,0.6166237805598873,5,3
72,766,5,311,2,0.6240797970251692,5,3
73,779,3,299,3,0.6271401828197737,5,3
74,804,0,280,0,0.6351056779822242,5,3
75,830,0,254,0,0.6514326235644488,5,3
76,855,0,229,0,0.6676385297776115,5,3
77,871,0,213,0,0.6835298315480481,5,3
78,889,1,194,0,0.6938241090110887,5,3
79,909,1,173,1,0.7052899895722806,5,3
80,909,16,156,3,0.7180467882405263,5,3
81,843,70,150,21,0.7149545078501092,5,3
82,692,211,156,25,0.6593153533117039,5,3
83,632,264,175,11,0.5429403971755099,5,3
84,644,243,176,16,0.503672952928678,5,3
85,629,244,193,12,0.5134801095952698,5,3
86,630,220,205,21,0.5062034231170777,5,3
87,637,202,220,17,0.5097955695902365,5,3
88,634,187,242,13,0.5175250903703166,5,3
89,638,176,251,11,0.5193810065507389,5,3
90,632,163,263,18,0.52388009973001,5,3
91,638,145,277,15,0.5217724446346327,5,3
92,642,127,288,16,0.5289622487919211,5,3
93,656,94,311,10,0.5345441375869824,5,3
94,671,67,318,14,0.5495681285042582,5,3
95,689,51,317,10,0.5621636805685575,5,3
96,708,27,323,7,0.576416522683317,5,3
97,735,6,319,4,0.5925307217901166,5,3
98,755,0,308,1,0.6128066214525911,5,3
99,776,0,288,0,0.6263341147861904,5,3
100,790,0,274,0,0.639243319309386,5,3
101,808,0,255,1,0.6478647364816248,5,3
102,818,4,241,1,0.6589217036061229,5,3
103,818,6,232,8,0.6645082326911635,5,3
104,830,8,224,2,0.6628711430727074,5,3
105,830,23,202,9,0.6712355365882591,5,3
106,817,22,210,15,0.6672337619653664,5,3
107,789,39,217,17,0.6580539307737713,5,3
108,741,84,220,17,0.6375707136750316,5,3
109,691,125,231,14,0.6002554423658709,5,3
110,639,155,248,18,0.5645635408063424,5,3
111,645,136,270,9,0.5297552009484435,5,3
112,658,108,280,14,0.5381085011750656,5,3
113,660,95,286,19,0.5494131667965426,5,3
114,679,71,293,17,0.5519709997469561,5,3
115,693,54,298,14,0.5672728793952264,5,3
116,711,26,310,11,0.5790221215161633,5,3
117,732,8,311,6,0.5952015847513438,5,3
118,744,8,302,3,0.6118925743099962,5,3
119,763,2,291,1,0.6195724656599374,5,3
120,788,1,268,0,0.632489379538467,5,3
121,802,0,254,1,0.6482411506056618,5,3
122,820,0,237,0,0.6570043603847001,5,3
123,833,0,223,1,0.668593025606009,5,3
124,843,2,212,0,0.6767338256028973,5,3
125,851,5,200,1,0.6829922671953742,5,3
126,853,4,197,3,0.687434588193626,5,3
127,871,0,185,1,0.6885469377468212,5,3
128,881,0,176,0,0.7012972534227615,5,3
129,897,0,160,0,0.7079431228086368,5,3
130,907,0,150,0,0.7182069193443396,5,3
131,923,2,132,0,0.724534230925574,5,3
132,916,14,120,7,0.7340652905055419,5,3
133,899,21,120,17,0.7263217587150158,5,3
134,817,90,128,22,0.7125669435414352,5,3
135,650,236,144,24,0.6463091552109969,5,3
136,632,246,159,16,0.5210276113359043,5,3
137,617,239,175,19,0.5110196197594462,5,3
138,631,211,190,16,0.5041842731615779,5,3
139,627,194,208,18,0.5177386804963312,5,3
140,632,177,224,14,0.5184739895410702,5,3
141,634,151,247,15,0.525011784227417,5,3
142,649,131,258,9,0.5306496443676363,5,3
143,646,116,269,16,0.5436168259438988,5,3
144,656,92,282,16,0.5434158895533108,5,3
145,661,71,297,15,0.5535115023664647,5,3
146,690,36,305,11,0.5606945809857468,5,3
147,712,11,310,8,0.5846735379150308,5,3
148,722,3,311,3,0.6028021848953595,5,3
149,738,1,300,0,0.6115465428139857,5,3
150,751,0,287,1,0.6220584061489912,5,3
151,763,0,276,0,0.6299664781381349,5,3
152,777,0,262,0,0.6375315977225133,5,3
153,796,0,243,0,0.6462437304505884,5,3
154,807,0,230,2,0.6582261288112031,5,3
155,825,1,213,0,0.6648743830219167,5,3
156,836,2,200,1,0.676625807568045,5,3
157,842,6,191,0,0.6833735012387717,5,3
158,830,18,179,12,0.6867138065716316,5,3
159,809,40,173,14,0.6745804732141003,5,3
160,732,107,175,22,0.6575273359323094,5,3
161,657,173,192,13,0.5958725171022343,5,3
162,641,177,198,18,0.5420376406957396,5,3
163,640,168,211,13,0.5316529201905663,5,3
164,647,149,218,17,0.534027353697249,5,3
165,649,143,220,18,0.5408533912603484,5,3
166,641,128,244,16,0.5430803328113756,5,3
167,650,104,261,14,0.541892923532778,5,3
168,666,71,276,16,0.5516615387936129,5,3
169,692,42,282,13,0.5663611174810447,5,3
170,726,11,283,5,0.5871946790264718,5,3
171,743,1,279,2,0.6154472031092215,5,3
172,758,2,265,0,0.6281912121868698,5,3
173,772,2,249,2,0.6376634068805884,5,3
174,784,3,236,2,0.6460770921438375,5,3
175,794,0,231,0,0.6534945902238601,5,3
176,814,0,211,0,0.660784889963238,5,3
177,823,0,202,0,0.6736517384957722,5,3
178,839,1,185,0,0.6794734752843223,5,3
179,845,2,177,1,0.6896557272470738,5,3
180,847,1,173,4,0.6931731218885757,5,3
181,853,1,171,0,0.6941012870080815,5,3
182,863,3,155,4,0.6986972113021552,5,3
183,866,10,147,2,0.7040170304174038,5,3
184,841,32,140,11,0.7050190726227132,5,3
185,796,73,138,17,0.6835936253376003,5,3
186,682,169,150,23,0.6459720611950364,5,3
187,633,201,177,13,0.5575400052418613,5,3
188,635,175,193,20,0.5256702465334666,5,3
189,642,155,212,13,0.5304332962035854,5,3
190,649,124,233,16,0.5394580828320962,5,3
191,647,116,246,12,0.5484954594376203,5,3
192,650,95,261,15,0.5497494548175907,5,3
193,672,66,270,11,0.554720158748753,5,3
