,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1128,0,0,0,0.82,10,5
1,870,208,0,50,0.82,10,5
2,554,513,52,6,0.634021452524178,10,5
3,521,497,80,27,0.4135449350699164,10,5
4,546,465,110,4,0.3967104000350686,10,5
5,558,407,139,21,0.4187437260782739,10,5
6,581,385,152,7,0.43203390274337705,10,5
7,584,339,179,23,0.4498851444790124,10,5
8,590,330,198,5,0.45682415587051883,10,5
9,602,280,210,29,0.46498298385708586,10,5
10,597,281,235,5,0.4759939609528111,10,5
11,608,231,249,28,0.4780777202830916,10,5
12,604,233,273,5,0.48881946735494197,10,5
13,607,190,289,28,0.4907531010125211,10,5
14,605,187,319,3,0.4960509115105993,10,5
15,618,140,329,27,0.5001256045719157,10,5
16,619,138,350,6,0.510921456133019,10,5
17,654,71,362,24,0.5157611233596292,10,5
18,678,46,381,6,0.5431398703505891,10,5
19,697,6,386,20,0.5637033469165604,10,5
20,715,0,394,0,0.5790630157807412,10,5
21,737,0,371,1,0.5936893517683416,10,5
22,746,1,361,1,0.6058245871292802,10,5
23,764,1,343,0,0.6107527757064851,10,5
24,782,0,324,2,0.6214994178626735,10,5
25,798,0,310,0,0.6318520569998264,10,5
26,822,1,285,0,0.641730909013411,10,5
27,837,0,270,1,0.6560920273780537,10,5
28,847,0,261,0,0.6653435823713503,10,5
29,868,0,238,2,0.6717598483022859,10,5
30,881,0,223,4,0.6846503480902202,10,5
31,896,0,211,1,0.6925883633266331,10,5
32,923,1,184,0,0.7027835421072081,10,5
33,939,0,160,9,0.7202474573202343,10,5
34,948,2,151,7,0.7291066313912917,10,5
35,959,0,140,8,0.7348581814047679,10,5
36,971,2,132,1,0.7422496966039315,10,5
37,975,1,124,6,0.7508183477773893,10,5
38,983,0,119,4,0.7525105458532488,10,5
39,999,0,107,0,0.7578081644148292,10,5
40,1015,0,89,2,0.767619982862507,10,5
41,1027,1,77,1,0.7756375954305046,10,5
42,1025,7,72,2,0.7813785245130999,10,5
43,1032,1,71,2,0.7791835890838708,10,5
44,1026,2,70,8,0.7834442856361963,10,5
45,1036,1,68,1,0.7794649457208301,10,5
46,1039,0,67,0,0.7853641377164268,10,5
47,1046,0,60,0,0.7869976152682411,10,5
48,1051,0,53,2,0.7898573906104356,10,5
49,1048,3,51,4,0.7914584112616511,10,5
50,1045,3,54,4,0.7893781092113636,10,5
51,1046,1,58,1,0.7881849832617392,10,5
52,1048,0,58,0,0.7894939154331306,10,5
53,1040,4,57,5,0.790650272331931,10,5
54,1041,0,60,5,0.7857791549642515,10,5
55,1046,0,59,1,0.7869202959439641,10,5
56,1052,0,52,1,0.7896756530217831,10,5
57,1054,0,47,3,0.7920470319581836,10,5
58,1060,0,42,2,0.7924615256902304,10,5
59,1057,0,42,5,0.7948856312058509,10,5
60,1057,0,45,1,0.7932250560455812,10,5
61,1057,0,44,2,0.79396147599457,10,5
62,1062,0,39,1,0.7937797384059175,10,5
63,1058,0,39,5,0.7958140838596414,10,5
64,1062,0,40,0,0.7936134680852833,10,5
65,1062,1,38,1,0.7959958214482938,10,5
66,1067,0,33,2,0.7956323462709889,10,5
67,1066,1,31,4,0.7974605979088374,10,5
68,1063,0,36,3,0.7965505656327561,10,5
69,1060,0,37,5,0.7958172264072627,10,5
70,1063,0,38,1,0.7943519133760166,10,5
