,Quiescent,Active,Jailed,Fighting,Legitimacy,cop_vision,run
0,1150,0,0,0,0.82,8,8
1,1100,33,0,17,0.82,8,8
2,726,362,22,39,0.7931781157121983,8,8
3,567,503,67,11,0.5172733975620241,8,8
4,565,464,91,28,0.4171636429727326,8,8
5,575,438,125,8,0.4201296545196696,8,8
6,598,372,154,22,0.4333676028711871,8,8
7,607,350,177,12,0.4537753212045286,8,8
8,610,307,205,24,0.46388128767429393,8,8
9,622,282,232,8,0.4708801803236049,8,8
10,618,244,256,26,0.4843869556639639,8,8
11,624,230,277,13,0.4859710884342331,8,8
12,631,192,296,25,0.49375773461249245,8,8
13,632,179,320,11,0.5018768437181816,8,8
14,641,139,343,19,0.5074751952479105,8,8
15,662,113,356,9,0.5176932064461741,8,8
16,660,80,377,23,0.5350639535929715,8,8
17,687,55,389,8,0.5374287044463695,8,8
18,716,12,395,16,0.5586544156715373,8,8
19,743,3,389,2,0.5801994845185459,8,8
20,758,0,379,0,0.5992656306117468,8,8
21,772,0,364,1,0.6084230572607351,8,8
22,793,0,343,1,0.6160604725622296,8,8
23,813,0,323,1,0.6279725244537573,8,8
24,830,1,304,2,0.6395340644682411,8,8
25,845,0,289,3,0.6491744136603914,8,8
26,861,0,273,3,0.6581249250795791,8,8
27,877,1,256,3,0.6678040367038169,8,8
28,896,0,239,2,0.6774354948093779,8,8
29,918,0,219,0,0.6895960921206825,8,8
30,931,0,206,0,0.7037926555981454,8,8
31,949,3,184,1,0.7120294324912968,8,8
32,966,0,171,0,0.7227419912124726,8,8
33,978,0,158,1,0.7341975711995619,8,8
34,996,0,141,0,0.7415204055095158,8,8
35,1006,0,130,1,0.7527135503366099,8,8
36,1023,0,112,2,0.758472265763473,8,8
37,1036,0,101,0,0.7679589673913042,8,8
38,1050,0,87,0,0.7752377185308059,8,8
39,1064,1,72,0,0.7821357681222421,8,8
40,1074,0,60,3,0.788221861256077,8,8
41,1083,0,54,0,0.7919648146243432,8,8
42,1093,0,43,1,0.7959669529403387,8,8
43,1080,7,36,14,0.7994708082942976,8,8
44,975,79,49,33,0.7910874775733844,8,8
45,647,388,83,17,0.7201335971449119,8,8
46,589,412,116,18,0.47773742105543415,8,8
47,633,349,137,14,0.4444121731238476,8,8
48,615,335,166,16,0.4784442969292237,8,8
49,638,292,184,17,0.4717185697401293,8,8
50,633,267,205,24,0.49089014239821527,8,8
51,641,238,235,14,0.49186959321567664,8,8
52,642,208,261,17,0.5030236239227988,8,8
53,648,184,280,15,0.5083449770010222,8,8
54,659,148,299,19,0.5161917928515507,8,8
55,663,128,316,15,0.5278596837550802,8,8
56,659,106,330,26,0.5346907261321464,8,8
57,681,69,354,15,0.5347402629816982,8,8
58,719,18,369,12,0.5551248609568072,8,8
59,745,2,365,4,0.5853039643684267,8,8
60,760,0,356,0,0.6043205378593666,8,8
61,783,1,331,1,0.6138288433849453,8,8
62,798,0,317,1,0.6266396288280534,8,8
63,817,2,296,1,0.6355575424735417,8,8
64,835,0,280,1,0.6464459946749557,8,8
65,845,0,270,1,0.6576345061004844,8,8
66,860,0,255,1,0.6637254864130114,8,8
67,882,1,233,0,0.672955076436358,8,8
68,891,0,220,5,0.6866736307332131,8,8
69,911,0,205,0,0.6916249364210554,8,8
70,921,0,193,2,0.7051770888479307,8,8
71,935,0,179,2,0.7111694145439299,8,8
72,941,0,169,6,0.7200458027453411,8,8
73,959,0,157,0,0.7231225120427401,8,8
74,979,0,136,1,0.7354517944960657,8,8
75,993,0,117,6,0.7474418819129574,8,8
76,1009,0,106,0,0.7547180123834253,8,8
77,1020,1,90,4,0.7647865390264791,8,8
78,1018,2,90,5,0.7695345334010633,8,8
79,1027,0,84,4,0.7681796930506773,8,8
80,1037,0,75,3,0.7731072426397823,8,8
81,1042,0,71,2,0.7778578388643106,8,8
82,1046,1,63,5,0.7802001221256422,8,8
83,1058,0,57,0,0.7811619222397793,8,8
84,1062,1,49,3,0.7869874775733843,8,8
85,1005,41,45,24,0.7877852990784473,8,8
86,724,296,63,32,0.7510632814280657,8,8
87,616,378,106,13,0.5354883686001122,8,8
88,633,332,128,20,0.46783447463137146,8,8
89,629,311,160,13,0.48341566096810856,8,8
90,642,271,179,18,0.4863670513403318,8,8
91,636,254,203,17,0.4997326191123097,8,8
92,638,221,234,16,0.49985638637341795,8,8
93,647,192,251,18,0.5071014617139697,8,8
94,646,167,275,18,0.5167190047867739,8,8
95,654,146,290,16,0.5209807529772004,8,8
96,656,117,314,17,0.5292413721932765,8,8
97,679,82,327,15,0.5356097070879805,8,8
98,695,50,346,11,0.5545308689115159,8,8
99,716,21,355,9,0.5697280945966159,8,8
100,734,0,364,3,0.5869208164420155,8,8
101,748,0,353,0,0.6017465771325277,8,8
102,764,0,336,1,0.6101826913651063,8,8
103,781,0,319,1,0.6191599327208432,8,8
104,797,0,304,0,0.6290374072336149,8,8
105,807,5,289,0,0.6386548143733145,8,8
106,820,0,274,7,0.6437332360712936,8,8
107,838,1,261,1,0.6512171147961365,8,8
108,843,4,252,2,0.6631083612042176,8,8
109,841,3,248,9,0.6654791373629116,8,8
110,854,1,245,1,0.6631746252441606,8,8
111,870,0,230,1,0.6730168828556486,8,8
112,889,0,212,0,0.6832110056327787,8,8
113,909,0,192,0,0.6953894824113769,8,8
114,919,0,175,7,0.7080824817800015,8,8
115,925,2,170,4,0.7131739214323456,8,8
116,939,0,161,1,0.7171439665820545,8,8
117,956,0,145,0,0.7268194806493712,8,8
118,976,0,125,0,0.7374629626053391,8,8
119,989,0,112,0,0.7492954815532606,8,8
120,1003,0,98,0,0.7565749027647207,8,8
121,1013,0,84,4,0.7639324314720263,8,8
122,1024,0,76,1,0.7681159382919561,8,8
123,1040,0,61,0,0.7736622797887835,8,8
124,1050,0,49,2,0.7804515207131933,8,8
125,1057,0,43,1,0.7838951305439561,8,8
126,991,52,39,19,0.7866360256856021,8,8
127,761,247,60,32,0.7450024118628483,8,8
128,620,370,93,17,0.5680950308575359,8,8
129,619,338,123,18,0.4725417479246303,8,8
130,630,308,146,12,0.47786570589502897,8,8
131,638,271,170,15,0.49024664027681936,8,8
132,636,255,192,11,0.500775224683557,8,8
133,641,217,213,23,0.5033010993545015,8,8
134,641,199,239,13,0.5105372691256299,8,8
135,651,164,248,27,0.5158589271878012,8,8
136,649,154,270,16,0.5251844946952202,8,8
137,655,118,292,23,0.5280445526501549,8,8
138,663,100,310,15,0.5365548374227265,8,8
139,683,54,331,18,0.5454409567786871,8,8
140,697,32,348,9,0.5642318488238086,8,8
141,721,8,348,8,0.5774088363561398,8,8
142,729,8,346,2,0.5954094906049207,8,8
143,742,1,334,7,0.6009940607762497,8,8
144,765,0,319,0,0.6089755859543714,8,8
145,779,0,305,0,0.6237406823996923,8,8
146,793,0,289,2,0.6319999370877261,8,8
147,812,0,270,1,0.6400085263128177,8,8
148,827,0,256,0,0.6519602690217071,8,8
149,839,0,243,1,0.6613681199146189,8,8
150,854,0,229,0,0.6686481320378829,8,8
151,870,0,213,0,0.6782303426815808,8,8
152,882,2,198,1,0.6883384198007692,8,8
153,895,0,187,1,0.6954162962435391,8,8
154,919,0,164,0,0.7040245999081247,8,8
155,936,0,146,1,0.7193325678924914,8,8
156,951,0,130,2,0.729651768833681,8,8
