,Quiescent,Active,Jailed,Fighting,Legitimacy,network,run
0,1118,0,0,0,0.82,Renyi,2
1,739,326,0,53,0.82,Renyi,2
2,524,531,55,5,0.5375687027332858,Renyi,2
3,524,480,88,22,0.39734400218233884,Renyi,2
4,518,476,110,8,0.40369627042663175,Renyi,2
5,536,409,140,27,0.40432636741412975,Renyi,2
6,548,391,170,3,0.4218784367779094,Renyi,2
7,565,327,194,25,0.4354636589306261,Renyi,2
8,574,312,221,3,0.45170336973759906,Renyi,2
9,588,255,240,26,0.4631112652323533,Renyi,2
10,596,251,259,2,0.47652424857455294,Renyi,2
11,593,209,280,26,0.48585479193119546,Renyi,2
12,601,202,296,8,0.48763123715406204,Renyi,2
13,598,162,320,24,0.4964301843980525,Renyi,2
14,610,153,333,7,0.4997307210706823,Renyi,2
15,613,111,345,33,0.5107996716389595,Renyi,2
16,623,105,368,6,0.5154308326690293,Renyi,2
17,645,57,372,27,0.5266680925669355,Renyi,2
18,660,49,386,6,0.5433276606808171,Renyi,2
19,697,4,391,9,0.5566366208307578,Renyi,2
20,717,1,383,0,0.5844731342594806,Renyi,2
21,738,0,363,0,0.5978262494230505,Renyi,2
22,751,0,347,3,0.609937758487933,Renyi,2
23,768,0,331,2,0.6168884719776313,Renyi,2
24,790,0,310,1,0.6270200350132071,Renyi,2
25,819,0,281,1,0.640318585734312,Renyi,2
26,811,23,260,7,0.6580292179549625,Renyi,2
27,818,16,257,10,0.6477780756559164,Renyi,2
28,845,2,250,4,0.6528264599012942,Renyi,2
29,862,0,235,3,0.673391017459796,Renyi,2
30,882,0,218,0,0.685047818536569,Renyi,2
31,898,1,199,2,0.6985086949756938,Renyi,2
32,916,1,178,5,0.7083746321276156,Renyi,2
33,928,2,168,2,0.7195772866469384,Renyi,2
34,950,0,148,2,0.727758157541831,Renyi,2
35,970,0,129,1,0.7422709257095974,Renyi,2
36,978,0,120,2,0.754894665529735,Renyi,2
37,993,0,105,2,0.7595082825615831,Renyi,2
38,1002,0,95,3,0.768121679123047,Renyi,2
39,1016,1,83,0,0.772817066391912,Renyi,2
40,1028,0,72,0,0.7802625314572301,Renyi,2
41,1031,2,65,2,0.785979305280726,Renyi,2
42,1038,0,57,3,0.7865526095137215,Renyi,2
43,1051,0,46,1,0.7897544231145713,Renyi,2
44,1050,2,44,2,0.7951820001896938,Renyi,2
45,1054,0,42,2,0.7942537274039307,Renyi,2
46,1058,0,38,2,0.796125440546895,Renyi,2
47,1059,1,37,1,0.7976135721061339,Renyi,2
48,1067,0,31,0,0.797983691265911,Renyi,2
49,1069,1,26,2,0.8012958287050075,Renyi,2
50,1067,2,27,2,0.8014798178514453,Renyi,2
51,1070,0,28,0,0.8005623761110897,Renyi,2
52,1068,0,28,2,0.8023968147915896,Renyi,2
53,1071,0,27,0,0.8012961941336095,Renyi,2
54,1069,0,27,2,0.8027636636395644,Renyi,2
55,1070,0,28,0,0.8016631809999247,Renyi,2
56,1070,0,27,1,0.8023968147915896,Renyi,2
57,1072,0,25,1,0.8022134516431103,Renyi,2
58,1068,0,25,5,0.8029471071536138,Renyi,2
59,1069,0,29,0,0.8007461046881713,Renyi,2
60,1071,0,26,1,0.8020299072968836,Renyi,2
61,1070,0,26,2,0.8025803004910849,Renyi,2
62,1070,1,27,0,0.8020300884946308,Renyi,2
63,1071,0,26,1,0.8022134516431103,Renyi,2
64,1073,0,23,2,0.8025803004910849,Renyi,2
65,1071,1,20,6,0.803130521219061,Renyi,2
66,1070,0,25,3,0.8014801216002084,Renyi,2
67,1071,0,27,0,0.8018467253461513,Renyi,2
68,1071,0,26,1,0.8027636636395644,Renyi,2
69,1071,1,26,0,0.8025803004910849,Renyi,2
70,1071,0,26,1,0.8025803004910849,Renyi,2
71,1071,1,26,0,0.8025803004910849,Renyi,2
72,1072,1,25,0,0.8025803004910849,Renyi,2
73,1071,0,24,3,0.8029471071536138,Renyi,2
74,1015,41,24,18,0.8022135741941262,Renyi,2
75,694,321,45,38,0.7693742037236697,Renyi,2
76,561,435,87,14,0.519929305994722,Renyi,2
77,574,387,112,22,0.4337731614756449,Renyi,2
78,565,379,133,15,0.44791959741176235,Renyi,2
79,587,322,161,21,0.4465428925429871,Renyi,2
80,580,311,189,9,0.4671972268144831,Renyi,2
81,591,262,217,18,0.4681288496839463,Renyi,2
82,596,247,227,15,0.4812369717243922,Renyi,2
83,601,209,257,18,0.48755963410015624,Renyi,2
84,602,197,273,13,0.496565780104301,Renyi,2
85,608,160,294,22,0.5002017645476644,Renyi,2
86,619,145,305,13,0.5086115161725048,Renyi,2
87,644,93,322,21,0.5190935430140818,Renyi,2
88,659,69,343,9,0.54080203940034,Renyi,2
89,677,29,360,14,0.5555245568965327,Renyi,2
90,697,10,369,3,0.5718239847146287,Renyi,2
91,718,1,358,2,0.588684138140933,Renyi,2
92,729,0,348,2,0.6024677520521902,Renyi,2
93,746,0,332,1,0.6090038565930159,Renyi,2
94,771,0,307,1,0.6191354196285919,Renyi,2
95,789,0,289,1,0.6340604265237997,Renyi,2
96,807,0,272,0,0.6450276284287249,Renyi,2
97,826,1,252,0,0.6563621179964466,Renyi,2
98,843,1,235,0,0.6681411857235778,Renyi,2
99,867,0,210,1,0.6789973306573858,Renyi,2
100,883,2,192,1,0.6948073468508111,Renyi,2
101,897,0,178,3,0.7048767051399873,Renyi,2
102,913,1,163,1,0.7140162106307576,Renyi,2
103,931,0,146,1,0.7245914022540872,Renyi,2
104,950,0,128,0,0.7362848862858983,Renyi,2
105,961,1,114,2,0.7482206941217411,Renyi,2
106,970,0,105,3,0.754188100424147,Renyi,2
107,981,0,96,1,0.7593138537055806,Renyi,2
108,959,16,90,13,0.7656427658188537,Renyi,2
109,871,75,97,34,0.7482548612854871,Renyi,2
110,666,263,129,18,0.6778945080966119,Renyi,2
111,613,290,154,19,0.5228556870717451,Renyi,2
112,619,274,168,15,0.4892053498119351,Renyi,2
113,623,252,183,16,0.4960406294100789,Renyi,2
114,614,246,199,14,0.5023405595068221,Renyi,2
115,617,214,216,25,0.49920035204529234,Renyi,2
116,617,200,247,7,0.5048011491700503,Renyi,2
117,621,170,264,15,0.5108322947207088,Renyi,2
118,620,156,282,12,0.5171570376517207,Renyi,2
119,636,117,296,20,0.519741880977276,Renyi,2
120,659,88,310,11,0.5341669846240891,Renyi,2
121,670,55,325,16,0.5538441115655283,Renyi,2
122,706,19,333,8,0.5654401582908033,Renyi,2
123,726,1,332,6,0.5938744254355958,Renyi,2
124,740,0,324,0,0.6093716370572465,Renyi,2
125,751,0,310,3,0.6191499719243065,Renyi,2
126,761,0,303,0,0.6251793039269834,Renyi,2
127,776,0,288,0,0.6317707252201394,Renyi,2
128,784,0,277,3,0.6409401004906876,Renyi,2
129,802,0,262,0,0.6453326630447759,Renyi,2
130,818,2,244,0,0.6571335130306651,Renyi,2
131,831,2,229,2,0.6669107067874591,Renyi,2
132,843,1,217,2,0.6748755749492031,Renyi,2
133,859,0,202,1,0.6830922739544961,Renyi,2
134,870,3,188,1,0.6941533043387089,Renyi,2
135,877,3,179,3,0.7007850987878724,Renyi,2
136,900,1,160,0,0.7049890998960895,Renyi,2
137,909,0,149,3,0.7211197306339664,Renyi,2
138,920,1,138,2,0.7265144461197517,Renyi,2
139,936,1,123,1,0.7334501795713163,Renyi,2
140,945,1,113,2,0.7434216621595698,Renyi,2
141,968,0,92,1,0.7485331845208952,Renyi,2
142,982,0,77,2,0.7614842654831776,Renyi,2
143,992,0,66,3,0.7681429980457225,Renyi,2
144,1002,2,54,3,0.7724336470808056,Renyi,2
145,982,13,53,13,0.7762214510158796,Renyi,2
146,990,3,63,5,0.7637422824822163,Renyi,2
147,995,0,65,0,0.7706489578370345,Renyi,2
148,997,0,61,2,0.7743144083139709,Renyi,2
149,1004,2,53,1,0.7747780594859653,Renyi,2
150,1005,1,52,2,0.7774142645478828,Renyi,2
151,1009,0,49,1,0.7778071503435624,Renyi,2
152,1013,0,45,1,0.7797406146308551,Renyi,2
153,1016,0,43,0,0.7812564968129974,Renyi,2
154,1016,1,40,2,0.7825632059577864,Renyi,2
155,1018,0,38,3,0.7820131165123482,Renyi,2
156,1021,1,37,0,0.7827570884574855,Renyi,2
157,1016,2,38,3,0.7842342551012097,Renyi,2
158,1020,0,39,0,0.7816463902153893,Renyi,2
159,1025,0,34,0,0.7840480919814744,Renyi,2
160,1025,0,31,3,0.7858912637649991,Renyi,2
161,1027,0,29,2,0.7853411743195609,Renyi,2
162,1026,0,30,2,0.7862600505296944,Renyi,2
163,1023,0,32,3,0.7858928232543231,Renyi,2
164,1021,6,31,0,0.7846065729704554,Renyi,2
165,969,38,33,18,0.7833197241299175,Renyi,2
166,787,191,56,24,0.7523223565510684,Renyi,2
167,605,346,85,20,0.6098625819956061,Renyi,2
168,597,325,115,18,0.4777698976105788,Renyi,2
169,606,287,146,15,0.4779087481829296,Renyi,2
170,609,256,175,13,0.490368678403746,Renyi,2
