,Quiescent,Active,Jailed,Fighting,Legitimacy,network,run
0,1153,0,0,0,0.82,SmallWorld,0
1,928,168,0,57,0.82,SmallWorld,0
2,566,515,58,10,0.6650036743896476,SmallWorld,0
3,534,494,88,31,0.41450631071273936,SmallWorld,0
4,560,458,122,7,0.3996114151379478,SmallWorld,0
5,541,424,154,24,0.4225580711020644,SmallWorld,0
6,563,392,180,8,0.4170529648086788,SmallWorld,0
7,568,333,218,24,0.43602889686927715,SmallWorld,0
8,576,319,242,4,0.44606555756346467,SmallWorld,0
9,578,265,261,35,0.45620333817412506,SmallWorld,0
10,589,252,289,9,0.46151106026229294,SmallWorld,0
11,585,205,316,33,0.47377576372949415,SmallWorld,0
12,606,186,339,8,0.475922522281775,SmallWorld,0
13,614,133,364,28,0.4939987937291023,SmallWorld,0
14,631,124,375,8,0.5038085505743689,SmallWorld,0
15,662,57,392,27,0.5175568202067061,SmallWorld,0
16,692,33,405,6,0.5417669593393576,SmallWorld,0
17,707,8,412,9,0.5656213944151646,SmallWorld,0
18,727,0,406,3,0.5774423973858311,SmallWorld,0
19,742,0,392,1,0.5906306714571328,SmallWorld,0
20,765,0,370,0,0.599321929543485,SmallWorld,0
21,782,1,350,2,0.6122093289764048,SmallWorld,0
22,799,0,335,1,0.6212406426118351,SmallWorld,0
23,822,0,312,1,0.631311212055319,SmallWorld,0
24,838,0,296,1,0.6447001008316163,SmallWorld,0
25,857,0,278,0,0.6541819939626207,SmallWorld,0
26,867,0,267,1,0.6657963544349993,SmallWorld,0
27,885,0,250,0,0.6717124945778739,SmallWorld,0
28,904,0,230,1,0.6829807777454897,SmallWorld,0
29,918,0,215,2,0.6946591084965694,SmallWorld,0
30,938,0,197,0,0.7032943215101652,SmallWorld,0
31,959,0,176,0,0.7163033188756797,SmallWorld,0
32,981,1,152,1,0.7295719953849152,SmallWorld,0
33,995,0,138,2,0.7429183898783303,SmallWorld,0
34,1013,0,122,0,0.751411653761114,SmallWorld,0
35,1025,1,107,2,0.7622583715184861,SmallWorld,0
36,1034,1,98,2,0.7683491678236336,SmallWorld,0
37,1048,0,84,3,0.7730738785693988,SmallWorld,0
38,1053,2,78,2,0.7799431518309043,SmallWorld,0
39,1063,3,65,3,0.7820665066863067,SmallWorld,0
40,1076,0,56,1,0.7861328125482727,SmallWorld,0
41,1079,0,52,2,0.7922327104218723,SmallWorld,0
