,Quiescent,Active,Jailed,Fighting,Legitimacy,network,run
0,1131,0,0,0,0.82,SmallWorld,2
1,1061,36,0,34,0.82,SmallWorld,2
2,687,385,36,23,0.7811157734745812,SmallWorld,2
3,517,519,71,24,0.5001339145992033,SmallWorld,2
4,563,451,104,12,0.3906154745015755,SmallWorld,2
5,534,446,126,23,0.4273592268514678,SmallWorld,2
6,580,380,155,13,0.4123709824181125,SmallWorld,2
7,570,364,176,17,0.44863621041456286,SmallWorld,2
8,577,335,202,12,0.4460234504017566,SmallWorld,2
9,578,306,223,19,0.45575603029295914,SmallWorld,2
10,595,273,245,12,0.4602365640838821,SmallWorld,2
11,587,253,263,21,0.4760499374566009,SmallWorld,2
12,595,232,286,11,0.4741980063687264,SmallWorld,2
13,592,210,303,18,0.48379904955398795,SmallWorld,2
14,594,190,328,10,0.48515791298065786,SmallWorld,2
15,600,157,339,24,0.4913672308447993,SmallWorld,2
16,614,131,364,11,0.4980916037518579,SmallWorld,2
17,618,103,381,18,0.5122220434534406,SmallWorld,2
18,645,66,398,11,0.518058412839913,SmallWorld,2
19,674,18,412,16,0.53988779115043,SmallWorld,2
20,697,5,417,1,0.5628753430104126,SmallWorld,2
21,714,0,403,3,0.5802505293500934,SmallWorld,2
22,730,1,389,0,0.5900376947512773,SmallWorld,2
23,752,2,365,1,0.5992242970290905,SmallWorld,2
24,769,0,350,1,0.6112015870956008,SmallWorld,2
25,782,0,335,3,0.6212705491206458,SmallWorld,2
26,815,0,303,2,0.6284349022077783,SmallWorld,2
27,838,1,277,4,0.6481412219730679,SmallWorld,2
28,857,0,260,3,0.6615651827530002,SmallWorld,2
29,875,0,245,0,0.6736837441262926,SmallWorld,2
30,898,4,217,1,0.6855340323020471,SmallWorld,2
31,907,2,205,6,0.6992794472177039,SmallWorld,2
32,927,0,192,1,0.7045171640184006,SmallWorld,2
33,947,1,171,1,0.7186853953170519,SmallWorld,2
34,967,0,151,2,0.731387484708372,SmallWorld,2
35,985,0,133,2,0.7441033726565659,SmallWorld,2
36,1009,0,111,0,0.755228160548165,SmallWorld,2
37,1018,0,100,2,0.7695817911867537,SmallWorld,2
38,1031,0,89,0,0.7741132500692749,SmallWorld,2
39,1037,0,82,1,0.7811169179944698,SmallWorld,2
40,1053,0,66,1,0.7838143952483834,SmallWorld,2
41,1058,0,60,2,0.790899698313259,SmallWorld,2
42,1067,1,52,0,0.792767128838771,SmallWorld,2
43,1063,2,46,9,0.7964737256651646,SmallWorld,2
44,1072,0,48,0,0.7931173639757673,SmallWorld,2
45,1078,0,42,0,0.7985430426095896,SmallWorld,2
46,1080,0,38,2,0.8007643791407114,SmallWorld,2
47,1083,0,36,1,0.8011349794547064,SmallWorld,2
48,1058,19,36,7,0.802411422680891,SmallWorld,2
49,979,63,46,30,0.7884169962127762,SmallWorld,2
50,649,373,79,16,0.7355732430334342,SmallWorld,2
51,545,440,112,18,0.4858852000555634,SmallWorld,2
52,575,390,137,13,0.4213668565810027,SmallWorld,2
53,564,365,160,25,0.44606540025826713,SmallWorld,2
54,587,326,189,10,0.44311930268569655,SmallWorld,2
55,572,309,213,16,0.46459097470014354,SmallWorld,2
56,591,275,230,13,0.45938248992570063,SmallWorld,2
